33.333333333333336,0.33333333333333331,0,,hindaco
33.333333333333336,0.33333333333333331,0,,joey funboy
25,0.0625,0,0,la pina
24.299065420560748,5.6074766355140186E-2,0,0,entics
24.137931034482758,0,0,0,doll kill
23.214285714285715,4.7619047619047616E-2,0,0,nesli
21.739130434782609,-2.8985507246376812E-2,0,0,tormento
20,0,0,0,bigmama
19.298245614035089,1.7543859649122806E-2,0,0,grido
18.75,0,6.25,0.0625,hell raton
17.5,0.17499999999999999,0,,anna pepe
16.666666666666668,0.16666666666666666,0,,yeиdry
16.666666666666668,-8.3333333333333329E-2,0,0,bushwaka
16.363636363636363,0.16363636363636364,0,0,beba
16,0.16,0,0,slait
15.384615384615385,-7.6923076923076927E-2,0,,eva rea
15,0.14999999999999999,0,0,caparezza
14.973262032085561,0.1497326203208556,0.53475935828877008,5.3475935828877002E-3,lazza
14.114114114114114,0.14114114114114115,0,,guè pequeno
13.736263736263735,0.13736263736263737,0.5494505494505495,5.4945054945054949E-3,marracash
13.698630136986301,0.13698630136986301,1.3698630136986301,1.3698630136986301E-2,frah quintale
13.274336283185841,0.13274336283185842,0,0,willie peyote
12.903225806451612,0.12903225806451613,0.5376344086021505,5.3763440860215058E-3,salmo
12.903225806451612,0.12903225806451613,0,0,niky savage
12.727272727272727,0.12727272727272726,0,0,madame
12.5,0.10000000000000001,0,0,tony effe
12.413793103448276,0.12413793103448276,0,0,club dogo
12.280701754385966,0.12280701754385964,0,0,shiva
12.087912087912088,0.12087912087912088,1.098901098901099,0.01098901098901099,nitro
12.068965517241379,0.1206896551724138,0,0,tony boy
12,0.12,0,0,papa v
11.814345991561181,0.11814345991561181,0.4219409282700422,4.2194092827004216E-3,emis killa
11.711711711711711,0.11711711711711711,0.90090090090090091,9.0090090090090089E-3,luchè
11.594202898550725,0.11594202898550725,0,0,massimo pericolo
10.38961038961039,-1.2987012987012988E-2,0,,99 posse
10.344827586206897,0.10344827586206896,0,0,rkomi
9.8214285714285712,9.8214285714285712E-2,0,0,ghali
9.6296296296296298,9.6296296296296297E-2,0,0,tedua
9.4972067039106154,9.4972067039106142E-2,0,0,fedez
9.4890510948905114,9.4890510948905105E-2,0,0,dark polo gang
9.375,0.09375,3.125,0.03125,priestess
9.375,-4.1666666666666664E-2,1.0416666666666667,1.0416666666666666E-2,ernia
9.0909090909090917,9.0909090909090912E-2,4.5454545454545459,4.5454545454545456E-2,roshelle
9.0909090909090917,9.0909090909090912E-2,0,0,dani faiv
9.0909090909090917,9.0909090909090912E-2,0,,samuel heron
9.0909090909090917,0,4.5454545454545459,4.5454545454545456E-2,yung snapp
9.0090090090090094,9.0090090090090086E-2,0.3003003003003003,3.003003003003003E-3,gemitaiz
8.8235294117647065,8.8235294117647065E-2,0,0,sfera ebbasta
8.7719298245614041,0.08771929824561403,0,0,noyz narcos
8.7628865979381452,8.7628865979381437E-2,0,0,achille lauro
8.4905660377358494,8.4905660377358486E-2,0.94339622641509435,9.433962264150943E-3,thasup
8.4745762711864412,8.4745762711864403E-2,1.6949152542372881,1.6949152542372881E-2,rose villain
8.3333333333333339,8.3333333333333329E-2,0.92592592592592593,9.2592592592592587E-3,geolier
8.3333333333333339,8.3333333333333329E-2,0,0,ensi
8.235294117647058,8.2352941176470587E-2,0,0,rondodasosa
8.1967213114754092,8.1967213114754092E-2,0,0,don joe
8.1081081081081088,8.1081081081081086E-2,0,0,neffa
8.0808080808080813,8.0808080808080815E-2,0,0,drefgold
7.9646017699115044,7.9646017699115043E-2,0.88495575221238942,8.8495575221238937E-3,capo plaza
7.9470198675496686,7.9470198675496692E-2,0,0,clementino
7.8947368421052628,7.8947368421052627E-2,0,0,jack the smoker
7.746478873239437,0.07746478873239436,0,0,rocco hunt
7.6923076923076925,7.6923076923076927E-2,0,,chadia rodriguez
7.6363636363636367,0.07636363636363637,0,0,fabri fibra
7.4380165289256199,0.0743801652892562,0,0,rancore
7.4074074074074074,0.07407407407407407,0,0,fred de palma
7.3684210526315788,7.3684210526315783E-2,0,,miss keta
7.3529411764705879,7.3529411764705885E-2,0,0,coez
7.3529411764705879,7.3529411764705885E-2,0,0,colle der fomento
7.3033707865168536,7.3033707865168537E-2,0,0,ghemon
6.7796610169491522,6.7796610169491525E-2,0,0,mahmood
6.7114093959731544,6.7114093959731544E-2,0,0,j-ax
6.5789473684210522,6.5789473684210523E-2,0,,mike24
6.5217391304347823,4.3478260869565216E-2,0,0,johnny marsiglia
6.4516129032258061,6.4516129032258063E-2,0,0,skioffi
6.1728395061728394,6.1728395061728392E-2,0,0,baby k
5.882352941176471,5.8823529411764705E-2,0,,mr. rain
5.6338028169014081,5.6338028169014086E-2,1.408450704225352,1.4084507042253521E-2,jake la furia
5.4794520547945202,5.4794520547945202E-2,0,0,alfa
5.4054054054054053,5.4054054054054057E-2,1.3513513513513513,1.3513513513513514E-2,mambolosco
5.3824362606232299,5.3824362606232294E-2,0,0,mondo marcio
5,5.0000000000000003E-2,0,0,shablo
4.4247787610619467,4.4247787610619468E-2,0,,il tre
4.2857142857142856,4.2857142857142858E-2,0,0,rosa chemical
4.2553191489361701,4.2553191489361701E-2,0,,mudimbi
4.0697674418604652,4.0697674418604654E-2,0,0,nerone
