TextCodePK,n_sentences,n_tokens,Is_Explicit,N_Swear_Words_IT,N_Swear_Words_EN
TXT8448,69.0,521.0,,,
TXT8449,53.0,279.0,,,
TXT8450,49.0,314.0,,,
TXT8451,45.0,348.0,,,
TXT8452,36.0,260.0,,,
TXT8453,6.0,33.0,,,
TXT8454,98.0,487.0,,,
TXT8455,72.0,333.0,,,
TXT8456,69.0,545.0,,,
TXT8457,72.0,456.0,,,
TXT8458,94.0,706.0,,,
TXT8459,9.0,116.0,,,
TXT8460,3.0,64.0,,,
TXT8461,38.0,166.0,,,
TXT8462,52.0,202.0,,,
TXT8463,77.0,494.0,,,
TXT8464,45.0,370.0,,,
TXT8465,56.0,436.0,,,
TXT8466,34.0,226.0,,,
TXT8467,74.0,630.0,,,
TXT8468,6.0,119.0,,,
TXT8469,52.0,299.0,,,
TXT8470,11.0,316.0,,,
TXT8471,49.0,328.0,,,
TXT8472,34.0,315.0,,,
TXT8473,54.0,524.0,,,
TXT8474,103.0,777.0,,,
TXT8475,4.0,32.0,,,
TXT8476,3.0,64.0,,,
TXT8477,68.0,636.0,,,
TXT8478,45.0,407.0,,,
TXT8479,84.0,557.0,,,
TXT8480,8.0,48.0,,,
TXT8481,50.0,360.0,,,
TXT8482,54.0,461.0,,,
TXT8483,4.0,26.0,,,
TXT8484,58.0,447.0,,,
TXT8485,10.0,134.0,,,
TXT8486,42.0,282.0,,,
TXT8487,55.0,382.0,,,
TXT8488,8.0,104.0,,,
TXT8489,47.0,314.0,,,
TXT8490,7.0,85.0,,,
TXT8491,17.0,64.0,,,
TXT8492,9.0,101.0,,,
TXT8493,31.0,203.0,,,
TXT8494,8.0,126.0,,,
TXT8495,35.0,213.0,,,
TXT8496,57.0,370.0,,,
TXT8497,9.0,127.0,,,
TXT8498,39.0,272.0,,,
TXT8499,99.0,887.0,,,
TXT8500,22.0,125.0,,,
TXT8501,54.0,351.0,,,
TXT8502,58.0,486.0,,,
TXT8503,40.0,249.0,,,
TXT8504,43.0,362.0,,,
TXT8505,13.0,83.0,,,
TXT8506,39.0,281.0,,,
TXT8507,51.0,396.0,,,
TXT8508,36.0,280.0,,,
TXT8509,36.0,354.0,,,
TXT8510,39.0,327.0,,,
TXT8511,41.0,369.0,,,
TXT8512,59.0,414.0,,,
TXT8513,105.0,840.0,,,
TXT8514,39.0,228.0,,,
TXT8515,62.0,576.0,,,
TXT8516,110.0,942.0,,,
TXT8517,77.0,595.0,,,
TXT8518,74.0,628.0,,,
TXT8519,98.0,901.0,,,
TXT8520,74.0,654.0,,,
TXT8521,77.0,542.0,,,
TXT8522,86.0,646.0,,,
TXT8523,75.0,711.0,,,
TXT8524,79.0,506.0,,,
TXT8525,77.0,574.0,,,
TXT8526,55.0,334.0,,,
TXT8527,82.0,555.0,,,
TXT8528,58.0,528.0,,,
TXT8529,72.0,497.0,,,
TXT8530,53.0,494.0,,,
TXT8531,31.0,264.0,,,
TXT8532,64.0,471.0,,,
TXT8533,60.0,407.0,,,
TXT8534,64.0,493.0,,,
TXT8535,61.0,525.0,,,
TXT8536,59.0,594.0,,,
TXT8537,25.0,203.0,,,
TXT8538,67.0,483.0,,,
TXT8539,108.0,930.0,,,
TXT8540,34.0,364.0,,,
TXT8541,47.0,303.0,,,
TXT8542,70.0,600.0,,,
TXT8543,46.0,426.0,,,
TXT8544,46.0,471.0,,,
TXT8545,52.0,390.0,,,
TXT8546,79.0,442.0,,,
TXT8547,52.0,424.0,,,
TXT8548,63.0,389.0,,,
TXT8549,61.0,392.0,,,
TXT8550,47.0,261.0,,,
TXT8551,79.0,654.0,,,
TXT8552,47.0,401.0,,,
TXT8553,64.0,492.0,,,
TXT8554,56.0,514.0,,,
TXT8555,62.0,425.0,,,
TXT8556,42.0,330.0,,,
TXT8557,71.0,531.0,,,
TXT8558,62.0,505.0,,,
TXT8559,64.0,505.0,,,
TXT8560,55.0,433.0,,,
TXT8561,90.0,668.0,,,
TXT8562,56.0,443.0,,,
TXT8563,38.0,309.0,,,
TXT8564,99.0,535.0,,,
TXT8565,72.0,412.0,,,
TXT8566,76.0,488.0,,,
TXT8567,54.0,361.0,,,
TXT8568,60.0,571.0,,,
TXT8569,58.0,536.0,,,
TXT8570,58.0,494.0,,,
TXT8571,28.0,249.0,,,
TXT8572,23.0,235.0,,,
TXT8573,89.0,466.0,,,
TXT8574,56.0,319.0,,,
TXT8575,46.0,430.0,,,
TXT8576,9.0,140.0,,,
TXT8577,41.0,417.0,,,
TXT8578,58.0,541.0,,,
TXT8579,51.0,285.0,,,
TXT8580,87.0,676.0,,,
TXT8581,45.0,353.0,,,
TXT8582,67.0,561.0,,,
TXT8583,47.0,411.0,,,
TXT8584,63.0,534.0,,,
TXT8585,42.0,393.0,,,
TXT8586,62.0,501.0,,,
TXT8587,68.0,623.0,,,
TXT8588,57.0,597.0,,,
TXT8589,64.0,414.0,,,
TXT8590,49.0,459.0,,,
TXT8591,59.0,391.0,,,
TXT8592,63.0,484.0,,,
TXT8593,61.0,484.0,,,
TXT8594,56.0,404.0,,,
TXT8595,30.0,185.0,,,
TXT8596,61.0,401.0,,,
TXT8597,44.0,354.0,,,
TXT8598,48.0,367.0,,,
TXT8599,45.0,363.0,,,
TXT8600,54.0,439.0,,,
TXT8601,47.0,378.0,,,
TXT8602,29.0,236.0,,,
TXT8603,51.0,527.0,,,
TXT8604,55.0,429.0,,,
TXT8605,25.0,147.0,,,
TXT8606,65.0,428.0,,,
TXT8607,23.0,180.0,,,
TXT8608,42.0,374.0,,,
TXT8609,61.0,486.0,,,
TXT8610,15.0,114.0,,,
TXT8611,124.0,739.0,,,
TXT8612,13.0,89.0,,,
TXT8613,52.0,429.0,,,
TXT8614,33.0,306.0,,,
TXT8615,31.0,269.0,,,
TXT8616,29.0,185.0,,,
TXT8617,46.0,385.0,,,
TXT8618,25.0,203.0,,,
TXT8619,52.0,493.0,,,
TXT8620,58.0,528.0,,,
TXT8621,68.0,431.0,,,
TXT8622,38.0,311.0,,,
TXT8623,34.0,358.0,,,
TXT8624,60.0,418.0,,,
TXT8625,42.0,310.0,,,
TXT8626,38.0,309.0,,,
TXT8627,52.0,390.0,,,
TXT8628,42.0,330.0,,,
TXT8629,57.0,300.0,,,
TXT8630,38.0,406.0,,,
TXT8631,66.0,664.0,,,
TXT8632,78.0,678.0,,,
TXT8633,81.0,767.0,,,
TXT8634,24.0,251.0,,,
TXT8635,60.0,478.0,,,
TXT8636,65.0,576.0,,,
TXT8637,57.0,533.0,,,
TXT8638,95.0,617.0,,,
TXT8639,84.0,646.0,,,
TXT8640,73.0,580.0,,,
TXT8641,55.0,525.0,,,
TXT8642,88.0,823.0,,,
TXT8643,29.0,242.0,,,
TXT8644,83.0,614.0,,,
TXT8645,78.0,742.0,,,
TXT8646,50.0,551.0,,,
TXT8647,62.0,497.0,,,
TXT8648,99.0,816.0,,,
TXT8649,75.0,591.0,,,
TXT8650,88.0,586.0,,,
TXT8651,95.0,874.0,,,
TXT8652,84.0,661.0,,,
TXT8653,99.0,882.0,,,
TXT8654,69.0,555.0,,,
TXT8655,30.0,302.0,,,
TXT8656,61.0,585.0,,,
TXT8657,55.0,533.0,,,
TXT8658,70.0,634.0,,,
TXT8659,54.0,459.0,,,
TXT8660,67.0,498.0,,,
TXT8661,44.0,368.0,,,
TXT8662,70.0,547.0,,,
TXT8663,107.0,921.0,,,
TXT8664,35.0,279.0,,,
TXT8665,55.0,527.0,,,
TXT8666,55.0,520.0,,,
TXT8667,27.0,239.0,,,
TXT8668,83.0,696.0,,,
TXT8669,62.0,468.0,,,
TXT8670,67.0,479.0,,,
TXT8671,83.0,736.0,,,
TXT8672,60.0,522.0,,,
TXT8673,59.0,450.0,,,
TXT8674,43.0,359.0,,,
TXT8675,84.0,581.0,,,
TXT8676,53.0,347.0,,,
TXT8677,83.0,591.0,,,
TXT8678,56.0,332.0,,,
TXT8679,58.0,485.0,,,
TXT8680,90.0,680.0,,,
TXT8681,85.0,592.0,,,
TXT8682,63.0,577.0,,,
TXT8683,88.0,683.0,,,
TXT8684,34.0,312.0,,,
TXT8685,81.0,682.0,,,
TXT8686,100.0,726.0,,,
TXT8687,71.0,494.0,,,
TXT8688,53.0,642.0,,,
TXT8689,99.0,672.0,,,
TXT8690,40.0,444.0,,,
TXT8691,54.0,444.0,,,
TXT8692,59.0,489.0,,,
TXT8693,60.0,427.0,,,
TXT8694,48.0,375.0,,,
TXT8695,101.0,903.0,,,
TXT8696,79.0,662.0,,,
TXT8697,80.0,638.0,,,
TXT8698,53.0,372.0,,,
TXT8699,55.0,450.0,,,
TXT8700,79.0,642.0,,,
TXT8701,107.0,793.0,,,
TXT8702,74.0,642.0,,,
TXT8703,72.0,631.0,,,
TXT8704,50.0,341.0,,,
TXT8705,72.0,488.0,,,
TXT8706,61.0,408.0,,,
TXT8707,84.0,796.0,,,
TXT8708,46.0,397.0,,,
TXT8709,56.0,488.0,,,
TXT8710,64.0,473.0,,,
TXT8711,57.0,380.0,,,
TXT8712,81.0,694.0,,,
TXT8713,75.0,481.0,,,
TXT8714,50.0,390.0,,,
TXT8715,61.0,521.0,,,
TXT8716,33.0,222.0,,,
TXT8717,89.0,572.0,,,
TXT8718,44.0,399.0,,,
TXT8719,79.0,646.0,,,
TXT8720,86.0,741.0,,,
TXT8721,81.0,692.0,,,
TXT8722,31.0,275.0,,,
TXT8723,69.0,596.0,,,
TXT8724,68.0,563.0,,,
TXT8725,43.0,371.0,,,
TXT8726,49.0,399.0,,,
TXT8727,55.0,482.0,,,
TXT8728,67.0,595.0,,,
TXT8729,92.0,634.0,,,
TXT8730,89.0,554.0,,,
TXT8731,66.0,553.0,,,
TXT8732,42.0,328.0,,,
TXT8733,72.0,700.0,,,
TXT8734,61.0,542.0,,,
TXT8735,80.0,681.0,,,
TXT8736,15.0,72.0,,,
TXT8737,32.0,265.0,,,
TXT8738,93.0,695.0,,,
TXT8739,59.0,367.0,,,
TXT8740,1.0,8.0,,,
TXT8741,47.0,365.0,,,
TXT8742,79.0,629.0,,,
TXT8743,1.0,7.0,,,
TXT8744,53.0,485.0,,,
TXT8745,27.0,253.0,,,
TXT8746,66.0,442.0,,,
TXT8747,88.0,792.0,,,
TXT8748,53.0,433.0,,,
TXT8749,49.0,350.0,,,
TXT8750,66.0,613.0,,,
TXT8751,57.0,440.0,,,
TXT8752,38.0,246.0,,,
TXT8753,57.0,507.0,,,
TXT8754,46.0,382.0,,,
TXT8755,57.0,389.0,,,
TXT8756,46.0,459.0,,,
TXT8757,64.0,416.0,,,
TXT8758,60.0,561.0,,,
TXT8759,69.0,479.0,,,
TXT8760,58.0,357.0,,,
TXT8761,54.0,386.0,,,
TXT8762,57.0,380.0,,,
TXT8763,56.0,371.0,,,
TXT8764,57.0,379.0,,,
TXT8765,51.0,400.0,,,
TXT8766,55.0,398.0,,,
TXT8767,108.0,930.0,,,
TXT8768,42.0,359.0,,,
TXT8769,60.0,488.0,,,
TXT8770,67.0,424.0,,,
TXT8771,43.0,400.0,,,
TXT8772,59.0,432.0,,,
TXT8773,51.0,304.0,,,
TXT8774,67.0,448.0,,,
TXT8775,76.0,536.0,,,
TXT8776,50.0,489.0,,,
TXT8777,62.0,388.0,,,
TXT8778,48.0,465.0,,,
TXT8779,47.0,386.0,,,
TXT8780,49.0,377.0,,,
TXT8781,63.0,298.0,,,
TXT8782,61.0,462.0,,,
TXT8783,48.0,389.0,,,
TXT8784,51.0,552.0,,,
TXT8785,62.0,342.0,,,
TXT8786,63.0,510.0,,,
TXT8787,45.0,404.0,,,
TXT8788,30.0,173.0,,,
TXT8789,50.0,602.0,,,
TXT8790,47.0,464.0,,,
TXT8791,35.0,229.0,,,
TXT8792,50.0,444.0,,,
TXT8793,59.0,520.0,,,
TXT8794,46.0,452.0,,,
TXT8795,32.0,223.0,,,
TXT8796,49.0,374.0,,,
TXT8797,67.0,323.0,,,
TXT8798,46.0,335.0,,,
TXT8799,73.0,556.0,,,
TXT8800,43.0,429.0,,,
TXT8801,94.0,725.0,,,
TXT8802,53.0,463.0,,,
TXT8803,47.0,468.0,,,
TXT8804,66.0,637.0,,,
TXT8805,13.0,79.0,,,
TXT8806,65.0,462.0,,,
TXT8807,41.0,270.0,,,
TXT8808,20.0,213.0,,,
TXT8809,47.0,269.0,,,
TXT8810,44.0,297.0,,,
TXT8811,64.0,459.0,,,
TXT8812,62.0,486.0,,,
TXT8813,18.0,446.0,,,
TXT8814,1.0,3.0,,,
TXT8815,47.0,252.0,,,
TXT8816,40.0,302.0,,,
TXT8817,11.0,412.0,,,
TXT8818,43.0,400.0,,,
TXT8819,35.0,558.0,,,
TXT8820,22.0,642.0,,,
TXT8821,43.0,452.0,,,
TXT8822,150.0,1216.0,,,
TXT8823,91.0,1243.0,,,
TXT8824,107.0,1075.0,,,
TXT8825,87.0,689.0,,,
TXT8826,110.0,899.0,,,
TXT8827,118.0,979.0,,,
TXT8828,127.0,878.0,,,
TXT8829,80.0,691.0,,,
TXT8830,67.0,634.0,,,
TXT8831,103.0,824.0,,,
TXT8832,120.0,997.0,,,
TXT8833,72.0,637.0,,,
TXT8834,89.0,634.0,,,
TXT8835,107.0,903.0,,,
TXT8836,74.0,653.0,,,
TXT8837,80.0,863.0,,,
TXT8838,149.0,893.0,,,
TXT8839,116.0,859.0,,,
TXT8840,95.0,742.0,,,
TXT8841,82.0,670.0,,,
TXT8842,64.0,483.0,,,
TXT8843,87.0,673.0,,,
TXT8844,90.0,761.0,,,
TXT8845,46.0,317.0,,,
TXT8846,105.0,815.0,,,
TXT8847,102.0,841.0,,,
TXT8848,77.0,727.0,,,
TXT8849,104.0,780.0,,,
TXT8850,93.0,848.0,,,
TXT8851,99.0,907.0,,,
TXT8852,79.0,646.0,,,
TXT8853,54.0,576.0,,,
TXT8854,68.0,576.0,,,
TXT8855,123.0,848.0,,,
TXT8856,77.0,551.0,,,
TXT8857,102.0,722.0,,,
TXT8858,99.0,948.0,,,
TXT8859,69.0,619.0,,,
TXT8860,107.0,755.0,,,
TXT8861,71.0,590.0,,,
TXT8862,81.0,655.0,,,
TXT8863,63.0,602.0,,,
TXT8864,80.0,667.0,,,
TXT8865,90.0,765.0,,,
TXT8866,85.0,708.0,,,
TXT8867,70.0,694.0,,,
TXT8868,85.0,802.0,,,
TXT8869,95.0,742.0,,,
TXT8870,113.0,1055.0,,,
TXT8871,69.0,603.0,,,
TXT8872,89.0,699.0,,,
TXT8873,75.0,713.0,,,
TXT8874,112.0,879.0,,,
TXT8875,70.0,607.0,,,
TXT8876,45.0,329.0,,,
TXT8877,85.0,693.0,,,
TXT8878,121.0,925.0,,,
TXT8879,80.0,697.0,,,
TXT8880,83.0,569.0,,,
TXT8881,38.0,365.0,,,
TXT8882,77.0,757.0,,,
TXT8883,78.0,667.0,,,
TXT8884,98.0,883.0,,,
TXT8885,89.0,794.0,,,
TXT8886,92.0,756.0,,,
TXT8887,72.0,606.0,,,
TXT8888,80.0,852.0,,,
TXT8889,88.0,572.0,,,
TXT8890,82.0,668.0,,,
TXT8891,74.0,530.0,,,
TXT8892,80.0,483.0,,,
TXT8893,85.0,662.0,,,
TXT8894,88.0,631.0,,,
TXT8895,65.0,609.0,,,
TXT8896,85.0,627.0,,,
TXT8897,68.0,592.0,,,
TXT8898,101.0,885.0,,,
TXT8899,110.0,603.0,,,
TXT8900,88.0,747.0,,,
TXT8901,91.0,740.0,,,
TXT8902,95.0,826.0,,,
TXT8903,53.0,386.0,,,
TXT8904,123.0,736.0,,,
TXT8905,94.0,737.0,,,
TXT8906,66.0,384.0,,,
TXT8907,114.0,765.0,,,
TXT8908,12.0,211.0,,,
TXT8909,86.0,693.0,,,
TXT8910,88.0,758.0,,,
TXT8911,62.0,585.0,,,
TXT8912,27.0,154.0,,,
TXT8913,79.0,572.0,,,
TXT8914,67.0,598.0,,,
TXT8915,64.0,569.0,,,
TXT8916,45.0,351.0,,,
TXT8917,39.0,313.0,,,
TXT8918,64.0,585.0,,,
TXT8919,87.0,777.0,,,
TXT8920,78.0,613.0,,,
TXT8921,17.0,98.0,,,
TXT8922,68.0,573.0,,,
TXT8923,38.0,386.0,,,
TXT8924,88.0,718.0,,,
TXT8925,93.0,789.0,,,
TXT8926,76.0,496.0,,,
TXT8927,71.0,587.0,,,
TXT8928,22.0,154.0,,,
TXT8929,51.0,438.0,,,
TXT8930,34.0,281.0,,,
TXT8931,48.0,298.0,,,
TXT8932,30.0,255.0,,,
TXT8933,25.0,260.0,,,
TXT8934,26.0,153.0,,,
TXT8935,74.0,469.0,,,
TXT8936,20.0,185.0,,,
TXT8937,31.0,163.0,,,
TXT8938,19.0,182.0,,,
TXT8939,21.0,147.0,,,
TXT8940,17.0,164.0,,,
TXT8941,90.0,795.0,,,
TXT8942,83.0,1154.0,,,
TXT8943,52.0,413.0,,,
TXT8944,63.0,523.0,,,
TXT8945,67.0,636.0,,,
TXT8946,49.0,421.0,,,
TXT8947,81.0,688.0,,,
TXT8948,49.0,478.0,,,
TXT8949,55.0,586.0,,,
TXT8950,33.0,350.0,,,
TXT8951,33.0,316.0,,,
TXT8952,52.0,672.0,,,
TXT8953,44.0,516.0,,,
TXT8954,60.0,502.0,,,
TXT8955,68.0,646.0,,,
TXT8956,53.0,507.0,,,
TXT8957,73.0,759.0,,,
TXT8958,54.0,601.0,,,
TXT8959,50.0,628.0,,,
TXT8960,49.0,557.0,,,
TXT8961,50.0,527.0,,,
TXT8962,50.0,413.0,,,
TXT8963,65.0,637.0,,,
TXT8964,78.0,574.0,,,
TXT8965,66.0,618.0,,,
TXT8966,41.0,293.0,,,
TXT8967,55.0,669.0,,,
TXT8968,62.0,503.0,,,
TXT8969,63.0,534.0,,,
TXT8970,82.0,610.0,,,
TXT8971,60.0,557.0,,,
TXT8972,56.0,496.0,,,
TXT8973,35.0,397.0,,,
TXT8974,29.0,309.0,,,
TXT8975,65.0,430.0,,,
TXT8976,64.0,592.0,,,
TXT8977,49.0,548.0,,,
TXT8978,37.0,296.0,,,
TXT8979,41.0,381.0,,,
TXT8980,34.0,413.0,,,
TXT8981,73.0,638.0,,,
TXT8982,52.0,425.0,,,
TXT8983,74.0,757.0,,,
TXT8984,51.0,425.0,,,
TXT8985,48.0,488.0,,,
TXT8986,48.0,363.0,,,
TXT8987,80.0,574.0,,,
TXT8988,64.0,407.0,,,
TXT8989,95.0,765.0,,,
TXT8990,71.0,471.0,,,
TXT8991,42.0,296.0,,,
TXT8992,51.0,412.0,,,
TXT8993,34.0,285.0,,,
TXT8994,23.0,247.0,,,
TXT8995,57.0,527.0,,,
TXT8996,24.0,238.0,,,
TXT8997,44.0,305.0,,,
TXT8998,34.0,273.0,,,
TXT8999,21.0,276.0,,,
TXT9000,34.0,393.0,,,
TXT9001,26.0,260.0,,,
TXT9002,50.0,395.0,,,
TXT9003,45.0,472.0,,,
TXT9004,56.0,542.0,,,
TXT9005,31.0,294.0,,,
TXT9006,57.0,426.0,,,
TXT9007,47.0,428.0,,,
TXT9008,46.0,412.0,,,
TXT9009,62.0,399.0,,,
TXT9010,81.0,775.0,,,
TXT9011,58.0,592.0,,,
TXT9012,50.0,469.0,,,
TXT9013,18.0,182.0,,,
TXT9014,44.0,397.0,,,
TXT9015,88.0,626.0,,,
TXT9016,34.0,312.0,,,
TXT9017,52.0,379.0,,,
TXT9018,47.0,358.0,,,
TXT9019,18.0,166.0,,,
TXT9020,49.0,361.0,,,
TXT9021,39.0,271.0,,,
TXT9022,21.0,279.0,,,
TXT9023,54.0,669.0,,,
TXT9024,75.0,436.0,,,
TXT9025,21.0,177.0,,,
TXT9026,38.0,341.0,,,
TXT9027,32.0,280.0,,,
TXT9028,48.0,370.0,,,
TXT9029,31.0,331.0,,,
TXT9030,47.0,402.0,,,
TXT9031,28.0,254.0,,,
TXT9032,41.0,353.0,,,
TXT9033,16.0,167.0,,,
TXT9034,35.0,315.0,,,
TXT9035,30.0,307.0,,,
TXT9036,25.0,125.0,,,
TXT9037,66.0,569.0,,,
TXT9038,19.0,165.0,,,
TXT9039,101.0,729.0,,,
TXT9040,44.0,494.0,,,
TXT9041,29.0,247.0,,,
TXT9042,63.0,575.0,,,
TXT9043,107.0,821.0,,,
TXT9044,65.0,543.0,,,
TXT9045,57.0,475.0,,,
TXT9046,48.0,494.0,,,
TXT9047,51.0,390.0,,,
TXT9048,53.0,456.0,,,
TXT9049,44.0,378.0,,,
TXT9050,26.0,177.0,,,
TXT9051,25.0,204.0,,,
TXT9052,52.0,623.0,,,
TXT9053,36.0,254.0,,,
TXT9054,63.0,456.0,,,
TXT9055,14.0,116.0,,,
TXT9056,62.0,478.0,,,
TXT9057,83.0,797.0,,,
TXT9058,77.0,563.0,,,
TXT9059,24.0,190.0,,,
TXT9060,33.0,165.0,,,
TXT9061,42.0,353.0,,,
TXT9062,37.0,331.0,,,
TXT9063,31.0,213.0,,,
TXT9064,44.0,405.0,,,
TXT9065,46.0,559.0,,,
TXT9066,18.0,155.0,,,
TXT9067,29.0,253.0,,,
TXT9068,27.0,200.0,,,
TXT9069,22.0,167.0,,,
TXT9070,38.0,346.0,,,
TXT9071,25.0,257.0,,,
TXT9072,62.0,487.0,,,
TXT9073,44.0,288.0,,,
TXT9074,60.0,574.0,,,
TXT9075,66.0,569.0,,,
TXT9076,50.0,445.0,,,
TXT9077,89.0,725.0,,,
TXT9078,88.0,754.0,,,
TXT9079,76.0,644.0,,,
TXT9080,91.0,808.0,,,
TXT9081,94.0,647.0,,,
TXT9082,101.0,841.0,,,
TXT9083,82.0,742.0,,,
TXT9084,60.0,542.0,,,
TXT9085,72.0,664.0,,,
TXT9086,78.0,613.0,,,
TXT9087,60.0,576.0,,,
TXT9088,73.0,691.0,,,
TXT9089,111.0,783.0,,,
TXT9090,86.0,700.0,,,
TXT9091,95.0,822.0,,,
TXT9092,111.0,945.0,,,
TXT9093,116.0,893.0,,,
TXT9094,72.0,649.0,,,
TXT9095,81.0,832.0,,,
TXT9096,61.0,471.0,,,
TXT9097,106.0,929.0,,,
TXT9098,40.0,360.0,,,
TXT9099,61.0,483.0,,,
TXT9100,63.0,518.0,,,
TXT9101,84.0,637.0,,,
TXT9102,74.0,715.0,,,
TXT9103,76.0,610.0,,,
TXT9104,99.0,1113.0,,,
TXT9105,100.0,847.0,,,
TXT9106,98.0,671.0,,,
TXT9107,63.0,489.0,,,
TXT9108,128.0,1115.0,,,
TXT9109,82.0,828.0,,,
TXT9110,95.0,737.0,,,
TXT9111,56.0,394.0,,,
TXT9112,108.0,849.0,,,
TXT9113,102.0,694.0,,,
TXT9114,36.0,354.0,,,
TXT9115,25.0,251.0,,,
TXT9116,95.0,744.0,,,
TXT9117,100.0,862.0,,,
TXT9118,95.0,896.0,,,
TXT9119,82.0,804.0,,,
TXT9120,123.0,755.0,,,
TXT9121,87.0,703.0,,,
TXT9122,68.0,415.0,,,
TXT9123,79.0,709.0,,,
TXT9124,71.0,728.0,,,
TXT9125,83.0,715.0,,,
TXT9126,104.0,957.0,,,
TXT9127,8.0,136.0,,,
TXT9128,101.0,853.0,,,
TXT9129,98.0,624.0,,,
TXT9130,33.0,260.0,,,
TXT9131,28.0,239.0,,,
TXT9132,103.0,871.0,,,
TXT9133,46.0,380.0,,,
TXT9134,101.0,754.0,,,
TXT9135,11.0,24.0,,,
TXT9136,6.0,64.0,,,
TXT9137,1.0,5.0,,,
TXT9138,1.0,3.0,,,
TXT9139,57.0,475.0,,,
TXT9140,5.0,67.0,,,
TXT9141,1.0,8.0,,,
TXT9142,114.0,725.0,,,
TXT9143,47.0,404.0,,,
TXT9144,61.0,498.0,,,
TXT9145,91.0,858.0,,,
TXT9146,56.0,413.0,,,
TXT9147,91.0,777.0,,,
TXT9148,46.0,414.0,,,
TXT9149,57.0,435.0,,,
TXT9150,50.0,446.0,,,
TXT9151,78.0,601.0,,,
TXT9152,58.0,599.0,,,
TXT9153,79.0,659.0,,,
TXT9154,63.0,420.0,,,
TXT9155,83.0,532.0,,,
TXT9156,58.0,556.0,,,
TXT9157,67.0,537.0,,,
TXT9158,102.0,849.0,,,
TXT9159,62.0,622.0,,,
TXT9160,76.0,514.0,,,
TXT9161,60.0,502.0,,,
TXT9162,31.0,272.0,,,
TXT9163,55.0,426.0,,,
TXT9164,76.0,632.0,,,
TXT9165,64.0,456.0,,,
TXT9166,55.0,427.0,,,
TXT9167,69.0,609.0,,,
TXT9168,72.0,566.0,,,
TXT9169,65.0,485.0,,,
TXT9170,50.0,456.0,,,
TXT9171,73.0,580.0,,,
TXT9172,77.0,513.0,,,
TXT9173,9.0,426.0,,,
TXT9174,60.0,448.0,,,
TXT9175,15.0,137.0,,,
TXT9176,15.0,580.0,,,
TXT9177,134.0,1130.0,,,
TXT9178,90.0,562.0,,,
TXT9179,28.0,415.0,,,
TXT9180,54.0,465.0,,,
TXT9181,5.0,370.0,,,
TXT9182,15.0,432.0,,,
TXT9183,48.0,369.0,,,
TXT9184,11.0,415.0,,,
TXT9185,90.0,698.0,,,
TXT9186,24.0,542.0,,,
TXT9187,53.0,697.0,,,
TXT9188,6.0,346.0,,,
TXT9189,20.0,519.0,,,
TXT9190,34.0,290.0,,,
TXT9191,84.0,706.0,,,
TXT9192,27.0,609.0,,,
TXT9193,9.0,638.0,,,
TXT9194,59.0,844.0,,,
TXT9195,57.0,468.0,,,
TXT9196,10.0,481.0,,,
TXT9197,6.0,379.0,,,
TXT9198,10.0,345.0,,,
TXT9199,80.0,774.0,,,
TXT9200,53.0,393.0,,,
TXT9201,71.0,527.0,,,
TXT9202,63.0,420.0,,,
TXT9203,52.0,705.0,,,
TXT9204,50.0,401.0,,,
TXT9205,22.0,641.0,,,
TXT9206,54.0,764.0,,,
TXT9207,16.0,339.0,,,
TXT9208,31.0,227.0,,,
TXT9209,7.0,245.0,,,
TXT9210,16.0,649.0,,,
TXT9211,26.0,472.0,,,
TXT9212,62.0,466.0,,,
TXT9213,40.0,625.0,,,
TXT9214,43.0,327.0,,,
TXT9215,89.0,577.0,,,
TXT9216,60.0,488.0,,,
TXT9217,32.0,221.0,,,
TXT9218,70.0,618.0,,,
TXT9219,98.0,811.0,,,
TXT9220,73.0,736.0,,,
TXT9221,66.0,491.0,,,
TXT9222,86.0,586.0,,,
TXT9223,75.0,662.0,,,
TXT9224,68.0,675.0,,,
TXT9225,64.0,407.0,,,
TXT9226,119.0,1048.0,,,
TXT9227,53.0,543.0,,,
TXT9228,87.0,640.0,,,
TXT9229,60.0,398.0,,,
TXT9230,151.0,894.0,,,
TXT9231,73.0,568.0,,,
TXT9232,68.0,382.0,,,
TXT9233,57.0,370.0,,,
TXT9234,57.0,549.0,,,
TXT9235,50.0,501.0,,,
TXT9236,78.0,477.0,,,
TXT9237,56.0,603.0,,,
TXT9238,74.0,460.0,,,
TXT9239,53.0,390.0,,,
TXT9240,83.0,664.0,,,
TXT9241,73.0,620.0,,,
TXT9242,67.0,428.0,,,
TXT9243,65.0,438.0,,,
TXT9244,84.0,711.0,,,
TXT9245,55.0,398.0,,,
TXT9246,42.0,340.0,,,
TXT9247,57.0,477.0,,,
TXT9248,58.0,432.0,,,
TXT9249,52.0,326.0,,,
TXT9250,60.0,490.0,,,
TXT9251,70.0,473.0,,,
TXT9252,49.0,355.0,,,
TXT9253,67.0,464.0,,,
TXT9254,64.0,443.0,,,
TXT9255,90.0,715.0,,,
TXT9256,37.0,412.0,,,
TXT9257,89.0,588.0,,,
TXT9258,90.0,491.0,,,
TXT9259,65.0,508.0,,,
TXT9260,71.0,621.0,,,
TXT9261,76.0,475.0,,,
TXT9262,46.0,374.0,,,
TXT9263,57.0,550.0,,,
TXT9264,60.0,454.0,,,
TXT9265,53.0,470.0,,,
TXT9266,58.0,602.0,,,
TXT9267,52.0,484.0,,,
