TextCodePK,n_sentences,n_tokens,Is_Explicit,N_Swear_Words_IT,N_Swear_Words_EN
TXT2130,62.0,532.0,,,
TXT2131,87.0,682.0,,,
TXT2132,85.0,783.0,,,
TXT2133,79.0,530.0,,,
TXT2134,103.0,809.0,,,
TXT2135,163.0,1078.0,,,
TXT2136,66.0,456.0,,,
TXT2137,105.0,737.0,,,
TXT2138,86.0,557.0,,,
TXT2139,64.0,425.0,,,
TXT2140,78.0,665.0,,,
TXT2141,51.0,434.0,,,
TXT2142,95.0,535.0,,,
TXT2143,86.0,581.0,,,
TXT2144,36.0,357.0,,,
TXT2145,89.0,643.0,,,
TXT2146,82.0,701.0,,,
TXT2147,84.0,600.0,,,
TXT2148,83.0,614.0,,,
TXT2149,83.0,616.0,,,
TXT2150,93.0,729.0,,,
TXT2151,77.0,527.0,,,
TXT2152,87.0,653.0,,,
TXT2153,82.0,525.0,,,
TXT2154,63.0,483.0,,,
TXT2155,79.0,684.0,,,
TXT2156,90.0,525.0,,,
TXT2157,75.0,659.0,,,
TXT2158,68.0,295.0,,,
TXT2159,64.0,524.0,,,
TXT2160,45.0,320.0,,,
TXT2161,76.0,527.0,,,
TXT2162,68.0,558.0,,,
TXT2163,86.0,357.0,,,
TXT2164,77.0,610.0,,,
TXT2165,67.0,449.0,,,
TXT2166,134.0,955.0,,,
TXT2167,91.0,658.0,,,
TXT2168,90.0,823.0,,,
TXT2169,60.0,338.0,,,
TXT2170,49.0,375.0,,,
TXT2171,65.0,378.0,,,
TXT2172,54.0,482.0,,,
TXT2173,129.0,808.0,,,
TXT2174,66.0,936.0,,,
TXT2175,56.0,597.0,,,
TXT2176,76.0,768.0,,,
TXT2177,86.0,500.0,,,
TXT2178,54.0,397.0,,,
TXT2179,72.0,596.0,,,
TXT2180,81.0,768.0,,,
TXT2181,89.0,601.0,,,
TXT2182,60.0,463.0,,,
TXT2183,43.0,316.0,,,
TXT2184,56.0,400.0,,,
TXT2185,83.0,727.0,,,
TXT2186,76.0,512.0,,,
TXT2187,81.0,605.0,,,
TXT2188,102.0,808.0,,,
TXT2189,46.0,322.0,,,
TXT2190,75.0,542.0,,,
TXT2191,65.0,509.0,,,
TXT2192,59.0,447.0,,,
TXT2193,50.0,351.0,,,
TXT2194,95.0,502.0,,,
TXT2195,84.0,567.0,,,
TXT2196,61.0,487.0,,,
TXT2197,164.0,1245.0,,,
TXT2198,51.0,343.0,,,
TXT2199,84.0,632.0,,,
TXT2200,94.0,677.0,,,
TXT2201,76.0,504.0,,,
TXT2202,101.0,809.0,,,
TXT2203,80.0,588.0,,,
TXT2204,77.0,543.0,,,
TXT2205,86.0,535.0,,,
TXT2206,88.0,668.0,,,
TXT2207,88.0,912.0,,,
TXT2208,78.0,621.0,,,
TXT2209,77.0,604.0,,,
TXT2210,66.0,423.0,,,
TXT2211,45.0,346.0,,,
TXT2212,91.0,640.0,,,
TXT2213,56.0,447.0,,,
TXT2214,60.0,543.0,,,
TXT2215,1.0,6.0,,,
TXT2216,61.0,491.0,,,
TXT2217,20.0,252.0,,,
TXT2218,64.0,551.0,,,
TXT2219,80.0,504.0,,,
TXT2220,84.0,379.0,,,
TXT2221,78.0,607.0,,,
TXT2222,139.0,1198.0,,,
TXT2223,47.0,215.0,,,
TXT2224,68.0,478.0,,,
TXT2225,60.0,476.0,,,
TXT2226,87.0,678.0,,,
TXT2227,55.0,405.0,,,
TXT2228,72.0,654.0,,,
TXT2229,71.0,609.0,,,
TXT2230,55.0,452.0,,,
TXT2231,20.0,178.0,,,
TXT2232,24.0,200.0,,,
TXT2233,71.0,564.0,,,
TXT2234,41.0,349.0,,,
TXT2235,52.0,391.0,,,
TXT2236,28.0,205.0,,,
TXT2237,61.0,559.0,,,
TXT2238,64.0,538.0,,,
TXT2239,66.0,504.0,,,
TXT2240,64.0,521.0,,,
TXT2241,42.0,331.0,,,
TXT2242,72.0,543.0,,,
TXT2243,11.0,213.0,,,
TXT2244,56.0,404.0,,,
TXT2245,25.0,163.0,,,
TXT2246,57.0,415.0,,,
TXT2247,128.0,1069.0,,,
TXT2248,63.0,583.0,,,
TXT2249,46.0,330.0,,,
TXT2250,56.0,581.0,,,
TXT2251,12.0,46.0,,,
TXT2252,54.0,382.0,,,
TXT2253,42.0,359.0,,,
TXT2254,37.0,307.0,,,
TXT2255,47.0,436.0,,,
TXT2256,52.0,419.0,,,
TXT2257,40.0,308.0,,,
TXT2258,64.0,487.0,,,
TXT2259,46.0,322.0,,,
TXT2260,57.0,445.0,,,
TXT2261,64.0,485.0,,,
TXT2262,46.0,434.0,,,
TXT2263,59.0,430.0,,,
TXT2264,60.0,448.0,,,
TXT2265,69.0,732.0,,,
TXT2266,78.0,678.0,,,
TXT2267,90.0,955.0,,,
TXT2268,73.0,695.0,,,
TXT2269,64.0,434.0,,,
TXT2270,100.0,1186.0,,,
TXT2271,64.0,643.0,,,
TXT2272,59.0,469.0,,,
TXT2273,68.0,742.0,,,
TXT2274,40.0,421.0,,,
TXT2275,76.0,765.0,,,
TXT2276,100.0,855.0,,,
TXT2277,82.0,801.0,,,
TXT2278,53.0,461.0,,,
TXT2279,55.0,496.0,,,
TXT2280,50.0,384.0,,,
TXT2281,72.0,548.0,,,
TXT2282,58.0,413.0,,,
TXT2283,49.0,357.0,,,
TXT2284,55.0,528.0,,,
TXT2285,73.0,606.0,,,
TXT2286,61.0,497.0,,,
TXT2287,76.0,639.0,,,
TXT2288,73.0,525.0,,,
TXT2289,56.0,544.0,,,
TXT2290,69.0,553.0,,,
TXT2291,83.0,680.0,,,
TXT2292,67.0,565.0,,,
TXT2293,61.0,503.0,,,
TXT2294,77.0,646.0,,,
TXT2295,94.0,572.0,,,
TXT2296,79.0,658.0,,,
TXT2297,59.0,554.0,,,
TXT2298,105.0,899.0,,,
TXT2299,77.0,522.0,,,
TXT2300,62.0,605.0,,,
TXT2301,61.0,542.0,,,
TXT2302,58.0,418.0,,,
TXT2303,32.0,295.0,,,
TXT2304,49.0,487.0,,,
TXT2305,60.0,640.0,,,
TXT2306,55.0,534.0,,,
TXT2307,56.0,341.0,,,
TXT2308,45.0,433.0,,,
TXT2309,69.0,521.0,,,
TXT2310,62.0,438.0,,,
TXT2311,70.0,507.0,,,
TXT2312,108.0,931.0,,,
TXT2313,44.0,412.0,,,
TXT2314,55.0,425.0,,,
TXT2315,44.0,421.0,,,
TXT2316,72.0,514.0,,,
TXT2317,111.0,945.0,,,
TXT2318,49.0,426.0,,,
TXT2319,76.0,522.0,,,
TXT2320,48.0,459.0,,,
TXT2321,52.0,367.0,,,
TXT2322,52.0,495.0,,,
TXT2323,70.0,551.0,,,
TXT2324,78.0,691.0,,,
TXT2325,12.0,115.0,,,
TXT2326,102.0,807.0,,,
TXT2327,47.0,658.0,,,
TXT2328,68.0,513.0,,,
TXT2329,52.0,503.0,,,
TXT2330,65.0,516.0,,,
TXT2331,93.0,768.0,,,
TXT2332,56.0,539.0,,,
TXT2333,62.0,556.0,,,
TXT2334,83.0,582.0,,,
TXT2335,43.0,397.0,,,
TXT2336,61.0,424.0,,,
TXT2337,92.0,969.0,,,
TXT2338,54.0,559.0,,,
TXT2339,52.0,598.0,,,
TXT2340,51.0,509.0,,,
TXT2341,49.0,464.0,,,
TXT2342,89.0,656.0,,,
TXT2343,73.0,560.0,,,
TXT2344,105.0,591.0,,,
TXT2345,65.0,429.0,,,
TXT2346,60.0,465.0,,,
TXT2347,79.0,773.0,,,
TXT2348,51.0,483.0,,,
TXT2349,55.0,386.0,,,
TXT2350,73.0,514.0,,,
TXT2351,43.0,357.0,,,
TXT2352,73.0,688.0,,,
TXT2353,33.0,293.0,,,
TXT2354,53.0,476.0,,,
TXT2355,60.0,542.0,,,
TXT2356,63.0,489.0,,,
TXT2357,85.0,584.0,,,
TXT2358,63.0,453.0,,,
TXT2359,68.0,583.0,,,
TXT2360,14.0,546.0,,,
TXT2361,13.0,456.0,,,
TXT2362,63.0,628.0,,,
TXT2363,61.0,519.0,,,
TXT2364,62.0,533.0,,,
TXT2365,53.0,354.0,,,
TXT2366,26.0,307.0,,,
TXT2367,53.0,374.0,,,
TXT2368,53.0,333.0,,,
TXT2369,48.0,360.0,,,
TXT2370,70.0,591.0,,,
TXT2371,58.0,549.0,,,
TXT2372,50.0,335.0,,,
TXT2373,59.0,417.0,,,
TXT2374,42.0,470.0,,,
TXT2375,84.0,615.0,,,
TXT2376,61.0,606.0,,,
TXT2377,55.0,415.0,,,
TXT2378,41.0,390.0,,,
TXT2379,46.0,560.0,,,
TXT2380,90.0,534.0,,,
TXT2381,36.0,270.0,,,
TXT2382,83.0,651.0,,,
TXT2383,75.0,628.0,,,
TXT2384,109.0,670.0,,,
TXT2385,66.0,574.0,,,
TXT2386,74.0,462.0,,,
TXT2387,52.0,473.0,,,
TXT2388,41.0,402.0,,,
TXT2389,83.0,799.0,,,
TXT2390,46.0,402.0,,,
TXT2391,21.0,200.0,,,
TXT2392,22.0,191.0,,,
TXT2393,44.0,402.0,,,
TXT2394,65.0,546.0,,,
TXT2395,54.0,472.0,,,
TXT2396,17.0,144.0,,,
TXT2397,62.0,669.0,,,
TXT2398,55.0,505.0,,,
TXT2399,50.0,519.0,,,
TXT2400,204.0,1759.0,,,
TXT2401,75.0,408.0,,,
TXT2402,88.0,741.0,,,
TXT2403,103.0,680.0,,,
TXT2404,97.0,680.0,,,
TXT2405,72.0,547.0,,,
TXT2406,88.0,575.0,,,
TXT2407,108.0,1044.0,,,
TXT2408,100.0,853.0,,,
TXT2409,33.0,236.0,,,
TXT2410,38.0,329.0,,,
TXT2411,32.0,312.0,,,
TXT2412,64.0,638.0,,,
TXT2413,61.0,548.0,,,
TXT2414,67.0,511.0,,,
TXT2415,70.0,693.0,,,
TXT2416,106.0,994.0,,,
TXT2417,62.0,540.0,,,
TXT2418,50.0,503.0,,,
TXT2419,87.0,594.0,,,
TXT2420,76.0,729.0,,,
TXT2421,69.0,687.0,,,
TXT2422,47.0,473.0,,,
TXT2423,58.0,497.0,,,
TXT2424,81.0,604.0,,,
TXT2425,79.0,697.0,,,
TXT2426,94.0,660.0,,,
TXT2427,77.0,613.0,,,
TXT2428,24.0,149.0,,,
TXT2429,57.0,559.0,,,
TXT2430,51.0,505.0,,,
TXT2431,60.0,512.0,,,
TXT2432,57.0,454.0,,,
TXT2433,62.0,516.0,,,
TXT2434,74.0,698.0,,,
TXT2435,67.0,585.0,,,
TXT2436,32.0,314.0,,,
TXT2437,55.0,581.0,,,
TXT2438,70.0,538.0,,,
TXT2439,62.0,563.0,,,
TXT2440,52.0,444.0,,,
TXT2441,70.0,700.0,,,
TXT2442,63.0,504.0,,,
TXT2443,84.0,712.0,,,
TXT2444,66.0,607.0,,,
TXT2445,56.0,542.0,,,
TXT2446,45.0,422.0,,,
TXT2447,55.0,465.0,,,
TXT2448,64.0,525.0,,,
TXT2449,55.0,500.0,,,
TXT2450,77.0,594.0,,,
TXT2451,137.0,1256.0,,,
TXT2452,63.0,519.0,,,
TXT2453,93.0,898.0,,,
TXT2454,66.0,577.0,,,
TXT2455,30.0,278.0,,,
TXT2456,78.0,712.0,,,
TXT2457,70.0,647.0,,,
TXT2458,66.0,592.0,,,
TXT2459,75.0,627.0,,,
TXT2460,73.0,578.0,,,
TXT2461,77.0,509.0,,,
TXT2462,63.0,580.0,,,
TXT2463,98.0,798.0,,,
TXT2464,68.0,766.0,,,
TXT2465,47.0,324.0,,,
TXT2466,25.0,233.0,,,
TXT2467,59.0,519.0,,,
TXT2468,38.0,377.0,,,
TXT2469,54.0,503.0,,,
TXT2470,73.0,649.0,,,
TXT2471,60.0,468.0,,,
TXT2472,43.0,531.0,,,
TXT2473,82.0,721.0,,,
TXT2474,48.0,308.0,,,
TXT2475,59.0,519.0,,,
TXT2476,76.0,590.0,,,
TXT2477,22.0,211.0,,,
TXT2478,80.0,632.0,,,
TXT2479,62.0,413.0,,,
TXT2480,32.0,292.0,,,
TXT2481,20.0,219.0,,,
TXT2482,35.0,302.0,,,
TXT2483,19.0,132.0,,,
TXT2484,69.0,636.0,,,
TXT2485,61.0,546.0,,,
TXT2486,68.0,602.0,,,
TXT2487,29.0,269.0,,,
TXT2488,69.0,533.0,,,
TXT2489,22.0,172.0,,,
TXT2490,62.0,576.0,,,
TXT2491,64.0,531.0,,,
TXT2492,57.0,426.0,,,
TXT2493,64.0,618.0,,,
TXT2494,41.0,385.0,,,
TXT2495,92.0,598.0,,,
TXT2496,55.0,429.0,,,
TXT2497,68.0,599.0,,,
TXT2498,52.0,447.0,,,
TXT2499,45.0,371.0,,,
TXT2500,56.0,396.0,,,
TXT2501,50.0,434.0,,,
TXT2502,86.0,715.0,,,
TXT2503,67.0,620.0,,,
TXT2504,53.0,395.0,,,
TXT2505,109.0,854.0,,,
TXT2506,5.0,27.0,,,
TXT2507,12.0,133.0,,,
TXT2508,16.0,107.0,,,
TXT2509,78.0,702.0,,,
TXT2510,64.0,560.0,,,
TXT2511,77.0,670.0,,,
TXT2512,91.0,745.0,,,
TXT2513,69.0,630.0,,,
TXT2514,61.0,540.0,,,
TXT2515,73.0,702.0,,,
TXT2516,67.0,589.0,,,
TXT2517,76.0,682.0,,,
TXT2518,93.0,1337.0,,,
TXT2519,71.0,641.0,,,
TXT2520,67.0,439.0,,,
TXT2521,59.0,569.0,,,
TXT2522,67.0,517.0,,,
TXT2523,89.0,948.0,,,
TXT2524,98.0,517.0,,,
TXT2525,41.0,329.0,,,
TXT2526,51.0,427.0,,,
TXT2527,67.0,621.0,,,
TXT2528,61.0,638.0,,,
TXT2529,41.0,452.0,,,
TXT2530,111.0,1070.0,,,
TXT2531,104.0,662.0,,,
TXT2532,50.0,298.0,,,
TXT2533,50.0,355.0,,,
TXT2534,98.0,798.0,,,
TXT2535,64.0,598.0,,,
TXT2536,87.0,647.0,,,
TXT2537,71.0,493.0,,,
TXT2538,75.0,635.0,,,
TXT2539,92.0,1020.0,,,
TXT2540,52.0,442.0,,,
TXT2541,56.0,418.0,,,
TXT2542,139.0,1053.0,,,
TXT2543,78.0,848.0,,,
TXT2544,44.0,376.0,,,
TXT2545,17.0,154.0,,,
TXT2546,47.0,411.0,,,
TXT2547,80.0,557.0,,,
TXT2548,83.0,692.0,,,
TXT2549,64.0,381.0,,,
TXT2550,114.0,1018.0,,,
TXT2551,71.0,664.0,,,
TXT2552,51.0,360.0,,,
TXT2553,81.0,756.0,,,
TXT2554,39.0,265.0,,,
TXT2555,96.0,864.0,,,
TXT2556,63.0,523.0,,,
TXT2557,136.0,1263.0,,,
TXT2558,72.0,426.0,,,
TXT2559,132.0,952.0,,,
TXT2560,68.0,637.0,,,
TXT2561,101.0,810.0,,,
TXT2562,97.0,747.0,,,
TXT2563,101.0,839.0,,,
TXT2564,57.0,495.0,,,
TXT2565,55.0,508.0,,,
TXT2566,56.0,651.0,,,
TXT2567,62.0,520.0,,,
TXT2568,121.0,1035.0,,,
TXT2569,107.0,918.0,,,
TXT2570,74.0,583.0,,,
TXT2571,113.0,925.0,,,
TXT2572,55.0,527.0,,,
TXT2573,78.0,618.0,,,
TXT2574,54.0,441.0,,,
TXT2575,64.0,590.0,,,
TXT2576,83.0,780.0,,,
TXT2577,60.0,567.0,,,
TXT2578,45.0,355.0,,,
TXT2579,91.0,741.0,,,
TXT2580,51.0,421.0,,,
TXT2581,79.0,699.0,,,
TXT2582,55.0,456.0,,,
TXT2583,21.0,137.0,,,
TXT2584,51.0,571.0,,,
TXT2585,64.0,650.0,,,
TXT2586,83.0,769.0,,,
TXT2587,59.0,485.0,,,
TXT2588,68.0,524.0,,,
TXT2589,71.0,506.0,,,
TXT2590,70.0,789.0,,,
TXT2591,81.0,707.0,,,
TXT2592,46.0,377.0,,,
TXT2593,80.0,713.0,,,
TXT2594,86.0,736.0,,,
TXT2595,66.0,493.0,,,
TXT2596,29.0,239.0,,,
TXT2597,87.0,776.0,,,
TXT2598,52.0,430.0,,,
TXT2599,81.0,599.0,,,
TXT2600,54.0,487.0,,,
TXT2601,65.0,493.0,,,
TXT2602,77.0,650.0,,,
TXT2603,53.0,382.0,,,
TXT2604,48.0,426.0,,,
TXT2605,65.0,585.0,,,
TXT2606,79.0,669.0,,,
TXT2607,69.0,584.0,,,
TXT2608,80.0,646.0,,,
TXT2609,92.0,704.0,,,
TXT2610,93.0,780.0,,,
TXT2611,75.0,578.0,,,
TXT2612,72.0,512.0,,,
TXT2613,101.0,1007.0,,,
TXT2614,37.0,287.0,,,
TXT2615,57.0,420.0,,,
TXT2616,43.0,341.0,,,
TXT2617,98.0,1064.0,,,
TXT2618,70.0,606.0,,,
TXT2619,70.0,575.0,,,
TXT2620,60.0,490.0,,,
TXT2621,53.0,428.0,,,
TXT2622,38.0,410.0,,,
TXT2623,44.0,493.0,,,
TXT2624,37.0,330.0,,,
TXT2625,76.0,555.0,,,
TXT2626,102.0,873.0,,,
TXT2627,15.0,116.0,,,
TXT2628,67.0,591.0,,,
TXT2629,54.0,430.0,,,
TXT2630,36.0,271.0,,,
TXT2631,85.0,550.0,,,
TXT2632,81.0,603.0,,,
TXT2633,43.0,329.0,,,
TXT2634,25.0,226.0,,,
TXT2635,64.0,567.0,,,
TXT2636,50.0,436.0,,,
TXT2637,74.0,471.0,,,
TXT2638,23.0,228.0,,,
TXT2639,30.0,239.0,,,
TXT2640,61.0,515.0,,,
TXT2641,96.0,754.0,,,
TXT2642,79.0,691.0,,,
TXT2643,38.0,311.0,,,
TXT2644,28.0,190.0,,,
TXT2645,36.0,244.0,,,
TXT2646,47.0,433.0,,,
TXT2647,100.0,786.0,,,
TXT2648,41.0,318.0,,,
TXT2649,90.0,520.0,,,
TXT2650,76.0,617.0,,,
TXT2651,57.0,677.0,,,
TXT2652,51.0,377.0,,,
TXT2653,18.0,171.0,,,
TXT2654,68.0,597.0,,,
TXT2655,50.0,441.0,,,
TXT2656,53.0,477.0,,,
TXT2657,55.0,489.0,,,
TXT2658,105.0,850.0,,,
TXT2659,36.0,235.0,,,
TXT2660,76.0,508.0,,,
TXT2661,20.0,158.0,,,
TXT2662,52.0,414.0,,,
TXT2663,51.0,418.0,,,
TXT2664,75.0,679.0,,,
TXT2665,51.0,418.0,,,
TXT2666,104.0,912.0,,,
TXT2667,84.0,652.0,,,
TXT2668,2.0,4.0,,,
TXT2669,15.0,133.0,,,
TXT2670,92.0,752.0,,,
TXT2671,62.0,509.0,,,
TXT2672,57.0,539.0,,,
TXT2673,56.0,510.0,,,
TXT2674,55.0,393.0,,,
TXT2675,68.0,408.0,,,
TXT2676,10.0,61.0,,,
TXT2677,72.0,312.0,,,
TXT2678,87.0,709.0,,,
TXT2679,61.0,573.0,,,
TXT2680,107.0,650.0,,,
TXT2681,103.0,723.0,,,
TXT2682,99.0,475.0,,,
TXT2683,21.0,216.0,,,
TXT2684,136.0,476.0,,,
TXT2685,172.0,666.0,,,
TXT2686,100.0,492.0,,,
TXT2687,109.0,455.0,,,
TXT2688,65.0,551.0,,,
TXT2689,151.0,613.0,,,
TXT2690,138.0,490.0,,,
TXT2691,84.0,386.0,,,
TXT2692,61.0,449.0,,,
TXT2693,62.0,556.0,,,
TXT2694,1.0,5.0,,,
TXT2695,70.0,573.0,,,
TXT2696,70.0,431.0,,,
TXT2697,105.0,1014.0,,,
TXT2698,47.0,425.0,,,
TXT2699,106.0,842.0,,,
TXT2700,52.0,540.0,,,
TXT2701,72.0,733.0,,,
TXT2702,53.0,561.0,,,
TXT2703,75.0,773.0,,,
TXT2704,73.0,608.0,,,
TXT2705,68.0,752.0,,,
TXT2706,90.0,911.0,,,
TXT2707,79.0,800.0,,,
TXT2708,55.0,372.0,,,
TXT2709,56.0,637.0,,,
TXT2710,44.0,417.0,,,
TXT2711,83.0,853.0,,,
TXT2712,58.0,592.0,,,
TXT2713,56.0,433.0,,,
TXT2714,51.0,525.0,,,
TXT2715,70.0,704.0,,,
TXT2716,79.0,528.0,,,
TXT2717,52.0,542.0,,,
TXT2718,96.0,738.0,,,
TXT2719,33.0,358.0,,,
TXT2720,55.0,630.0,,,
TXT2721,46.0,486.0,,,
TXT2722,53.0,487.0,,,
TXT2723,50.0,528.0,,,
TXT2724,53.0,600.0,,,
TXT2725,67.0,573.0,,,
TXT2726,88.0,719.0,,,
TXT2727,50.0,540.0,,,
TXT2728,55.0,525.0,,,
TXT2729,52.0,574.0,,,
TXT2730,39.0,399.0,,,
TXT2731,56.0,570.0,,,
TXT2732,31.0,264.0,,,
TXT2733,69.0,811.0,,,
TXT2734,63.0,637.0,,,
TXT2735,66.0,619.0,,,
TXT2736,57.0,572.0,,,
TXT2737,76.0,737.0,,,
TXT2738,53.0,423.0,,,
TXT2739,66.0,667.0,,,
TXT2740,77.0,529.0,,,
TXT2741,74.0,772.0,,,
TXT2742,38.0,347.0,,,
TXT2743,60.0,595.0,,,
TXT2744,63.0,450.0,,,
TXT2745,84.0,753.0,,,
TXT2746,67.0,355.0,,,
TXT2747,78.0,666.0,,,
TXT2748,73.0,463.0,,,
TXT2749,55.0,453.0,,,
TXT2750,64.0,491.0,,,
TXT2751,61.0,523.0,,,
TXT2752,83.0,719.0,,,
TXT2753,44.0,310.0,,,
TXT2754,70.0,773.0,,,
TXT2755,76.0,646.0,,,
TXT2756,72.0,646.0,,,
TXT2757,44.0,491.0,,,
TXT2758,46.0,402.0,,,
TXT2759,70.0,768.0,,,
TXT2760,47.0,464.0,,,
TXT2761,187.0,1253.0,,,
TXT2762,43.0,489.0,,,
TXT2763,43.0,392.0,,,
TXT2764,52.0,519.0,,,
TXT2765,59.0,412.0,,,
TXT2766,95.0,581.0,,,
TXT2767,49.0,311.0,,,
TXT2768,50.0,393.0,,,
TXT2769,62.0,404.0,,,
TXT2770,40.0,300.0,,,
TXT2771,41.0,285.0,,,
TXT2772,54.0,251.0,,,
TXT2773,49.0,243.0,,,
TXT2774,65.0,656.0,,,
TXT2775,42.0,310.0,,,
TXT2776,74.0,382.0,,,
TXT2777,38.0,360.0,,,
TXT2778,39.0,220.0,,,
TXT2779,67.0,336.0,,,
TXT2780,37.0,216.0,,,
TXT2781,68.0,402.0,,,
TXT2782,45.0,390.0,,,
TXT2783,38.0,285.0,,,
TXT2784,56.0,370.0,,,
TXT2785,41.0,281.0,,,
TXT2786,62.0,687.0,,,
TXT2787,42.0,430.0,,,
TXT2788,70.0,364.0,,,
TXT2789,51.0,444.0,,,
TXT2790,43.0,274.0,,,
TXT2791,39.0,381.0,,,
TXT2792,78.0,456.0,,,
TXT2793,96.0,408.0,,,
TXT2794,44.0,435.0,,,
TXT2795,63.0,572.0,,,
TXT2796,47.0,368.0,,,
TXT2797,47.0,356.0,,,
TXT2798,64.0,562.0,,,
TXT2799,63.0,488.0,,,
TXT2800,34.0,360.0,,,
TXT2801,58.0,625.0,,,
TXT2802,36.0,224.0,,,
TXT2803,51.0,293.0,,,
TXT2804,49.0,280.0,,,
TXT2805,45.0,299.0,,,
TXT2806,53.0,315.0,,,
TXT2807,66.0,587.0,,,
TXT2808,115.0,846.0,,,
TXT2809,76.0,585.0,,,
TXT2810,69.0,542.0,,,
TXT2811,125.0,931.0,,,
TXT2812,76.0,561.0,,,
TXT2813,94.0,578.0,,,
TXT2814,46.0,431.0,,,
TXT2815,116.0,801.0,,,
TXT2816,67.0,770.0,,,
TXT2817,65.0,466.0,,,
TXT2818,45.0,392.0,,,
TXT2819,93.0,808.0,,,
TXT2820,48.0,507.0,,,
TXT2821,40.0,403.0,,,
TXT2822,58.0,213.0,,,
TXT2823,71.0,578.0,,,
TXT2824,70.0,598.0,,,
TXT2825,84.0,491.0,,,
TXT2826,71.0,664.0,,,
TXT2827,106.0,791.0,,,
TXT2828,60.0,426.0,,,
TXT2829,50.0,370.0,,,
TXT2830,64.0,543.0,,,
TXT2831,80.0,763.0,,,
TXT2832,48.0,297.0,,,
TXT2833,52.0,472.0,,,
TXT2834,46.0,406.0,,,
TXT2835,74.0,315.0,,,
TXT2836,54.0,502.0,,,
TXT2837,41.0,371.0,,,
TXT2838,83.0,598.0,,,
TXT2839,51.0,525.0,,,
TXT2840,65.0,599.0,,,
TXT2841,51.0,496.0,,,
TXT2842,110.0,691.0,,,
TXT2843,38.0,358.0,,,
TXT2844,89.0,458.0,,,
TXT2845,106.0,776.0,,,
TXT2846,103.0,780.0,,,
TXT2847,83.0,629.0,,,
TXT2848,71.0,603.0,,,
TXT2849,61.0,539.0,,,
TXT2850,38.0,264.0,,,
TXT2851,61.0,588.0,,,
TXT2852,49.0,505.0,,,
TXT2853,41.0,428.0,,,
TXT2854,51.0,437.0,,,
TXT2855,62.0,549.0,,,
TXT2856,40.0,394.0,,,
TXT2857,45.0,425.0,,,
TXT2858,71.0,571.0,,,
TXT2859,57.0,500.0,,,
TXT2860,48.0,411.0,,,
TXT2861,45.0,481.0,,,
TXT2862,62.0,361.0,,,
TXT2863,74.0,622.0,,,
TXT2864,55.0,314.0,,,
TXT2865,54.0,508.0,,,
TXT2866,43.0,322.0,,,
TXT2867,51.0,592.0,,,
TXT2868,61.0,528.0,,,
TXT2869,66.0,602.0,,,
TXT2870,32.0,275.0,,,
TXT2871,57.0,420.0,,,
TXT2872,49.0,451.0,,,
TXT2873,57.0,442.0,,,
TXT2874,49.0,412.0,,,
TXT2875,109.0,708.0,,,
TXT2876,48.0,367.0,,,
TXT2877,45.0,353.0,,,
TXT2878,43.0,350.0,,,
TXT2879,48.0,449.0,,,
TXT2880,36.0,364.0,,,
TXT2881,52.0,414.0,,,
TXT2882,58.0,413.0,,,
TXT2883,77.0,650.0,,,
TXT2884,61.0,472.0,,,
TXT2885,84.0,682.0,,,
TXT2886,47.0,331.0,,,
TXT2887,39.0,451.0,,,
TXT2888,53.0,419.0,,,
TXT2889,52.0,489.0,,,
TXT2890,23.0,228.0,,,
TXT2891,26.0,257.0,,,
TXT2892,61.0,462.0,,,
TXT2893,48.0,414.0,,,
TXT2894,31.0,303.0,,,
TXT2895,43.0,365.0,,,
TXT2896,45.0,380.0,,,
TXT2897,51.0,389.0,,,
TXT2898,52.0,412.0,,,
TXT2899,57.0,368.0,,,
TXT2900,48.0,442.0,,,
TXT2901,50.0,596.0,,,
TXT2902,60.0,518.0,,,
TXT2903,75.0,478.0,,,
TXT2904,63.0,442.0,,,
TXT2905,45.0,413.0,,,
TXT2906,52.0,388.0,,,
TXT2907,43.0,344.0,,,
TXT2908,57.0,351.0,,,
TXT2909,61.0,431.0,,,
TXT2910,51.0,414.0,,,
TXT2911,67.0,525.0,,,
TXT2912,61.0,485.0,,,
TXT2913,47.0,283.0,,,
TXT2914,31.0,298.0,,,
TXT2915,43.0,398.0,,,
TXT2916,43.0,413.0,,,
TXT2917,44.0,340.0,,,
TXT2918,51.0,348.0,,,
TXT2919,39.0,256.0,,,
TXT2920,41.0,440.0,,,
TXT2921,33.0,243.0,,,
TXT2922,38.0,393.0,,,
TXT2923,59.0,406.0,,,
TXT2924,21.0,209.0,,,
TXT2925,60.0,401.0,,,
TXT2926,75.0,550.0,,,
TXT2927,44.0,215.0,,,
TXT2928,65.0,350.0,,,
TXT2929,40.0,247.0,,,
TXT2930,56.0,547.0,,,
TXT2931,50.0,338.0,,,
TXT2932,41.0,307.0,,,
TXT2933,48.0,306.0,,,
TXT2934,38.0,269.0,,,
TXT2935,56.0,511.0,,,
TXT2936,45.0,462.0,,,
TXT2937,54.0,284.0,,,
TXT2938,45.0,332.0,,,
TXT2939,54.0,365.0,,,
TXT2940,52.0,423.0,,,
TXT2941,36.0,267.0,,,
TXT2942,49.0,400.0,,,
TXT2943,66.0,485.0,,,
TXT2944,46.0,310.0,,,
TXT2945,41.0,345.0,,,
TXT2946,49.0,440.0,,,
TXT2947,43.0,297.0,,,
TXT2948,60.0,453.0,,,
