SymphonyCodePK,BPM,Rolloff,Flux,RMS,Flatness,Spectral_Complexity,Pitch,Loudness
SYM0302,113.16,1184.8717,1.2501,0.1897,0.8998,20.1763,2323.7411,19.4694
SYM0303,136.57,966.6799,1.0053,0.2163,0.9049,23.0071,2084.2073,23.3644
SYM0304,139.34,283.9655,0.9817,0.1646,0.9693,9.7593,2574.7252,15.2822
SYM0305,144.91,1404.3617,1.2278,0.2715,0.9244,33.5915,2189.7952,30.1401
SYM0306,103.88,865.8864,1.1334,0.3115,0.923,26.5643,2391.1522,36.6917
SYM0307,87.97,1352.565,1.1426,0.2285,0.8978,26.7069,2121.1029,24.7091
SYM0308,126.04,642.6067,1.1071,0.3286,0.9201,25.2265,2774.803,39.379
SYM0309,82.99,784.8997,1.0636,0.2663,0.9404,23.6651,2217.6223,29.9298
SYM0310,120.03,884.9185,1.2749,0.3196,0.8895,26.7596,2670.4299,37.6451
SYM0311,150.76,1554.6092,1.3426,0.2885,0.8511,25.1795,2503.9974,33.7145
SYM0312,150.97,976.9271,1.1653,0.2574,0.9171,19.5585,2487.9278,28.4817
SYM0313,156.21,1792.2438,1.371,0.3096,0.857,31.6169,2962.5405,36.0003
SYM0314,89.98,1214.4714,1.273,0.2925,0.9162,21.4131,2551.8754,33.5256
SYM0315,72.97,947.2655,1.172,0.2972,0.9154,24.6578,2043.9114,33.9331
SYM0316,111.75,1319.3601,1.2747,0.2102,0.8898,22.9653,2017.527,22.2766
SYM0317,79.98,1546.3267,1.1785,0.2717,0.8819,25.8145,2711.7847,31.0583
SYM0318,99.96,1187.3848,1.162,0.2187,0.9384,23.0046,2074.6729,22.7509
SYM0319,80.09,1294.0449,1.1861,0.2457,0.8961,25.3878,2227.3062,27.5286
SYM0320,117.79,1401.43,1.1301,0.2618,0.9103,21.5699,2651.9375,30.453
SYM0321,143.16,1362.1107,1.29,0.284,0.911,30.0166,2163.6416,32.0426
SYM0322,144.04,823.6136,1.0736,0.2504,0.9284,20.4576,2906.9719,28.4319
SYM0323,99.05,2018.0158,1.1206,0.0987,0.8788,15.1928,2110.8796,7.9664
SYM0324,87.96,869.3319,1.1957,0.3016,0.9333,23.9674,2368.4079,35.1393
SYM0325,117.26,1637.2496,1.2094,0.1593,0.8186,14.5858,2784.8023,16.4996
SYM0326,124.96,594.6206,1.1703,0.3287,0.913,27.7625,2774.056,39.3222
SYM0327,132.96,1532.6778,1.2142,0.3056,0.8908,31.8703,2068.3373,35.4423
SYM0328,164.47,1600.4311,1.2696,0.2548,0.8968,27.5139,2060.0521,28.0583
SYM0329,161.71,1456.465,1.0908,0.2268,0.9189,23.3761,2036.2409,24.628
SYM0330,99.81,1232.2394,1.4759,0.2293,0.8801,20.2393,2626.5124,25.5988
SYM0331,142.75,1565.55,1.2298,0.2649,0.8712,31.2209,1767.8352,30.5753
SYM0332,99.94,2083.792,1.2757,0.2328,0.8829,26.6973,1897.1811,25.3619
SYM0333,129.5,1426.3489,1.3756,0.2024,0.8919,18.5324,2298.2831,22.3636
SYM0334,123.58,1660.1934,1.1377,0.2005,0.743,20.7217,2143.8104,21.6292
SYM0335,90.0,1881.5916,1.1614,0.2152,0.9214,30.8484,1888.6386,22.8678
SYM0336,148.84,1402.6181,1.3365,0.2304,0.8959,22.0848,2202.0574,24.9565
SYM0337,128.07,1591.4714,1.423,0.278,0.8327,22.1318,2177.2005,32.0536
SYM0338,172.27,2718.195,1.3857,0.2811,0.7975,27.7872,2435.0128,32.6731
SYM0339,97.44,1561.4912,1.3677,0.2145,0.8834,21.4283,2312.9751,23.4655
SYM0340,139.85,1796.6273,1.3884,0.1904,0.9066,22.6396,2455.7929,19.8091
SYM0341,83.11,1309.0333,1.3996,0.2383,0.8345,20.2808,2560.3407,26.815
SYM0342,172.27,1680.4002,1.2266,0.2677,0.8662,23.5056,2062.0293,30.3435
SYM0343,90.99,1594.476,1.2932,0.2233,0.8566,25.7746,2335.5917,24.1783
SYM0344,95.96,1010.3821,1.1928,0.2442,0.9396,18.4419,2592.7628,27.2562
SYM0345,99.86,1732.0782,1.4112,0.1871,0.8811,22.9541,1955.6171,18.6518
SYM0346,84.84,1840.6388,1.3236,0.1999,0.8889,21.7123,1881.7692,20.747
SYM0347,133.94,1958.3594,1.5345,0.2713,0.8342,24.0385,2502.7226,31.7224
SYM0348,123.92,2174.9546,1.3637,0.2652,0.8777,29.1066,2287.3564,30.3436
SYM0349,145.3,1631.1626,1.179,0.2773,0.9209,23.8728,1668.7802,30.9826
SYM0350,125.11,2017.2246,1.306,0.2655,0.874,26.203,2101.4477,30.0095
SYM0351,87.96,1494.4402,1.2624,0.2473,0.8636,21.9828,2295.4057,28.5135
SYM0352,139.85,1796.6273,1.3884,0.1904,0.9066,22.6396,2455.7929,19.8091
SYM0353,143.0,1946.4739,1.3398,0.2833,0.8192,27.6437,2476.6574,32.9879
SYM0354,124.44,1341.1771,1.1837,0.2775,0.9007,26.1486,2005.0873,31.7797
SYM0355,101.3,2132.07,1.3241,0.2626,0.8549,31.1824,2300.901,29.9629
SYM0356,128.5,1605.3326,1.2679,0.238,0.9278,29.1439,2036.6221,26.0718
SYM0357,144.0,1449.122,1.2351,0.3115,0.8982,30.5252,2314.5992,36.4894
SYM0358,122.98,972.7907,1.334,0.2921,0.8986,20.5531,2605.2079,33.8821
SYM0359,184.57,990.8439,1.1814,0.3224,0.9094,27.3529,2027.9979,38.454
SYM0360,136.04,1507.5049,1.3328,0.1722,0.8834,16.6045,2318.0907,17.5674
SYM0361,98.86,2242.4099,1.2283,0.2298,0.828,27.4316,1866.6303,25.3406
SYM0362,163.51,1511.7114,1.2114,0.2621,0.8947,20.8916,2134.0455,29.2719
SYM0363,119.99,860.5871,1.082,0.2463,0.9374,21.4821,2179.0518,27.6081
SYM0364,94.98,1246.6899,1.3616,0.2586,0.8478,19.339,2527.5738,29.003
SYM0365,125.19,2077.9322,1.2409,0.294,0.8627,40.007,2167.7413,33.9537
SYM0366,132.98,234.6066,0.9937,0.1653,0.9773,10.1006,2937.0915,15.2409
SYM0367,139.92,2362.0924,1.4198,0.2549,0.8384,28.895,2158.4559,28.4929
SYM0368,96.94,1187.0161,1.1674,0.2709,0.945,24.0461,2146.3944,30.3492
SYM0369,118.19,334.1723,1.1319,0.2508,0.8627,9.1958,3283.1718,28.4846
SYM0370,78.95,1905.406,1.1331,0.3105,0.7698,33.9741,1707.2732,36.4009
SYM0371,163.19,1484.2682,1.2395,0.2011,0.9184,22.4672,1734.4378,20.3078
SYM0372,100.72,2179.6828,1.3424,0.2407,0.8304,22.6193,2586.9331,27.2728
SYM0373,112.89,1911.4263,1.3157,0.2448,0.8438,25.5277,1687.5056,26.8895
SYM0374,114.88,1654.292,1.2079,0.2502,0.8443,24.463,1874.1361,28.1164
SYM0375,92.7,1219.8775,1.3876,0.2671,0.8854,21.3382,2552.7963,31.1829
SYM0376,111.05,1507.5491,1.2488,0.2647,0.8453,26.9525,2652.6079,30.8656
SYM0377,129.58,1505.0166,1.3119,0.2562,0.8293,25.172,2550.2939,29.6152
SYM0378,95.38,1125.0146,1.3873,0.281,0.8781,21.3999,2399.8351,32.8831
SYM0379,128.41,870.8535,1.2919,0.222,0.9409,19.0871,2174.9945,23.9773
SYM0380,163.13,1284.8483,1.2458,0.2683,0.8512,24.0186,2445.3647,30.7809
SYM0381,143.04,1514.7385,1.3444,0.2713,0.9245,29.0684,2143.9156,30.97
SYM0382,137.54,1512.5182,1.1982,0.244,0.8856,22.487,2014.0934,27.0595
SYM0383,108.94,1042.4283,1.2091,0.2027,0.8665,18.3769,2488.02,21.9104
SYM0384,95.98,1692.6319,1.2184,0.3124,0.8869,33.1442,2263.4447,36.9369
SYM0385,172.27,1885.5342,1.4436,0.2357,0.8493,23.0469,2367.0913,26.533
SYM0386,107.98,1725.3698,1.2919,0.2694,0.8679,31.1101,2166.5421,30.1096
SYM0387,88.99,996.2612,1.3539,0.2837,0.898,20.0151,2518.6863,33.0453
SYM0388,150.16,1481.6329,1.3199,0.2439,0.8979,28.7645,2289.2958,27.1226
SYM0389,135.85,803.8945,1.2467,0.3283,0.8831,18.0201,2371.6803,41.0368
SYM0390,125.93,1479.2563,1.308,0.3112,0.8613,24.1785,2610.6738,36.6622
SYM0391,93.91,1364.7817,1.0641,0.2345,0.9257,24.9769,1918.0172,25.5112
SYM0392,82.95,1587.6852,1.3653,0.2492,0.8104,21.6248,2458.2133,28.3482
SYM0393,89.89,1445.5227,1.3511,0.278,0.8964,21.8193,2141.7648,31.7688
SYM0394,124.35,1506.8733,1.3391,0.2849,0.8674,25.721,2160.7231,32.8733
SYM0395,126.88,1177.1228,1.199,0.284,0.9209,26.6017,2231.1715,32.2996
SYM0396,118.26,1133.8282,0.9968,0.184,0.9002,19.07,1493.2095,18.2221
SYM0397,99.7,1743.1441,1.2172,0.2609,0.8868,26.0525,2136.753,29.8032
SYM0398,143.88,1620.7247,1.2497,0.2667,0.8025,24.366,2103.1699,30.9268
SYM0399,161.56,1410.4888,1.1617,0.2856,0.9058,32.5921,1627.801,32.1707
SYM0400,110.38,1491.2803,1.0615,0.1473,0.9302,21.8468,1446.0971,13.3678
SYM0401,87.55,852.6583,1.3213,0.2869,0.9486,25.921,2199.4996,31.9395
SYM0402,128.43,1940.3252,1.3778,0.2422,0.8465,24.296,2249.7365,26.9827
SYM0403,132.07,881.8517,1.4955,0.2188,0.8829,14.8587,2775.7145,24.3011
SYM0404,99.96,1716.8198,1.3545,0.2388,0.8781,28.0369,2431.279,26.5146
SYM0405,131.07,624.2599,1.4015,0.2737,0.8424,14.4228,2476.8624,33.0425
SYM0406,146.97,1556.0158,1.1941,0.2785,0.8844,25.0189,1939.6636,31.7409
SYM0407,140.02,1944.8193,1.3214,0.2017,0.8806,25.9404,2063.6488,20.4928
SYM0408,136.65,1424.518,1.1853,0.2865,0.9159,30.1095,2193.0449,33.4266
SYM0409,72.0,1415.0281,1.3541,0.3478,0.8355,33.1496,2730.48,43.4449
SYM0410,88.66,1292.7601,1.2477,0.251,0.9269,23.4379,2939.9702,27.9776
SYM0411,123.81,921.4175,1.0613,0.1867,0.9346,19.8124,1580.3251,18.3889
SYM0412,150.16,750.2425,1.3254,0.2207,0.9315,15.2398,2576.0656,24.9273
SYM0413,144.83,1059.0268,1.4186,0.3187,0.8308,23.0628,3313.7909,38.8281
SYM0414,136.24,896.7479,1.343,0.2343,0.9371,20.7746,1524.9257,24.4119
SYM0415,150.74,1533.2902,0.9844,0.0993,0.9185,17.5027,1563.2048,7.9619
SYM0416,94.98,957.1651,1.0138,0.1815,0.9349,19.4871,1431.8832,17.8748
SYM0417,120.96,1355.1622,1.3573,0.4219,0.8344,36.6396,2910.9297,54.0863
SYM0418,93.97,1656.1112,1.4217,0.2363,0.9274,27.4849,2077.4708,25.3559
SYM0419,172.27,2118.2542,1.3011,0.2475,0.772,15.877,2108.4876,29.7438
SYM0420,129.82,1472.4832,1.3554,0.2065,0.9286,26.1976,1933.2623,20.8706
SYM0421,143.74,1921.9463,1.3663,0.2487,0.8887,23.628,1642.4266,27.1079
SYM0422,136.22,1347.6613,1.0477,0.123,0.9381,18.9959,1769.9474,10.7325
SYM0423,83.97,1745.3337,1.1641,0.2151,0.9155,31.0906,1751.1091,22.379
SYM0424,172.27,851.2626,1.2666,0.2466,0.8745,15.1853,2622.1694,28.7724
SYM0425,90.57,1440.8256,1.1627,0.1208,0.8929,18.407,1663.6487,10.3688
SYM0426,83.67,1553.1793,1.369,0.187,0.8134,17.1322,2341.1273,19.8428
SYM0427,128.84,1791.5403,1.0871,0.1293,0.875,18.5272,1465.0501,11.4799
SYM0428,84.76,1914.6523,1.3252,0.2217,0.8921,25.5398,2033.1485,23.5855
SYM0429,136.81,1290.1216,1.2615,0.2782,0.8052,25.2479,3324.3821,33.1925
SYM0430,163.64,1594.6102,1.0062,0.1397,0.9215,21.8731,1511.7798,12.4852
SYM0431,129.5,1426.3489,1.3756,0.2024,0.8919,18.5324,2298.2831,22.3636
SYM0432,100.95,1893.2233,1.2965,0.12,0.8361,13.9752,2386.5077,10.6084
SYM0433,143.29,2146.3334,1.4644,0.2716,0.8643,32.8501,2251.0854,31.0925
SYM0434,118.26,1133.8282,0.9968,0.184,0.9002,19.07,1493.2095,18.2221
SYM0435,150.81,1818.0642,1.0898,0.1265,0.9239,22.3234,1522.0891,10.9137
SYM0436,133.96,1125.8483,1.3626,0.3243,0.8989,19.259,2593.6511,39.9613
SYM0437,143.31,1481.7075,1.4992,0.1932,0.8987,19.5723,3136.4423,19.4301
SYM0438,136.9,841.4114,1.4796,0.2279,0.9246,18.2119,2782.3839,23.9016
SYM0439,132.08,1710.4523,1.2185,0.2395,0.8076,24.9355,1877.2678,26.3634
SYM0440,127.99,2420.384,1.4035,0.4048,0.235,27.3335,2699.5033,54.1178
SYM0441,126.68,1268.9129,1.0523,0.1832,0.9174,19.0785,1435.8339,17.8699
SYM0442,84.73,1753.1187,1.2779,0.2325,0.8312,17.4871,1987.4882,25.2572
SYM0443,147.73,1616.1623,1.3769,0.2989,0.8762,30.3234,2615.468,33.9745
SYM0444,139.6,1788.6754,1.2721,0.2194,0.9117,24.2436,1930.5529,22.7659
SYM0445,107.93,1288.7134,1.026,0.1649,0.9252,18.7204,1340.3763,15.9748
SYM0446,134.62,909.572,1.0417,0.1582,0.9152,17.0351,1357.8858,14.9307
SYM0447,117.51,1901.5545,1.3504,0.0324,0.5518,5.3372,2602.7569,1.8909
SYM0448,90.17,1901.9879,1.2782,0.2365,0.9088,30.86,1941.4271,24.9029
SYM0449,127.97,996.3065,1.4666,0.3496,0.9005,29.5266,3154.2579,42.1859
SYM0450,91.99,677.486,1.2685,0.1785,0.9255,11.6907,2663.115,17.6649
SYM0451,86.98,1277.8317,1.1913,0.168,0.837,14.5392,2071.3447,17.0632
SYM0452,153.57,1028.0946,1.0454,0.178,0.8809,18.3113,1372.1629,17.3991
SYM0453,143.99,1673.5611,1.2699,0.2407,0.9177,32.4599,2165.0866,25.4773
SYM0454,162.69,1059.6308,1.0786,0.1868,0.9348,20.0069,1487.1589,18.2725
SYM0455,128.18,2742.0034,1.4083,0.2563,0.8113,30.1787,2282.4691,27.8667
SYM0456,87.86,420.7561,1.0877,0.2082,0.9656,11.1332,2832.4462,22.3256
SYM0457,84.44,2462.2178,1.5738,0.2654,0.8209,29.5573,1931.8702,29.1017
SYM0458,75.03,1395.5006,1.2189,0.1882,0.8725,16.2815,2474.3313,18.7566
SYM0459,150.03,2562.106,1.4399,0.2234,0.8244,38.471,2208.6921,23.2879
SYM0460,125.11,2017.2246,1.306,0.2655,0.874,26.203,2101.4477,30.0095
SYM0461,125.93,1479.2563,1.308,0.3112,0.8613,24.1785,2610.6738,36.6622
SYM0462,97.88,1693.5958,1.5824,0.1648,0.8331,18.3059,1576.7256,15.3748
SYM0463,138.05,2718.4793,1.3138,0.2131,0.8486,26.9373,2241.1682,21.622
SYM0464,94.95,1524.1661,1.4779,0.276,0.9038,35.2212,2513.8145,30.4676
SYM0465,87.18,2352.095,1.3171,0.2248,0.9048,33.6333,1591.0188,23.8376
SYM0466,77.08,987.5188,1.4449,0.2655,0.8958,20.6441,2054.2503,29.1335
SYM0467,151.93,3062.5214,1.0992,0.2293,0.8069,41.1254,1739.5226,24.3024
SYM0468,99.81,1232.2394,1.4759,0.2293,0.8801,20.2393,2626.5124,25.5988
SYM0469,136.54,2539.425,1.3215,0.278,0.8621,33.6941,2007.9761,31.3971
SYM0470,139.85,1796.6273,1.3884,0.1904,0.9066,22.6396,2455.7929,19.8091
SYM0471,153.72,3572.4406,1.2194,0.1423,0.808,23.2709,1821.636,12.8499
SYM0472,92.84,1631.2079,1.3409,0.1098,0.913,14.3984,2411.5499,9.0192
SYM0473,73.33,953.0838,1.0317,0.1034,0.8944,15.8478,1355.8289,8.3922
SYM0474,90.96,1237.1484,1.3861,0.1184,0.887,8.5641,2678.6131,10.5256
SYM0475,178.21,1286.9881,1.316,0.3145,0.9513,40.7162,2360.0385,35.692
SYM0476,129.78,1068.4352,1.4775,0.1651,0.9119,13.5363,2699.9466,15.6048
SYM0477,83.43,2540.7696,1.3403,0.214,0.8555,37.3847,1338.8939,21.92
SYM0478,128.96,1570.597,1.2592,0.1164,0.8161,10.4164,2273.1665,11.2036
SYM0479,172.27,1853.4909,1.1515,0.2207,0.8758,37.5653,1088.8718,22.5977
SYM0480,80.93,979.6108,1.2314,0.3449,0.9208,32.8632,2166.1206,41.5648
SYM0481,156.1,968.0594,1.3022,0.2843,0.9303,30.4415,3085.7214,32.658
SYM0482,87.48,1608.3315,1.1327,0.2969,0.842,50.197,1538.7688,33.2091
SYM0483,79.99,990.9271,1.2747,0.3193,0.8237,25.6785,2481.8593,37.7829
SYM0484,95.51,1614.7209,1.422,0.2561,0.9551,35.8571,2030.3194,27.5482
SYM0485,80.99,2942.4721,1.3832,0.2819,0.8446,49.0433,1599.168,31.1779
SYM0486,77.74,2112.3727,1.1934,0.2643,0.8729,35.211,1974.0059,28.836
SYM0487,92.45,1920.2907,1.3944,0.1778,0.831,29.8993,1369.5901,17.1653
SYM0488,85.86,2076.6534,1.2179,0.2532,0.8846,40.7664,1681.3479,27.1078
SYM0489,81.98,1321.0283,1.291,0.1821,0.9628,23.2827,1893.9988,17.7502
SYM0490,97.15,1739.7082,1.5425,0.3145,0.8523,21.7889,2656.4664,37.2163
SYM0491,162.98,2134.8269,1.4045,0.2099,0.843,27.7402,1640.6721,21.6502
SYM0492,99.82,1222.1067,1.0485,0.0981,0.8903,15.1425,1948.5518,8.2102
SYM0493,90.76,1256.2456,1.2627,0.3012,0.9359,35.4563,1882.0245,34.0442
SYM0494,94.05,1567.363,1.0728,0.1076,0.8693,17.0875,1403.1498,8.7845
SYM0495,89.77,1303.1522,1.2293,0.1653,0.9317,24.0632,1897.8813,15.6239
SYM0496,144.92,1345.0229,1.0298,0.1378,0.9033,20.3528,1818.8551,12.3863
SYM0497,162.44,1244.4588,1.0106,0.1355,0.89,21.4685,1887.8705,12.4233
SYM0498,90.05,1971.163,1.7739,0.122,0.8377,15.4306,2637.1417,10.5247
SYM0499,88.69,1567.0256,1.2216,0.2326,0.9104,36.0019,1175.7621,24.8695
SYM0500,97.02,1238.1397,1.1161,0.1689,0.9387,21.7874,1763.0044,15.9165
SYM0501,96.05,1847.5983,1.1646,0.2691,0.8768,33.7296,2126.9471,30.1781
SYM0502,94.61,1669.4008,1.0732,0.2088,0.9539,26.9755,1360.0042,20.7241
SYM0503,128.19,1944.2581,1.3155,0.2356,0.791,26.4481,2033.4392,26.0117
SYM0504,114.67,1706.5356,1.1342,0.2199,0.8938,27.6261,1698.6226,23.323
SYM0505,125.26,1853.1121,1.1536,0.2513,0.9127,35.9969,1963.7942,27.616
SYM0506,90.26,1923.3839,1.1329,0.2565,0.8716,31.7729,2007.4784,28.9604
SYM0507,146.98,1566.7877,1.1581,0.2626,0.8902,28.1442,1801.1637,29.2515
SYM0508,94.61,1669.4008,1.0732,0.2088,0.9539,26.9755,1360.0042,20.7241
SYM0509,172.27,1748.0169,1.1764,0.238,0.8976,26.0131,1989.4097,25.7853
SYM0510,144.01,1471.3866,1.2129,0.2948,0.8977,32.3834,2223.3176,33.7124
SYM0511,90.14,2145.9039,1.3548,0.2632,0.8023,39.4427,1996.0844,28.6474
SYM0512,96.65,1273.1341,1.1356,0.2522,0.9474,25.4326,2029.5225,27.653
SYM0513,95.9,2181.6045,1.3874,0.2916,0.891,39.3196,1702.4478,32.957
SYM0514,150.11,1218.2238,1.5415,0.4133,0.8066,26.0667,2748.6189,53.0726
SYM0515,77.74,3378.1698,1.2915,0.2377,0.8131,33.9451,1742.61,26.0675
SYM0516,116.43,2212.4879,1.3748,0.2395,0.8252,35.456,1657.4612,25.6408
SYM0517,133.05,1535.8291,1.3238,0.1533,0.8948,16.9891,2122.3465,14.7182
SYM0518,99.99,1593.1565,1.5227,0.25,0.8542,26.2521,2050.4475,27.7121
SYM0519,93.0,1218.7469,1.3183,0.2279,0.9031,24.0383,2170.9288,25.1803
SYM0520,151.36,2091.793,1.3445,0.2665,0.9038,31.4551,2138.2921,29.5723
SYM0521,84.02,1374.9833,1.2806,0.2517,0.8853,29.1182,2045.758,27.397
SYM0522,80.07,1667.8022,1.3183,0.2461,0.8899,23.8042,2228.0954,26.5347
SYM0523,145.0,1694.7989,1.4678,0.2817,0.8812,32.8705,1778.2556,31.6344
SYM0524,116.82,1834.2437,1.3775,0.3055,0.8793,36.3291,1903.3617,34.9124
SYM0525,99.75,1549.7533,1.4081,0.2808,0.8932,40.9165,2028.0799,31.1839
SYM0526,84.01,1793.046,1.181,0.2305,0.748,31.909,2085.1916,26.0239
SYM0527,95.94,1406.0352,1.2919,0.2553,0.9087,34.2275,2205.579,27.4994
SYM0528,102.01,1867.1875,1.4871,0.261,0.8635,33.7571,2389.9523,29.3497
SYM0529,95.97,1696.6562,1.4044,0.2898,0.8777,39.9884,2101.413,33.2216
SYM0530,81.05,1601.3723,1.2909,0.1963,0.8767,19.5285,2087.5075,19.8477
SYM0531,103.95,1253.6097,1.3097,0.3066,0.8885,35.6967,2572.0464,35.702
SYM0532,90.82,1274.5487,1.4862,0.3429,0.8573,31.3851,1898.5145,41.3022
SYM0533,92.73,1945.2859,1.4305,0.2253,0.8242,32.0087,1922.0063,24.4132
SYM0534,150.96,2686.4178,1.4091,0.2067,0.7769,32.0457,2181.5958,21.307
SYM0535,136.02,1779.6427,1.4356,0.0857,0.848,12.2597,2211.9558,6.5402
SYM0536,96.98,1419.6159,1.5549,0.2787,0.8216,23.5836,2413.2386,32.3063
SYM0537,93.96,1152.5183,1.1266,0.2019,0.936,20.2773,2308.1482,20.9125
SYM0538,129.87,1519.9388,1.3613,0.2725,0.8569,28.7142,2081.4431,30.8915
SYM0539,106.01,822.1176,1.5204,0.4016,0.9249,33.1761,2900.0976,49.4198
SYM0540,90.0,1443.8371,1.2791,0.277,0.9396,30.6556,2441.731,31.1881
SYM0541,83.51,1876.1514,1.4021,0.2558,0.918,24.3975,2237.8667,28.4249
SYM0542,110.34,2231.8849,1.2568,0.2067,0.8921,25.6036,1893.2977,22.0711
SYM0543,105.9,1344.5897,1.3952,0.2435,0.9185,31.2045,2093.7265,26.6813
SYM0544,93.71,1807.918,1.3472,0.1985,0.7899,19.584,2522.389,21.4785
SYM0545,101.01,1892.7849,1.4954,0.2249,0.7631,23.9278,2238.0554,24.8334
SYM0546,122.08,1695.2554,1.3884,0.2583,0.8856,32.1297,1990.3381,28.031
SYM0547,96.22,1781.6124,1.4581,0.214,0.8295,30.3441,2237.7618,22.7726
SYM0548,123.92,1299.8664,1.5005,0.3162,0.7915,33.755,2005.2915,37.1794
SYM0549,90.21,2059.6535,1.6811,0.2732,0.8436,27.3229,2811.0898,31.3371
SYM0550,94.9,2340.1499,1.5324,0.2161,0.8064,31.5815,2560.818,23.1096
SYM0551,89.93,1498.6247,1.3289,0.218,0.9387,29.1269,1889.389,22.9029
SYM0552,153.65,1766.9489,1.458,0.2752,0.857,26.9193,2537.7862,31.0108
SYM0553,123.92,2290.4687,1.4349,0.2157,0.7953,32.0291,2137.6007,22.5929
SYM0554,132.12,1650.395,1.3965,0.2466,0.9002,33.1952,2023.1538,26.7474
SYM0555,99.81,1332.0071,1.3391,0.2489,0.9223,23.5713,2601.4943,27.7759
SYM0556,98.06,1710.8111,1.4004,0.2156,0.8549,21.6181,2421.9132,22.6828
SYM0557,105.06,2746.6385,1.2721,0.2763,0.7773,45.4685,1606.7813,30.7285
SYM0558,123.28,2263.8968,1.5622,0.2829,0.826,28.7858,1749.9409,32.001
SYM0559,147.95,2074.5201,1.4549,0.209,0.7834,26.1904,2401.0942,22.5649
SYM0560,84.97,2586.0423,1.2343,0.2693,0.8609,39.924,1842.1499,29.668
SYM0561,123.0,3123.2974,1.481,0.2381,0.8986,30.6942,2744.6367,25.8448
SYM0562,99.99,947.4792,1.4832,0.2374,0.9531,13.8334,3374.8252,24.9196
SYM0563,87.98,1161.7169,1.2518,0.2474,0.9181,29.7435,2362.1251,26.9205
SYM0564,96.99,1403.1004,1.2535,0.2012,0.8852,21.4673,2140.4089,21.6351
SYM0565,96.45,2738.1899,1.2825,0.2788,0.7311,40.8425,1700.1301,31.6521
SYM0566,155.38,1187.7606,1.3757,0.2687,0.903,27.1082,2629.9847,30.047
SYM0567,97.07,1492.1666,1.3712,0.2806,0.9196,36.3155,1866.6255,31.2748
SYM0568,128.22,1646.1269,1.26,0.2622,0.8777,39.666,1808.3247,29.4187
SYM0569,95.17,1109.9934,1.4797,0.2185,0.8855,22.2717,2263.5654,22.5301
SYM0570,111.0,1609.1001,1.238,0.2388,0.823,27.9217,1778.6848,25.8607
SYM0571,90.96,1141.0615,1.3649,0.2894,0.9345,28.0556,2286.5812,33.0618
SYM0572,106.12,1242.8253,1.3972,0.3701,0.8958,37.232,1958.4494,44.6491
SYM0573,107.02,1882.1582,1.3387,0.2278,0.8744,27.8934,2477.7865,25.1083
SYM0574,120.04,1748.5431,1.2893,0.1873,0.8439,28.7998,2117.8559,19.0756
SYM0575,122.2,2708.8239,1.2005,0.2717,0.7495,42.3482,1605.9346,30.7654
SYM0576,130.02,1291.0126,1.3702,0.2596,0.8655,23.6034,2240.2376,28.9046
SYM0577,153.49,1945.648,1.3509,0.2404,0.8553,34.7121,2306.3514,26.5327
SYM0578,110.03,1135.5387,1.5007,0.2658,0.8686,24.3496,2582.572,30.1658
SYM0579,150.17,1387.8724,1.4301,0.252,0.899,23.4239,2343.0887,27.8779
SYM0580,120.03,1348.8992,1.3373,0.2477,0.8915,23.6596,2351.0505,27.2095
SYM0581,135.04,2234.1681,1.3416,0.3217,0.8763,35.6038,1953.8268,37.6091
SYM0582,161.8,2028.0416,1.4389,0.2525,0.8835,29.0398,2002.0676,27.6781
SYM0583,90.99,2680.2156,1.3734,0.3109,0.8721,41.3253,2158.7556,35.8366
SYM0584,89.0,801.1402,1.3724,0.2851,0.9454,24.4232,2569.1922,31.9146
SYM0585,125.07,1443.2479,1.1733,0.2545,0.8612,29.0109,1803.0898,28.0155
SYM0586,96.33,1295.558,1.3267,0.2236,0.9114,24.0309,2302.6229,24.0319
SYM0587,110.87,1367.1662,1.2933,0.2098,0.9079,27.3676,1828.3818,21.8187
SYM0588,91.82,1553.1258,1.3304,0.3125,0.9188,36.1802,2218.1464,36.293
SYM0589,119.8,2277.3672,1.4552,0.2312,0.838,31.2374,2060.8009,24.7761
SYM0590,136.41,2002.9905,1.3019,0.2511,0.7907,28.127,1723.1634,27.8221
SYM0591,161.58,1727.6978,1.1783,0.2738,0.9017,44.2921,1868.7517,30.6044
SYM0592,77.98,2637.8002,1.2009,0.1668,0.8668,29.8152,1949.1345,16.2569
SYM0593,96.01,1213.4896,1.3945,0.2466,0.9082,27.9208,2206.35,26.8681
SYM0594,99.04,1895.6512,1.4557,0.2605,0.8596,27.6576,2455.4234,30.2017
SYM0595,99.97,1186.0495,1.3,0.312,0.9265,38.6609,2541.7273,35.6175
SYM0596,106.62,1989.4961,1.4221,0.2569,0.8977,27.9785,2530.5517,27.8847
SYM0597,89.96,1549.509,1.3333,0.2022,0.8729,20.9679,2038.6088,21.2835
SYM0598,89.97,2321.9405,1.4959,0.1495,0.7924,20.5746,2353.3661,14.2991
SYM0599,105.0,1628.4571,1.3772,0.2151,0.8212,22.3917,2149.59,22.6722
SYM0600,101.96,2516.8169,1.3497,0.2848,0.81,40.255,1970.272,32.201
SYM0601,85.99,2143.1008,1.3782,0.2044,0.7726,26.7329,1849.8249,21.541
SYM0602,124.11,1539.2745,1.3417,0.2527,0.8795,25.9579,1835.5994,28.1094
