FeatureCodePK,FeaturedArtistName
9318,TR910827,
9319,TR790695,
9320,TR398462,
9321,TR496673,Annalisa
9322,TR211801,
9323,TR142934,Tibber Squadd
9324,TR661138,
9325,TR176357,
9326,TR549500,Crine J
9327,TR228828,
9328,TR690085,Read QB
9329,TR831746,
9330,TR925440,
9331,TR166983,Sedato Blend
9332,TR703939,
9333,TR137731,
9334,TR809682,
9335,TR511009,
9336,TR374377,Fiorella Mannoia
9337,TR448817,
9338,TR644079,
9339,TR705511,
9340,TR666625,
9341,TR442720,
9342,TR780765,
9343,TR818151,
9344,TR697138,
9345,TR342283,
9346,TR134570,
9347,TR367755,
9348,TR787978,TDC21
9349,TR497329,
9350,TR930166,
9351,TR282051,Read QB
9352,TR425370,
9353,TR966984,Rasty Kilo
9354,TR824631,
9355,TR906072,Matt er Nero
9356,TR596343,Sedato Blend
9357,TR774143,Read QB
9358,TR790676,Sedato Blend
9359,TR708238,
9360,TR378799,Simon P
9361,TR935052,Coez
9362,TR341824,Zatla
9363,TR341824,Ryuk Zc
9364,TR341824,Fandy (ITA)
9365,TR341824,Commando (ITA)
9366,TR341824,Yambo (ITA)
9367,TR881984,
9368,TR233662,
9369,TR340428,IZI
9370,TR583177,Marracash
9371,TR467001,
9372,TR658793,
9373,TR997136,Tedua
9374,TR784432,Night Skinny
9375,TR784432,Tedua
9376,TR292430,
9377,TR920643,
9378,TR861544,Ernia
9379,TR749206,
9380,TR399569,
9381,TR209700,
9382,TR530581,Ernia
9383,TR999643,
9384,TR466905,Sfera Ebbasta
9385,TR656570,​chiello
9386,TR644312,
9387,TR466289,Dardust
9388,TR655051,Noyz Narcos
9389,TR854974,
9390,TR844748,
9391,TR146872,
9392,TR377479,Elisa
9393,TR965053,
9394,TR217431,ARIETE
9395,TR630067,
9396,TR173551,Sfera Ebbasta
9397,TR455119,
9398,TR125754,
9399,TR311230,Irama
9400,TR758201,
9401,TR487812,Tommaso Paradiso
9402,TR231337,
9403,TR971252,Ghali
9404,TR353960,
9405,TR528496,
9406,TR532049,
9407,TR982122,
9408,TR513964,
9409,TR485502,Carl Brave
9410,TR934479,Gaia
9411,TR299970,
9412,TR564981,
9413,TR845983,IZI
9414,TR140354,Roshelle
9415,TR859972,
9416,TR768837,Jovanotti
9417,TR286529,Gazzelle
9418,TR143396,
9419,TR582764,
9420,TR566975,
9421,TR452353,
9422,TR794126,
9423,TR636993,
9424,TR403690,
9425,TR792942,TOMMY DALI
9426,TR415659,
9427,TR481376,
9428,TR493955,Elodie
9429,TR225660,
9430,TR504390,
9431,TR371255,Lazza
9432,TR973134,
9433,TR353868,
9434,TR218253,Tedua
9435,TR218253,Pablo Asso
9436,TR649709,nayt
9437,TR494249,Tedua
9438,TR550350,
9439,TR778219,MC Binn
9440,TR691503,Guesan
9441,TR227018,
9442,TR744595,
9443,TR109529,IZI
9444,TR202490,
9445,TR620344,IZI
9446,TR985181,Ernia
9447,TR983589,Ernia
9448,TR761213,Madame
9449,TR337898,Dargen D’Amico
9450,TR568204,
9451,TR954822,Remi (ITA)
9452,TR546406,Bresh
9453,TR544866,
9454,TR530419,
9455,TR225388,
9456,TR890715,
9457,TR990399,
9458,TR539976,Karakaz
9459,TR995070,
9460,TR510224,
9461,TR404528,
9462,TR227675,
9463,TR223312,
9464,TR858402,
9465,TR450767,
9466,TR760985,IZI
9467,TR760985,Kappa (ITA)
9468,TR784462,
9469,TR933902,
9470,TR403724,
9471,TR421732,​chiello
9472,TR432027,
9473,TR949709,Calibro 35
9474,TR845353,
9475,TR294980,Sfera Ebbasta
9476,TR267766,Ernia
9477,TR512263,
9478,TR999637,
9479,TR513733,ARIETE
9480,TR519259,Dardust
9481,TR675359,Roshelle
9482,TR912562,
9483,TR186881,Irama
9484,TR441061,Gaia
9485,TR509836,
9486,TR525805,
9487,TR663115,Danno
9488,TR310719,Coez
9489,TR310719,Gemitaiz
9490,TR209521,MadMan
9491,TR663982,
9492,TR191508,Giuliano Sangiorgi
9493,TR191508,Roy Paci
9494,TR386444,Marracash
9495,TR409188,
9496,TR600821,Adriano Viterbini
9497,TR160217,Coez
9498,TR334716,
9499,TR954099,Giuliano Sangiorgi
9500,TR490986,
9501,TR684800,
9502,TR129830,
9503,TR983560,Johnny Marsiglia
9504,TR636792,
9505,TR416612,Adriano Viterbini
9506,TR333987,
9507,TR375394,nayt
9508,TR950990,
9509,TR119408,
9510,TR399500,Fabri Fibra
9511,TR663473,Colle Der Fomento
9512,TR212619,
9513,TR816865,Martina May
9514,TR512176,
9515,TR405337,
9516,TR951310,
9517,TR538754,
9518,TR400299,
9519,TR509547,Franco126
9520,TR670927,
9521,TR184157,Funky Cabaret
9522,TR184157,Piotta
9523,TR184157,Tony Fine
9524,TR509081,
9525,TR883487,
9526,TR364230,
9527,TR225112,
9528,TR578152,Mostro
9529,TR247772,Ele A
9530,TR526548,
9531,TR508677,
9532,TR763239,Tormento
9533,TR427122,
9534,TR994972,
9535,TR986994,
9536,TR827112,
9537,TR415617,
9538,TR329835,
9539,TR928592,
9540,TR517625,
9541,TR141344,
9542,TR823230,
9543,TR428833,
9544,TR648156,
9545,TR769157,
9546,TR466083,
9547,TR583808,Tormento
9548,TR796621,Marlon Peroza
9549,TR642033,
9550,TR717996,
9551,TR410713,DJ Pitch
9552,TR410713,DADE
9553,TR591157,Metal Carter
9554,TR163699,Francesco Bearzatti
9555,TR653487,
9556,TR970451,KLAUS NOIR
9557,TR483710,
9558,TR458701,
9559,TR515519,
9560,TR302558,
9561,TR273452,
9562,TR869369,Martina May
9563,TR539708,
9564,TR495417,
9565,TR786742,Remo Remotti
9566,TR669746,
9567,TR419626,
9568,TR117011,
9569,TR875229,
9570,TR392145,
9571,TR676742,
9572,TR381597,
9573,TR992591,
9574,TR932435,
9575,TR256535,
9576,TR795451,
9577,TR767900,
9578,TR218311,Willie Peyote
9579,TR740772,Roy Paci
9580,TR322287,
9581,TR306773,
9582,TR743206,
9583,TR900565,DJ Stile
9584,TR499911,
9585,TR392131,
9586,TR605093,
9587,TR160681,
9588,TR124103,
9589,TR750944,
9590,TR519769,
9591,TR626415,Piotta
9592,TR472082,
9593,TR335490,
9594,TR282124,
9595,TR267177,
9596,TR911741,Inoki
9597,TR925179,
9598,TR928494,Ugo Crepa
9599,TR838537,
9600,TR737227,
9601,TR763862,
9602,TR221950,
9603,TR990627,
9604,TR209376,
9605,TR978315,Pier Velvet
9606,TR639717,
9607,TR235492,
9608,TR962598,Junior Cally
9609,TR516539,
9610,TR691812,
9611,TR646803,Junior Cally
9612,TR646803,Enzo Dong
9613,TR339470,
9614,TR663866,
9615,TR336394,
9616,TR473663,MamboLosco
9617,TR959661,
9618,TR978031,
9619,TR788235,
9620,TR437376,
9621,TR290265,
9622,TR484006,Ernia
9623,TR909052,
9624,TR909338,Junior Cally
9625,TR945339,
9626,TR709975,
9627,TR226950,
9628,TR427032,Giaime
9629,TR583643,Warez
9630,TR583643,Peppe Soks
9631,TR265024,
9632,TR244368,
9633,TR181971,
9634,TR181501,Livio Cori
9635,TR822354,Nashley
9636,TR787667,Jesto
9637,TR874968,
9638,TR191272,
9639,TR141303,Nitro
9640,TR109667,
9641,TR668678,Axos
9642,TR780849,
9643,TR853574,
9644,TR955863,
9645,TR394703,
9646,TR245407,
9647,TR436288,Samuel Costa
9648,TR400674,
9649,TR164391,MamboLosco
9650,TR743266,NDG
9651,TR779886,
9652,TR978369,
9653,TR956996,
9654,TR393663,
9655,TR991203,Pacestema
9656,TR997035,
9657,TR719913,
9658,TR323399,
9659,TR478112,
9660,TR651139,
9661,TR563117,
9662,TR920615,
9663,TR315167,
9664,TR157721,
9665,TR119380,
9666,TR603230,
9667,TR247724,Rokas
9668,TR247724,Samuel Costa
9669,TR797668,
9670,TR401877,
9671,TR813844,
9672,TR183946,
9673,TR376353,
9674,TR631728,
9675,TR588331,Nerone
9676,TR309304,
9677,TR371469,
9678,TR830683,
9679,TR665187,
9680,TR846159,Samuel Costa
9681,TR817269,
9682,TR887434,
9683,TR542998,
9684,TR624746,Rokas
9685,TR624746,Albe Ok
9686,TR402834,
9687,TR907142,
9688,TR762814,
9689,TR983328,
9690,TR179281,Dardust
9691,TR555252,
9692,TR545770,
9693,TR479435,
9694,TR551915,
9695,TR745049,RINquore
9696,TR714156,
9697,TR123359,
9698,TR140465,
9699,TR783891,
9700,TR296152,
9701,TR976362,
9702,TR777477,
9703,TR512581,
9704,TR699588,
9705,TR107542,
9706,TR305572,
9707,TR911164,Dardust
9708,TR911164,La Rappresentante di Lista
9709,TR801629,
9710,TR670579,
9711,TR363762,
9712,TR737541,
9713,TR684103,
9714,TR332412,
9715,TR364619,
9716,TR770174,
9717,TR429740,
9718,TR793252,
9719,TR825697,
9720,TR295294,
9721,TR865852,
9722,TR342992,
9723,TR431433,
9724,TR238435,
9725,TR917262,
9726,TR342646,
9727,TR604451,Margherita Vicario
9728,TR140447,
9729,TR187681,
9730,TR386504,nayt
9731,TR878007,
9732,TR677784,
9733,TR252540,
9734,TR781400,
9735,TR675234,Max Zanotti
9736,TR798856,Svedonio
9737,TR798856,Bartender
9738,TR461556,
9739,TR648809,RINquore
9740,TR426835,
9741,TR144209,
9742,TR535615,
9743,TR142917,
9744,TR884396,
9745,TR863204,
9746,TR413045,
9747,TR348559,
9748,TR304832,
9749,TR497724,
9750,TR831947,
9751,TR910536,Bartender
9752,TR910536,Svedonio
9753,TR960936,Svedonio
9754,TR960936,Bartender
9755,TR277994,
9756,TR361010,
9757,TR583494,
9758,TR569232,
9759,TR748121,Maut
9760,TR642187,
9761,TR399382,Jesto
9762,TR882012,
9763,TR189794,
9764,TR698399,
9765,TR963330,
9766,TR132764,Bartender
9767,TR898549,
9768,TR310628,
9769,TR292602,
9770,TR273183,Max Zanotti
9771,TR315751,
9772,TR779715,
9773,TR566177,
9774,TR504023,
9775,TR672088,
9776,TR159278,
9777,TR710324,
9778,TR644953,Yojimbo
9779,TR342776,
9780,TR122493,
9781,TR359081,
9782,TR839767,Yojimbo
9783,TR772658,
9784,TR535407,
9785,TR747185,
9786,TR171317,Bartender
9787,TR171317,Svedonio
9788,TR606219,
9789,TR268274,
9790,TR943153,
9791,TR189072,
9792,TR301273,Jaffa Phonix
9793,TR566468,
9794,TR864554,
9795,TR707744,Lirike Taglienti
9796,TR831332,Andy (Lirike Taglienti)
9797,TR406560,Yojimbo
9798,TR916722,
9799,TR655204,
9800,TR514802,
9801,TR424515,
9802,TR683289,
9803,TR462566,Jaffa Phonix
9804,TR735959,
9805,TR580785,
9806,TR969778,
9807,TR682142,
9808,TR453816,
9809,TR157768,
9810,TR553989,
9811,TR568104,
9812,TR377717,Sfera Ebbasta
9813,TR873361,
9814,TR156840,Sfera Ebbasta
9815,TR948244,
9816,TR423996,Marïna (ITA)
9817,TR309272,
9818,TR687068,
9819,TR726118,
9820,TR279775,
9821,TR827223,
9822,TR697841,Lazza
9823,TR697841,Salmo
9824,TR300377,
9825,TR239607,Enzo Dong
9826,TR253976,
9827,TR414219,Tedua
9828,TR325903,Traffik
9829,TR325903,Oni One
9830,TR649723,MamboLosco
9831,TR286646,DrefGold
9832,TR286646,ANNA
9833,TR438217,Capo Plaza
9834,TR222349,Ketama126
9835,TR770107,IZI
9836,TR946021,
9837,TR335489,
9838,TR348514,
9839,TR692686,
9840,TR787233,Samurai Jay
9841,TR787233,Boro
9842,TR588330,
9843,TR349006,
9844,TR833563,
9845,TR976608,
9846,TR497154,
9847,TR979554,
9848,TR316741,
9849,TR653977,
9850,TR763904,
9851,TR660768,
9852,TR418655,
9853,TR662316,
9854,TR816683,
9855,TR307986,
9856,TR223291,Gianni Bismark
9857,TR852107,Capo Plaza
9858,TR581326,Hermit
9859,TR660367,
9860,TR649327,Tedua
9861,TR447835,
9862,TR617609,
9863,TR139105,
9864,TR747845,
9865,TR773440,Kaydy Cain
9866,TR892187,
9867,TR159370,
9868,TR223502,
9869,TR908937,
9870,TR893191,
9871,TR393879,
9872,TR358353,
9873,TR887149,
9874,TR770127,
9875,TR732283,
9876,TR307896,Sfera Ebbasta
9877,TR661770,Guè
9878,TR975373,Geolier
9879,TR459313,
9880,TR203703,
9881,TR579408,
9882,TR490098,
9883,TR463021,
9884,TR244611,Traffik
9885,TR643344,Massimo Pericolo
9886,TR764608,
9887,TR133584,
9888,TR833839,
9889,TR184734,
9890,TR385417,
9891,TR976492,
9892,TR403430,
9893,TR885389,
9894,TR809205,
9895,TR309627,
9896,TR629860,
9897,TR641982,
9898,TR102982,MamboLosco
9899,TR597162,Sick Luke
9900,TR365567,
9901,TR399262,
9902,TR471959,
9903,TR810499,
9904,TR500012,
9905,TR365962,
9906,TR509364,
9907,TR940343,
9908,TR861799,
9909,TR552776,
9910,TR907406,
9911,TR467260,
9912,TR938030,
9913,TR709053,Luchè
9914,TR709053,Guè
9915,TR396133,
9916,TR602934,
9917,TR467946,
9918,TR988416,City Morgue
9919,TR806240,
9920,TR722551,
9921,TR518535,
9922,TR781992,
9923,TR158506,
9924,TR786358,
9925,TR278618,
9926,TR919295,
9927,TR381405,Ski & Wok
9928,TR278600,
9929,TR510369,
9930,TR291174,
9931,TR804058,
9932,TR272837,GASHI
9933,TR272837,Capo Plaza
9934,TR291071,
9935,TR266104,
9936,TR501037,
9937,TR480533,
9938,TR555139,
9939,TR457107,
9940,TR275768,
9941,TR181031,
9942,TR212648,
9943,TR994707,
9944,TR400333,
9945,TR211694,
9946,TR194751,
9947,TR885562,
9948,TR957903,
9949,TR967697,
9950,TR511024,
9951,TR498244,
9952,TR801391,
9953,TR722733,
9954,TR667139,
9955,TR343997,Kaos
9956,TR740885,
9957,TR314913,
9958,TR522664,Kaos
9959,TR446662,
9960,TR564436,
9961,TR314076,Roy Paci
9962,TR107014,
9963,TR602087,
9964,TR603498,
9965,TR709162,
9966,TR586114,
9967,TR635222,
9968,TR644054,Kaos
9969,TR644054,Piotta
9970,TR497251,
9971,TR646861,
9972,TR509756,
9973,TR566096,
9974,TR615214,
9975,TR108556,
9976,TR310434,
9977,TR186901,Piotta
9978,TR186901,Julie P.
9979,TR186901,Ice One
9980,TR533549,
9981,TR419799,Kaos
9982,TR961627,
9983,TR110156,
9984,TR826357,
9985,TR975632,
9986,TR526853,
9987,TR498207,
9988,TR723723,
9989,TR643903,
9990,TR566038,
9991,TR862714,
9992,TR255417,Il Turco
9993,TR301317,
9994,TR211331,
9995,TR243688,
9996,TR391741,
9997,TR130482,
9998,TR816266,
9999,TR338535,
10000,TR888486,
10001,TR887974,
10002,TR280408,Esa
10003,TR707482,Supremo 73
10004,TR339093,
10005,TR929129,
10006,TR106118,
10007,TR484202,2 Buoni Motivi
10008,TR987944,
10009,TR177210,
10010,TR603439,
10011,TR299732,
10012,TR148059,DJ Gengis
10013,TR757051,
10014,TR740941,
10015,TR625251,
10016,TR158256,Ice One
10017,TR105281,
10018,TR417563,
10019,TR445813,
10020,TR613237,
10021,TR557199,
10022,TR295218,
10023,TR161500,
10024,TR522570,Tiziano Ferro
10025,TR522570,Guè
10026,TR522570,Marracash
10027,TR944851,
10028,TR366878,Primo Brown
10029,TR366878,Fabri Fibra
10030,TR179511,
10031,TR196306,Danny Losito
10032,TR372833,
10033,TR511196,
10034,TR475283,CoCo
10035,TR964259,
10036,TR375090,Stash
10037,TR375090,Jake La Furia
10038,TR771273,
10039,TR837084,
10040,TR938888,Emis Killa
10041,TR796197,Maryah
10042,TR796197,Maku Go
10043,TR171089,DJ Double S
10044,TR171089,Left Side (ITA)
10045,TR171089,Lyricalz
10046,TR986789,Mahmood
10047,TR376707,Jasmine (ITA)
10048,TR115754,Elodie
10049,TR982348,
10050,TR505069,Coez
10051,TR492170,Bassi Maestro
10052,TR492170,Polare
10053,TR492170,Esa
10054,TR221023,
10055,TR180813,Graziano Romani
10056,TR919504,
10057,TR414741,Maku Go
10058,TR628964,
10059,TR286229,
10060,TR926919,
10061,TR354320,Graziano Romani
10062,TR735740,
10063,TR598417,
10064,TR508764,
10065,TR883574,Jasmine (ITA)
10066,TR808243,Rival Capone
10067,TR808243,Esa
10068,TR808243,Nesli
10069,TR808243,Fabri Fibra
10070,TR678984,Shola Ama
10071,TR497745,
10072,TR324775,Sab Sista
10073,TR172763,
10074,TR124659,Bassi Maestro
10075,TR432016,
10076,TR991026,
10077,TR313049,Nesli
10078,TR601133,Irene Lamedica
10079,TR907045,
10080,TR103294,
10081,TR940732,
10082,TR670167,
10083,TR170037,
10084,TR618663,
10085,TR195148,Cirina
10086,TR195148,Maku Go
10087,TR135639,
10088,TR146052,
10089,TR836331,
10090,TR567681,Esa
10091,TR936292,Jasmine (ITA)
10092,TR911216,
10093,TR188543,
10094,TR123570,
10095,TR382106,
10096,TR885152,
10097,TR916110,
10098,TR539536,
10099,TR292998,
10100,TR591041,
10101,TR760658,
10102,TR648930,Onassis
10103,TR648930,G Quagliano
10104,TR496081,
10105,TR103312,
10106,TR758203,
10107,TR900786,
10108,TR171967,
10109,TR229788,Speaker Cenzou
10110,TR229788,Kay Bianco
10111,TR563938,
10112,TR685945,
10113,TR149413,
10114,TR441117,
10115,TR137616,Fabri Fibra
10116,TR570882,Nerone
10117,TR251318,Laura Bono
10118,TR984463,
10119,TR537337,J-Ax
10120,TR620271,
10121,TR141379,Sud Sound System
10122,TR141379,Tormento
10123,TR141379,Danti
10124,TR927639,
10125,TR195496,Sylvie Simbi
10126,TR936050,Chiara Grispo
10127,TR400077,
10128,TR165304,J-Ax
10129,TR487204,Danti
10130,TR865125,JV (ITA)
10131,TR883955,J-Ax
10132,TR883955,Jake La Furia
10133,TR271401,Fabri Fibra
10134,TR508589,Il Cile
10135,TR477503,Inoki
10136,TR888668,
10137,TR633807,
10138,TR141852,Elisa Rosselli
10139,TR449266,Elisa Rosselli
10140,TR676300,J-Ax
10141,TR514825,
10142,TR260727,
10143,TR492444,
10144,TR707306,
10145,TR507811,Marco Masini
10146,TR754273,
10147,TR566794,
10148,TR130325,
10149,TR194535,
10150,TR538761,
10151,TR203439,
10152,TR555549,
10153,TR419515,Inoki
10154,TR419515,VSA 051
10155,TR890090,
10156,TR825873,
10157,TR963782,
10158,TR679183,
10159,TR724769,Vacca
10160,TR125984,
10161,TR570716,
10162,TR547213,Tormento
10163,TR752863,
10164,TR659199,
10165,TR267791,Raige
10166,TR892618,
10167,TR383303,
10168,TR133859,Shade
10169,TR384929,
10170,TR586664,Danti
10171,TR766588,
10172,TR248028,
10173,TR265774,Niky Savage
10174,TR142991,Artie 5ive
10175,TR541255,Tony Boy
10176,TR541255,thasup
10177,TR412568,
10178,TR752302,Lazza
10179,TR733342,Guè
10180,TR659740,
10181,TR175357,Sillyelly
10182,TR105127,
10183,TR480999,
10184,TR204356,Sfera Ebbasta
10185,TR360732,
10186,TR949585,
10187,TR277298,Lazza
10188,TR967416,
10189,TR377875,
10190,TR477266,Tony Effe
10191,TR112231,Guè
10192,TR647157,
10193,TR696704,Capo Plaza
10194,TR255297,
10195,TR665122,
10196,TR659788,MamboLosco
10197,TR912958,
10198,TR437637,Rondodasosa
10199,TR714029,
10200,TR244054,
10201,TR532659,
10202,TR256110,
10203,TR575358,
10204,TR337040,
10205,TR670451,
10206,TR389267,Slings
10207,TR383439,
10208,TR363330,
10209,TR658493,
10210,TR523384,
10211,TR108085,
10212,TR869398,
10213,TR797255,Shiva
10214,TR926311,
10215,TR705352,
10216,TR139477,Nerissima Serpe
10217,TR346016,Kuremino
10218,TR346016,Nerissima Serpe
10219,TR865523,Nerissima Serpe
10220,TR334523,
10221,TR606179,Artie 5ive
10222,TR441110,Tony Boy
10223,TR236523,
10224,TR905149,
10225,TR644905,
10226,TR385636,Kevin Mopao
10227,TR859369,
10228,TR514963,Guè
10229,TR514963,Rasty Kilo
10230,TR491553,Tony Boy
10231,TR442053,
10232,TR843669,
10233,TR325269,
10234,TR580830,
10235,TR327841,
10236,TR420971,
10237,TR791935,
10238,TR111911,
10239,TR452763,Artie 5ive
10240,TR825451,
10241,TR751693,
10242,TR164881,
10243,TR898976,
10244,TR363071,Rasty Kilo
10245,TR746933,
10246,TR476680,Kuremino
10247,TR476680,Rhove
10248,TR471837,
10249,TR157398,
10250,TR947154,
10251,TR366709,
10252,TR610888,
10253,TR978442,
10254,TR673485,
10255,TR543951,
10256,TR984197,
10257,TR235215,
10258,TR445107,
10259,TR724302,Astro (ITA)
10260,TR610750,
10261,TR397236,
10262,TR448119,
10263,TR216132,
10264,TR119361,
10265,TR398941,
10266,TR148206,
10267,TR170594,
10268,TR417535,Cixi
10269,TR816264,
10270,TR778907,
10271,TR240588,
10272,TR337193,Wayne
10273,TR337193,Pyrex (ITA)
10274,TR774407,
10275,TR269349,
10276,TR144506,Tony Effe
10277,TR873487,
10278,TR588211,Lo Stato Sociale
10279,TR955525,
10280,TR109208,TY1
10281,TR551322,
10282,TR513271,
10283,TR978319,
10284,TR918965,
10285,TR913822,
10286,TR835956,
10287,TR963242,
10288,TR974411,The Kolors
10289,TR343085,
10290,TR519016,Danien
10291,TR415789,Jacopo Èt
10292,TR217190,
10293,TR458005,Highsnob
10294,TR951474,G.bit
10295,TR973430,
10296,TR708868,
10297,TR318122,
10298,TR373731,
10299,TR653811,
10300,TR551075,
10301,TR877958,
10302,TR776963,
10303,TR978183,
10304,TR312416,
10305,TR457996,Rokas
10306,TR950768,
10307,TR362099,
10308,TR430552,
10309,TR794750,
10310,TR102539,
10311,TR496627,Lazza
10312,TR496627,Nitro
10313,TR496627,Hell Raton
10314,TR496627,Jack The Smoker
10315,TR651121,
10316,TR688381,Salmo
10317,TR634011,Jake La Furia
10318,TR988504,
10319,TR856673,
10320,TR936547,Vegas Jones
10321,TR434101,
10322,TR896862,Lexotan
10323,TR846681,Lazza
10324,TR132998,Gianni Bismark
10325,TR506220,Gemitaiz
10326,TR298008,
10327,TR827910,
10328,TR676278,MadMan
10329,TR676278,Mattak
10330,TR867932,
10331,TR775792,
10332,TR165345,
10333,TR157019,thasup
10334,TR593744,G.bit
10335,TR981351,Jack The Smoker
10336,TR496114,Fabri Fibra
10337,TR689560,
10338,TR188071,MadMan
10339,TR176304,
10340,TR670348,
10341,TR736435,
10342,TR551765,Jack The Smoker
10343,TR437322,
10344,TR541242,
10345,TR546195,Jack The Smoker
10346,TR666759,
10347,TR628821,Nitro
10348,TR291001,Shade
10349,TR127885,Shiva
10350,TR659083,
10351,TR936769,Filippo Giardina
10352,TR913389,
10353,TR785589,
10354,TR328065,Iang Riky
10355,TR747124,
10356,TR441390,Luana Faiv
10357,TR741334,Lexotan
10358,TR581615,Diss Gacha
10359,TR684343,J Balvin
10360,TR684343,Geolier
10361,TR179817,
10362,TR512028,
10363,TR807733,Disme
10364,TR807733,Vaz Tè
10365,TR473713,
10366,TR408506,
10367,TR862326,
10368,TR677448,
10369,TR157102,
10370,TR309839,
10371,TR373525,
10372,TR713277,
10373,TR100595,nayt
10374,TR460349,Jack The Smoker
10375,TR413854,Kira (ITA)
10376,TR413854,Mostro
10377,TR787142,
10378,TR207518,
10379,TR912837,
10380,TR660656,
10381,TR528881,Sayf
10382,TR563281,Giovane Feddini
10383,TR923216,ENRI
10384,TR972984,
10385,TR457224,Drast
10386,TR270698,Rosolo Roso
10387,TR258599,
10388,TR770339,
10389,TR775051,Ensi
10390,TR775051,Nerone
10391,TR611291,Lexotan
10392,TR857391,Vaz Tè
10393,TR341271,
10394,TR102300,Dani Caldes
10395,TR102300,Lexotan
10396,TR876575,Chakra
10397,TR876575,Yung Snapp
10398,TR287797,
10399,TR867226,Marte (ITA)
10400,TR514516,
10401,TR266222,Tony 2Milli
10402,TR497646,
10403,TR913147,
10404,TR170339,Leon Faun
10405,TR790354,
10406,TR990503,
10407,TR708209,Pyrex (ITA)
10408,TR475477,
10409,TR255607,
10410,TR955387,
10411,TR844447,Vegas Jones
10412,TR167885,
10413,TR932860,
10414,TR194543,
10415,TR147182,
10416,TR169638,
10417,TR326327,Olly
10418,TR363431,
10419,TR354465,
10420,TR200420,FreshMula
10421,TR200420,18K
10422,TR217043,Little G
10423,TR217043,Paro Laser
10424,TR217043,Pitto Stail
10425,TR217043,Guezz
10426,TR198162,
10427,TR879376,
10428,TR652528,Iang Riky
10429,TR810780,Tommy Boy
10430,TR796703,Emis Killa
10431,TR329512,
10432,TR172760,BLAZE BYG
10433,TR172760,Strage
10434,TR136339,KKRISNA
10435,TR136339,Johnny Marsiglia
10436,TR697492,KKRISNA
10437,TR719027,DAYTONA KK
10438,TR793725,Gianni Bismark
10439,TR991366,Gemitaiz
10440,TR550425,
10441,TR726896,Silent Bob
10442,TR533699,Francis La Potencia
10443,TR533699,Disme
10444,TR403209,Frezza
10445,TR224164,
10446,TR283256,Axos
10447,TR206945,VillaBanks
10448,TR513575,Samuel Costa
10449,TR896427,
10450,TR120166,
10451,TR584372,
10452,TR283606,Suspect CB
10453,TR273952,
10454,TR834815,
10455,TR288990,Remmy
10456,TR191109,
10457,TR142229,Lexotan
10458,TR189245,Salmo
10459,TR582556,ENRI
10460,TR582556,Nitro
10461,TR888932,
10462,TR944458,
10463,TR301179,
10464,TR566313,
10465,TR683373,Vale Lambo
10466,TR323908,
10467,TR677246,Angelina Mango
10468,TR567405,
10469,TR302241,
10470,TR881820,
10471,TR897627,
10472,TR372389,
10473,TR530309,
10474,TR843616,CLARA
10475,TR294253,Federica Abbate
10476,TR300940,
10477,TR586281,
10478,TR880320,
10479,TR660129,
10480,TR503071,
10481,TR607705,
10482,TR800597,
10483,TR368039,
10484,TR529084,NSTASIA
10485,TR889664,
10486,TR258260,Lazza
10487,TR258260,Dani Faiv
10488,TR258260,Nitro
10489,TR495309,
10490,TR865242,Nitro
10491,TR865242,Axos
10492,TR558830,Gemitaiz
10493,TR558830,MadMan
10494,TR475361,
10495,TR438032,Fabri Fibra
10496,TR497887,MadMan
10497,TR697231,
10498,TR229593,Dope D.O.D.
10499,TR699631,
10500,TR992456,Noyz Narcos
10501,TR889812,
10502,TR251774,Rose Villain
10503,TR151076,Marracash
10504,TR115357,
10505,TR983093,
10506,TR937385,
10507,TR659466,Slait
10508,TR659466,Hell Raton
10509,TR659466,En?gma
10510,TR489913,
10511,TR230099,Sfera Ebbasta
10512,TR712783,Travis Barker
10513,TR712783,Victor Kwality
10514,TR906000,
10515,TR277555,
10516,TR379843,
10517,TR278718,Marracash
10518,TR179140,
10519,TR321344,Shari
10520,TR128853,
10521,TR517775,Kid Yugi
10522,TR739262,Coez
10523,TR581546,
10524,TR303647,
10525,TR602351,
10526,TR744642,
10527,TR524546,
10528,TR447352,
10529,TR783954,
10530,TR434095,Travis Barker
10531,TR999677,
10532,TR438094,Guè
10533,TR282711,
10534,TR696004,
10535,TR873456,
10536,TR604557,
10537,TR407552,
10538,TR881600,Nitro
10539,TR564421,
10540,TR863929,Nitro
10541,TR507535,
10542,TR723361,
10543,TR307956,
10544,TR379375,Coez
10545,TR379375,Frah Quintale
10546,TR895862,Par-T-One
10547,TR604227,
10548,TR942500,
10549,TR213399,
10550,TR821449,
10551,TR528001,
10552,TR456302,Noyz Narcos
10553,TR326045,
10554,TR627866,
10555,TR194119,
10556,TR952878,
10557,TR132420,
10558,TR356294,
10559,TR600680,
10560,TR883266,
10561,TR873973,
10562,TR890407,
10563,TR797818,
10564,TR710638,MezzoSangue
10565,TR221293,
10566,TR606632,Slait
10567,TR381734,
10568,TR112853,Lazza
10569,TR158759,
10570,TR296222,
10571,TR291803,
10572,TR914291,
10573,TR219585,Navigator
10574,TR341973,
10575,TR155644,
10576,TR950751,
10577,TR148955,Kaos
10578,TR846355,
10579,TR265242,
10580,TR441285,
10581,TR882991,
10582,TR395964,
10583,TR450447,
10584,TR140205,
10585,TR880476,
10586,TR473254,
10587,TR907460,
10588,TR789695,
