TextCodePK,N_Sentences,N_Tokens,Char_Per_Tok,Avg_Token_Per_Clause,Is_Explicit
2384,109.0,670.0,3.9305555556,7.8823529412,0
2385,66.0,574.0,4.2740740741,6.1063829787,1
2386,74.0,462.0,4.0759803922,7.8305084746,0
2387,52.0,473.0,4.2766884532,5.1978021978,1
2388,41.0,402.0,3.4987341772,13.8620689655,0
2389,83.0,799.0,3.9336158192,6.7711864407,1
2390,46.0,402.0,3.7694300518,4.6206896552,0
2391,21.0,200.0,4.3977900552,7.4074074074,0
2392,22.0,191.0,3.9438202247,11.2352941176,1
2393,44.0,402.0,3.9393063584,7.1785714286,0
2394,65.0,546.0,4.2494969819,7.28,1
2395,54.0,472.0,4.1867612293,6.4657534247,1
2396,17.0,144.0,4.3521126761,6.0,0
2397,62.0,669.0,3.9413735343,6.027027027,0
2398,55.0,505.0,3.9078651685,5.8045977011,1
2399,50.0,519.0,3.9933774834,7.7462686567,1
2400,204.0,1759.0,3.9260780287,7.2386831276,1
2401,75.0,408.0,3.8481675393,5.5890410959,0
2402,88.0,741.0,4.1656050955,4.94,1
2403,103.0,680.0,4.0407523511,5.8620689655,1
2404,97.0,680.0,3.9314641745,3.9306358382,1
2405,72.0,547.0,3.8170974155,3.9071428571,1
2406,88.0,575.0,3.8330275229,5.6930693069,1
2407,108.0,1044.0,4.0943005181,6.525,1
2408,100.0,853.0,4.3888888889,6.1811594203,1
2409,33.0,236.0,5.7738693467,6.7428571429,0
2410,38.0,329.0,4.4757281553,6.58,0
2411,32.0,312.0,3.9706840391,6.0,0
2412,64.0,638.0,4.1241258741,6.5773195876,1
2413,61.0,548.0,4.1533980583,6.1573033708,0
2414,67.0,511.0,3.9361277445,5.6777777778,1
2415,70.0,693.0,3.980861244,5.6341463415,1
2416,106.0,994.0,4.1238839286,7.6461538462,1
2417,62.0,540.0,3.8861788618,6.2068965517,0
2418,50.0,503.0,4.0186335404,6.9861111111,1
2419,87.0,594.0,3.832412523,5.1206896552,0
2420,76.0,729.0,3.8774928775,6.3947368421,1
2421,69.0,687.0,3.9201277955,9.676056338,1
2422,47.0,473.0,3.7380410023,6.9558823529,1
2423,58.0,497.0,3.7960088692,5.6477272727,0
2424,81.0,604.0,3.9156626506,5.5925925926,0
2425,79.0,697.0,3.9086757991,6.6380952381,1
2426,94.0,660.0,3.8547297297,7.5,1
2427,77.0,613.0,3.9184397163,5.7830188679,1
2428,24.0,149.0,5.3534482759,7.8421052632,1
2429,57.0,559.0,3.8683693517,5.5346534653,0
2430,51.0,505.0,4.0997830803,6.8243243243,1
2431,60.0,512.0,3.6139240506,6.1686746988,1
2432,57.0,454.0,4.3689095128,5.4047619048,1
2433,62.0,516.0,3.88794926,5.2653061224,1
2434,74.0,698.0,3.8679549114,6.523364486,1
2435,67.0,585.0,3.883424408,7.1341463415,1
2436,32.0,314.0,4.0209059233,5.6071428571,1
2437,55.0,581.0,3.7660377358,6.1808510638,1
2438,70.0,538.0,4.2763915547,6.4047619048,0
2439,62.0,563.0,4.2286902287,7.3116883117,0
2440,52.0,444.0,4.3853658537,6.9375,1
2441,70.0,700.0,3.9753466872,7.0,1
2442,63.0,504.0,3.8991416309,5.4193548387,1
2443,84.0,712.0,3.6355140187,7.9111111111,1
2444,66.0,607.0,4.1132075472,6.7444444444,0
2445,56.0,542.0,3.8235294118,5.956043956,1
2446,45.0,422.0,3.8151260504,10.8205128205,1
2447,55.0,465.0,3.7746835443,5.2840909091,0
2448,64.0,525.0,3.5360169492,7.0945945946,0
2449,55.0,500.0,4.0630841121,6.9444444444,1
2450,77.0,594.0,3.8351851852,6.0,1
2451,137.0,1256.0,4.0983463882,7.1363636364,1
2452,63.0,519.0,3.8411764706,6.5696202532,0
2453,93.0,898.0,3.845323741,5.1022727273,1
2454,66.0,577.0,3.772556391,7.5921052632,1
2455,30.0,278.0,3.9813432836,5.1481481481,1
2456,78.0,712.0,4.25,6.0338983051,1
2457,70.0,647.0,3.9117117117,8.7432432432,1
2458,66.0,592.0,4.0883458647,5.8613861386,0
2459,75.0,627.0,4.056122449,4.7142857143,1
2460,73.0,578.0,4.1101083032,5.78,1
2461,77.0,509.0,4.2554112554,6.9726027397,1
2462,63.0,580.0,4.3745098039,6.5909090909,1
2463,98.0,798.0,4.4768310912,5.25,1
2464,68.0,766.0,3.6692426584,5.8473282443,0
2465,47.0,324.0,4.0032258065,6.612244898,0
2466,25.0,233.0,3.8676470588,5.0652173913,1
2467,59.0,519.0,3.6639004149,5.8314606742,0
2468,38.0,377.0,4.147632312,6.2833333333,1
2469,54.0,503.0,4.2821052632,5.2947368421,0
2470,73.0,649.0,3.9640522876,5.6929824561,0
2471,60.0,468.0,3.7754137116,8.2105263158,1
2472,43.0,531.0,4.0931174089,6.1744186047,1
2473,82.0,721.0,3.8263473054,5.5461538462,1
2474,48.0,308.0,4.4074074074,7.7,0
2475,59.0,519.0,3.9225941423,7.4142857143,1
2476,76.0,590.0,4.0751748252,5.0,1
2477,22.0,211.0,4.0966183575,5.7027027027,1
2478,80.0,632.0,4.0633802817,6.5833333333,1
2479,62.0,413.0,4.7857142857,8.26,1
2480,32.0,292.0,3.7160493827,8.8484848485,0
2481,20.0,219.0,4.0336538462,5.9189189189,0
2482,35.0,302.0,3.9777777778,5.8076923077,1
2483,19.0,132.0,3.6145833333,8.25,1
2484,69.0,636.0,4.2093862816,8.7123287671,1
2485,61.0,546.0,4.2634854772,6.6585365854,1
2486,68.0,602.0,3.9756097561,6.3368421053,0
2487,29.0,269.0,3.5338983051,6.4047619048,1
2488,69.0,533.0,3.9595959596,9.5178571429,1
2489,22.0,172.0,4.8588235294,6.3703703704,0
2490,62.0,576.0,4.0970464135,7.4805194805,1
2491,64.0,531.0,4.1544715447,5.5894736842,0
2492,57.0,426.0,4.5710723192,5.3924050633,0
2493,64.0,618.0,3.9853747715,7.4457831325,1
2494,41.0,385.0,4.3213213213,6.3114754098,0
2495,92.0,598.0,4.1086142322,4.5648854962,0
2496,55.0,429.0,4.0463917526,6.8095238095,1
2497,68.0,599.0,4.0826923077,7.4875,1
2498,52.0,447.0,3.8567901235,5.7307692308,0
2499,45.0,371.0,4.1833810888,7.5714285714,1
2500,56.0,396.0,3.8685714286,8.8,1
2501,50.0,434.0,3.8768844221,5.425,1
2502,86.0,715.0,4.2063253012,7.688172043,1
2503,67.0,620.0,3.7981308411,8.1578947368,1
2504,53.0,395.0,3.8853333333,4.6470588235,0
2505,109.0,854.0,3.868286445,4.2277227723,1
2506,5.0,27.0,3.96,27.0,0
2507,12.0,133.0,4.2123893805,8.8666666667,1
2508,16.0,107.0,3.8192771084,13.375,1
2509,78.0,702.0,3.9954268293,7.8,1
2510,64.0,560.0,3.9042769857,7.8873239437,1
2511,77.0,670.0,3.9744816587,7.1276595745,1
2512,91.0,745.0,4.1397515528,6.4224137931,1
2513,69.0,630.0,4.4018348624,7.1590909091,1
2514,61.0,540.0,3.9168399168,7.9411764706,1
2515,73.0,702.0,3.99375,7.2371134021,1
2516,67.0,589.0,4.1152993348,10.1551724138,1
2517,76.0,682.0,3.8551401869,5.731092437,1
2518,93.0,1337.0,4.0467111535,7.9583333333,1
2519,71.0,641.0,4.0729335494,6.0471698113,0
2520,67.0,439.0,4.3164556962,6.1830985915,0
2521,59.0,569.0,3.9269911504,4.7024793388,0
2522,67.0,517.0,4.7444444444,16.6774193548,1
2523,89.0,948.0,3.8302872063,12.64,1
2524,98.0,517.0,4.1768292683,7.7164179104,1
2525,41.0,329.0,4.3663366337,6.7142857143,0
2526,51.0,427.0,4.8199356913,10.4146341463,1
2527,67.0,621.0,3.8606557377,8.7464788732,1
2528,61.0,638.0,4.8676470588,8.7397260274,0
2529,41.0,452.0,4.1151832461,7.1746031746,0
2530,111.0,1070.0,3.9012738854,6.9480519481,1
2531,104.0,662.0,4.5491990847,31.5238095238,1
2532,50.0,298.0,4.3924528302,6.6222222222,1
2533,50.0,355.0,4.5446153846,6.6981132075,0
2534,98.0,798.0,3.9943661972,6.1384615385,1
2535,64.0,598.0,4.4642857143,8.1917808219,1
2536,87.0,647.0,3.9403846154,5.6754385965,1
2537,71.0,493.0,4.4,7.5846153846,1
2538,75.0,635.0,4.1196581197,5.474137931,0
2539,92.0,1020.0,4.2057074911,10.9677419355,1
2540,52.0,442.0,4.229468599,6.8,1
2541,56.0,418.0,4.4469135802,6.9666666667,0
2542,139.0,1053.0,4.2022244692,8.0381679389,1
2543,78.0,848.0,3.8286604361,13.9016393443,1
2544,44.0,376.0,3.863372093,6.3728813559,0
2545,17.0,154.0,3.9057971014,7.3333333333,0
2546,47.0,411.0,4.2928039702,4.724137931,1
2547,80.0,557.0,4.0,5.1574074074,1
2548,83.0,692.0,4.1499176277,8.7594936709,1
2549,64.0,381.0,4.2225352113,14.6538461538,0
2550,114.0,1018.0,4.0299334812,9.6952380952,1
2551,71.0,664.0,3.8550247117,5.5798319328,1
2552,51.0,360.0,4.247761194,6.3157894737,1
2553,81.0,756.0,4.0372093023,10.5,1
2554,39.0,265.0,4.1233480176,6.7948717949,0
2555,96.0,864.0,4.1498127341,8.64,1
2556,63.0,523.0,4.2419354839,6.0114942529,0
2557,136.0,1263.0,3.9315188762,6.1310679612,1
2558,72.0,426.0,4.2176165803,10.9230769231,0
2559,132.0,952.0,4.4298245614,7.4960629921,1
2560,68.0,637.0,4.1147826087,7.7682926829,1
2561,101.0,810.0,3.9818417639,6.5322580645,1
2562,97.0,747.0,4.1390532544,8.5862068966,1
2563,101.0,839.0,3.7686170213,6.2611940299,1
2564,57.0,495.0,3.7727272727,7.0714285714,0
2565,55.0,508.0,3.9888392857,11.5454545455,1
2566,56.0,651.0,3.7459749553,6.2,1
2567,62.0,520.0,4.061784897,6.265060241,1
2568,121.0,1035.0,4.2033023736,8.625,1
2569,107.0,918.0,3.9165687427,6.0794701987,1
2570,74.0,583.0,4.0018248175,7.5714285714,1
2571,113.0,925.0,3.9850402762,7.5203252033,1
2572,55.0,527.0,3.9014084507,6.8441558442,0
2573,78.0,618.0,4.0814940577,6.8666666667,1
2574,54.0,441.0,4.3144963145,9.0,0
2575,64.0,590.0,4.0253164557,8.5507246377,1
2576,83.0,780.0,3.9292649098,7.0909090909,1
2577,60.0,567.0,4.5157480315,5.9684210526,1
2578,45.0,355.0,4.4896755162,6.2280701754,0
2579,91.0,741.0,4.0533333333,5.880952381,1
2580,51.0,421.0,4.4593908629,5.9295774648,1
2581,79.0,699.0,4.0354938272,6.4722222222,1
2582,55.0,456.0,4.0843373494,11.1219512195,1
2583,21.0,137.0,4.1595744681,45.6666666667,1
2584,51.0,571.0,4.2115812918,8.1571428571,1
2585,64.0,650.0,4.1717687075,7.0652173913,1
2586,83.0,769.0,4.0357142857,7.0550458716,1
2587,59.0,485.0,4.2813852814,6.9285714286,0
2588,68.0,524.0,4.1774891775,9.5272727273,1
2589,71.0,506.0,4.354969574,6.7466666667,1
2590,70.0,789.0,3.9256329114,6.686440678,1
2591,81.0,707.0,4.154311649,6.3693693694,1
2592,46.0,377.0,4.1717791411,6.9814814815,1
2593,80.0,713.0,4.1263157895,6.3660714286,1
2594,86.0,736.0,3.8877245509,8.8674698795,1
2595,66.0,493.0,3.9933333333,5.2446808511,1
2596,29.0,239.0,4.0917431193,5.5581395349,1
2597,87.0,776.0,4.2578444748,6.747826087,1
2598,52.0,430.0,4.2155388471,12.2857142857,1
2599,81.0,599.0,4.1118881119,7.8815789474,1
2600,54.0,487.0,4.0397350993,7.609375,1
2601,65.0,493.0,4.4363256785,6.1625,1
2602,77.0,650.0,4.1993670886,6.5,1
2603,53.0,382.0,4.8927613941,6.701754386,0
2604,48.0,426.0,4.0257731959,9.4666666667,1
2605,65.0,585.0,4.2661870504,6.4285714286,1
2606,79.0,669.0,4.0396196513,5.2265625,0
2607,69.0,584.0,4.2777777778,5.4074074074,1
2608,80.0,646.0,4.1227786753,7.6,0
2609,92.0,704.0,4.4366666667,11.7333333333,1
2610,93.0,780.0,3.9847792998,7.6470588235,1
2611,75.0,578.0,4.1141804788,8.5,1
2612,72.0,512.0,4.1844863732,6.8266666667,1
2613,101.0,1007.0,3.6401345291,5.994047619,1
2614,37.0,287.0,4.1596958175,5.3148148148,1
2615,57.0,420.0,4.6505376344,8.5714285714,0
2616,43.0,341.0,4.0216049383,6.3148148148,0
2617,98.0,1064.0,4.0261066969,7.7101449275,1
2618,70.0,606.0,4.3367697595,9.1818181818,1
2619,70.0,575.0,4.0977011494,8.2142857143,1
2620,60.0,490.0,4.2723404255,6.2820512821,1
2621,53.0,428.0,3.7994858612,8.0754716981,1
2622,38.0,410.0,4.6558603491,5.5405405405,0
2623,44.0,493.0,4.0623556582,8.2166666667,1
2624,37.0,330.0,3.7820069204,8.6842105263,1
2625,76.0,555.0,4.2421441774,6.0326086957,1
2626,102.0,873.0,4.283062645,4.7445652174,1
2627,15.0,116.0,4.0275229358,11.6,0
2628,67.0,591.0,4.0150659134,7.1204819277,1
2629,54.0,430.0,4.2160194175,8.1132075472,0
2630,36.0,271.0,4.4352941176,10.4230769231,1
2631,85.0,550.0,4.1845841785,10.0,0
2632,81.0,603.0,4.360915493,5.4818181818,1
2633,43.0,329.0,4.5641025641,6.8541666667,0
2634,25.0,226.0,3.7305699482,13.2941176471,0
2635,64.0,567.0,4.0396226415,6.6705882353,1
2636,50.0,436.0,4.2925659472,7.7857142857,1
2637,74.0,471.0,3.702764977,7.85,1
2638,23.0,228.0,3.8134715026,17.5384615385,1
2639,30.0,239.0,4.0444444444,8.5357142857,1
2640,61.0,515.0,3.932059448,7.803030303,1
2641,96.0,754.0,4.0217983651,6.2314049587,1
2642,79.0,691.0,3.9248466258,6.6442307692,1
2643,38.0,311.0,4.1809210526,8.4054054054,1
2644,28.0,190.0,4.4244186047,8.6363636364,1
2645,36.0,244.0,4.231092437,6.4210526316,0
2646,47.0,433.0,4.1875,6.765625,1
2647,100.0,786.0,4.4528571429,6.2380952381,1
2648,41.0,318.0,4.1349480969,7.2272727273,1
2649,90.0,520.0,5.031496063,5.4166666667,0
2650,76.0,617.0,4.5952782462,7.3452380952,1
2651,57.0,677.0,3.987281399,6.9081632653,1
2652,51.0,377.0,4.2231404959,5.5441176471,1
2653,18.0,171.0,4.1342281879,10.0588235294,0
2654,68.0,597.0,4.6144781145,6.0918367347,1
2655,50.0,441.0,3.8257575758,6.890625,1
2656,53.0,477.0,4.2788671024,5.6117647059,1
2657,55.0,489.0,3.9703872437,7.8870967742,1
2658,105.0,850.0,4.2244655582,5.7046979866,1
2659,36.0,235.0,5.9527896996,13.0555555556,0
2660,76.0,508.0,4.1461187215,9.0714285714,1
2661,20.0,158.0,4.6688311688,6.5833333333,0
2662,52.0,414.0,4.9076086957,9.8571428571,1
2663,51.0,418.0,4.3350253807,7.4642857143,0
2664,75.0,679.0,4.1535947712,8.2804878049,1
2665,51.0,418.0,4.3350253807,7.4642857143,0
2666,104.0,912.0,4.2247324614,7.0153846154,1
2667,84.0,652.0,4.5235294118,13.5833333333,0
2668,2.0,4.0,5.0,0.0,0
2669,15.0,133.0,4.2109375,12.0909090909,0
2670,92.0,752.0,3.9392592593,8.6436781609,1
2671,62.0,509.0,4.1635220126,6.6973684211,1
2672,57.0,539.0,4.1498929336,12.25,1
2673,56.0,510.0,4.1481481481,5.7954545455,0
2674,55.0,393.0,4.3097112861,6.6610169492,1
2675,68.0,408.0,4.1630434783,7.4181818182,1
2676,10.0,61.0,4.4444444444,5.0833333333,1
2677,72.0,312.0,5.0709219858,8.4324324324,1
2678,87.0,709.0,4.0679012346,5.4538461538,0
2679,61.0,573.0,4.437007874,6.8214285714,1
2680,107.0,650.0,4.0048622366,6.1320754717,1
2681,103.0,723.0,3.9159021407,6.5135135135,1
2682,99.0,475.0,4.6842105263,5.3370786517,1
2683,21.0,216.0,4.4009661836,4.6956521739,0
2684,136.0,476.0,4.3991507431,5.2888888889,1
2685,172.0,666.0,4.3804347826,4.2151898734,1
2686,100.0,492.0,4.2691511387,6.4736842105,1
2687,109.0,455.0,4.0887850467,5.2906976744,1
2688,65.0,551.0,4.0163265306,6.4823529412,1
2689,151.0,613.0,3.9732313576,7.4756097561,1
2690,138.0,490.0,4.7303609342,5.8333333333,0
2691,84.0,386.0,4.2818428184,5.9384615385,1
2692,61.0,449.0,4.0428571429,5.7564102564,0
2693,62.0,556.0,4.3893280632,9.4237288136,0
2694,1.0,5.0,8.5,0.0,0
2695,70.0,573.0,3.8227848101,6.5862068966,1
2696,70.0,431.0,4.0194647202,6.6307692308,1
2697,105.0,1014.0,3.8680628272,6.9931034483,1
2698,47.0,425.0,3.9828080229,10.119047619,1
2699,106.0,842.0,4.0,5.8881118881,1
2700,52.0,540.0,3.8640167364,9.3103448276,0
2701,72.0,733.0,3.8111658456,10.7794117647,1
2702,53.0,561.0,4.1663244353,8.0142857143,1
2703,75.0,773.0,3.8824404762,10.3066666667,1
2704,73.0,608.0,3.957337884,5.1965811966,1
2705,68.0,752.0,4.2030201342,9.7662337662,1
2706,90.0,911.0,4.0281329923,7.3467741935,1
2707,79.0,800.0,3.9911373708,8.6956521739,1
2708,55.0,372.0,4.1448863636,5.552238806,0
2709,56.0,637.0,3.9022140221,8.2727272727,1
2710,44.0,417.0,4.2656716418,10.1707317073,1
2711,83.0,853.0,4.1605744125,6.9918032787,1
2712,58.0,592.0,3.7591093117,8.9696969697,1
2713,56.0,433.0,3.9095238095,4.8111111111,1
2714,51.0,525.0,4.1002277904,8.4677419355,1
2715,70.0,704.0,4.0239316239,13.5384615385,1
2716,79.0,528.0,4.3829321663,6.1395348837,1
2717,52.0,542.0,3.6666666667,7.6338028169,1
2718,96.0,738.0,4.1857585139,6.0991735537,0
2719,33.0,358.0,3.8209459459,8.7317073171,1
2720,55.0,630.0,3.8862745098,11.8867924528,1
2721,46.0,486.0,3.9014084507,8.5263157895,0
2722,53.0,487.0,3.8452380952,8.5438596491,1
2723,50.0,528.0,4.3111111111,9.6,1
2724,53.0,600.0,3.7221052632,10.9090909091,1
2725,67.0,573.0,4.1666666667,5.3055555556,1
2726,88.0,719.0,3.9271317829,7.4895833333,0
2727,50.0,540.0,4.0193548387,5.6842105263,1
2728,55.0,525.0,3.8215859031,6.0344827586,0
2729,52.0,574.0,3.962962963,7.2658227848,1
2730,39.0,399.0,3.9786666667,5.1818181818,0
2731,56.0,570.0,4.2592592593,8.90625,1
2732,31.0,264.0,4.0675675676,7.7647058824,0
2733,69.0,811.0,4.1983695652,6.1439393939,0
2734,63.0,637.0,3.755,4.9379844961,0
2735,66.0,619.0,4.2273730684,15.0975609756,1
2736,57.0,572.0,4.0211132438,6.085106383,1
2737,76.0,737.0,3.9184615385,6.7,1
2738,53.0,423.0,4.1839378238,6.9344262295,1
2739,66.0,667.0,3.8886894075,9.2638888889,1
2740,77.0,529.0,3.8430583501,5.9438202247,1
2741,74.0,772.0,4.0014326648,7.72,1
2742,38.0,347.0,4.1212121212,9.1315789474,1
2743,60.0,595.0,3.8611111111,6.6853932584,1
2744,63.0,450.0,3.8747099768,6.338028169,1
2745,84.0,753.0,3.9233038348,6.4358974359,1
2746,67.0,355.0,4.7104477612,6.6981132075,0
2747,78.0,666.0,3.8929765886,6.4660194175,1
2748,73.0,463.0,4.022675737,5.6463414634,0
2749,55.0,453.0,4.2657342657,5.3928571429,0
2750,64.0,491.0,4.1126760563,9.4423076923,1
2751,61.0,523.0,3.832,6.7922077922,1
2752,83.0,719.0,4.0203442879,7.5684210526,1
2753,44.0,310.0,3.9429530201,7.0454545455,0
2754,70.0,773.0,3.9100775194,6.5508474576,1
2755,76.0,646.0,3.9037162162,4.3945578231,1
2756,72.0,646.0,4.0231788079,8.5,1
2757,44.0,491.0,3.9891067538,5.0102040816,1
2758,46.0,402.0,4.1131578947,6.7,1
2759,70.0,768.0,3.9392971246,7.8367346939,1
2760,47.0,464.0,4.5855855856,6.1866666667,1
2761,187.0,1253.0,4.0238095238,7.2011494253,1
2762,43.0,489.0,4.1778846154,7.2985074627,1
2763,43.0,392.0,4.1794871795,7.5384615385,1
2764,52.0,519.0,3.8832271762,8.9482758621,0
2765,59.0,412.0,4.0824742268,5.4210526316,1
2766,95.0,581.0,3.9509632224,5.1415929204,0
2767,49.0,311.0,3.937716263,7.775,1
2768,50.0,393.0,4.0821529745,5.1710526316,0
2769,62.0,404.0,3.8387978142,6.7333333333,0
2770,40.0,300.0,4.049122807,5.7692307692,1
2771,41.0,285.0,4.4472727273,5.2777777778,0
2772,54.0,251.0,3.9678714859,5.7045454545,1
2773,49.0,243.0,3.9437229437,4.6730769231,0
2774,65.0,656.0,3.9288389513,6.1886792453,1
2775,42.0,310.0,4.3645833333,5.3448275862,1
2776,74.0,382.0,4.6327077748,6.262295082,1
2777,38.0,360.0,3.8259587021,4.1860465116,0
2778,39.0,220.0,4.6313364055,7.3333333333,1
2779,67.0,336.0,4.6747720365,6.0,0
2780,37.0,216.0,4.3170731707,7.2,1
2781,68.0,402.0,4.4221635884,5.5068493151,0
2782,45.0,390.0,3.9073569482,3.9393939394,0
2783,38.0,285.0,4.2572463768,4.8305084746,1
2784,56.0,370.0,4.0171428571,8.6046511628,1
2785,41.0,281.0,4.5813953488,5.5098039216,1
2786,62.0,687.0,3.9330985915,5.7731092437,0
2787,42.0,430.0,3.9555555556,6.3235294118,0
2788,70.0,364.0,3.9712643678,7.5833333333,1
2789,51.0,444.0,3.8200514139,5.2857142857,0
2790,43.0,274.0,3.6332046332,7.2105263158,0
2791,39.0,381.0,3.9301075269,5.2191780822,0
2792,78.0,456.0,3.8466819222,6.6086956522,0
2793,96.0,408.0,3.617721519,7.6981132075,1
2794,44.0,435.0,3.4030769231,6.5909090909,1
2795,63.0,572.0,3.593814433,5.0175438596,0
2796,47.0,368.0,3.5240793201,13.6296296296,0
2797,47.0,356.0,3.987012987,13.1851851852,0
2798,64.0,562.0,3.3092269327,22.48,0
2799,63.0,488.0,3.8217821782,7.0724637681,0
2800,34.0,360.0,3.7441176471,20.0,1
2801,58.0,625.0,3.8136272545,9.6153846154,1
2802,36.0,224.0,3.9805825243,5.3333333333,0
2803,51.0,293.0,3.3358490566,10.8518518519,0
2804,49.0,280.0,4.0187265918,5.6,0
2805,45.0,299.0,3.8028169014,4.746031746,0
2806,53.0,315.0,4.06,6.847826087,1
2807,66.0,587.0,4.0567514677,7.8266666667,1
2808,115.0,846.0,4.1850340136,6.5076923077,1
2809,76.0,585.0,3.9294117647,7.3125,1
2810,69.0,542.0,4.2301425662,5.7052631579,0
2811,125.0,931.0,4.1111111111,6.125,0
2812,76.0,561.0,4.0141414141,7.2857142857,1
2813,94.0,578.0,4.0620155039,7.7066666667,0
2814,46.0,431.0,4.0706806283,7.8363636364,1
2815,116.0,801.0,4.1424581006,7.2162162162,1
2816,67.0,770.0,4.1880877743,6.5254237288,0
2817,65.0,466.0,3.9290617849,5.7530864198,0
2818,45.0,392.0,4.1777777778,8.1666666667,0
2819,93.0,808.0,4.1033994334,5.9411764706,1
2820,48.0,507.0,4.212195122,8.8947368421,1
2821,40.0,403.0,4.4016620499,6.2,1
2822,58.0,213.0,3.6138613861,30.4285714286,0
2823,71.0,578.0,3.8624535316,4.515625,0
2824,70.0,598.0,4.0184501845,5.1551724138,1
2825,84.0,491.0,4.2477272727,5.6436781609,1
2826,71.0,664.0,4.2633517495,6.2056074766,0
2827,106.0,791.0,3.8443113772,8.8876404494,1
2828,60.0,426.0,4.2729528536,6.2647058824,0
2829,50.0,370.0,4.221574344,6.8518518519,0
2830,64.0,543.0,4.104950495,6.0333333333,0
2831,80.0,763.0,4.1360347323,5.3732394366,1
2832,48.0,297.0,3.9726027397,7.425,1
2833,52.0,472.0,4.0216346154,5.488372093,0
2834,46.0,406.0,4.0778443114,5.3421052632,0
2835,74.0,315.0,4.674267101,4.375,1
2836,54.0,502.0,4.2857142857,5.9761904762,0
2837,41.0,371.0,4.1518624642,6.2881355932,0
2838,83.0,598.0,4.28125,5.75,1
2839,51.0,525.0,4.288590604,5.9659090909,1
2840,65.0,599.0,4.274822695,5.99,1
2841,51.0,496.0,4.1622807018,6.7027027027,0
2842,110.0,691.0,3.8467741935,5.0437956204,1
2843,38.0,358.0,4.3913043478,6.3928571429,1
2844,89.0,458.0,4.2764976959,5.2643678161,1
2845,106.0,776.0,4.0796703297,6.3089430894,1
2846,103.0,780.0,4.2095639944,5.8208955224,1
2847,83.0,629.0,4.3395904437,5.7181818182,1
2848,71.0,603.0,4.2778761062,4.6030534351,1
2849,61.0,539.0,3.8257261411,7.2837837838,1
2850,38.0,264.0,3.9126984127,7.3333333333,1
2851,61.0,588.0,4.2551210428,6.9176470588,1
2852,49.0,505.0,4.4693446089,6.7333333333,1
2853,41.0,428.0,3.9122807018,5.7066666667,1
2854,51.0,437.0,4.0926829268,4.9659090909,1
2855,62.0,549.0,4.0620155039,7.1298701299,1
2856,40.0,394.0,4.027173913,5.397260274,0
2857,45.0,425.0,3.9517766497,6.9672131148,0
2858,71.0,571.0,4.320610687,7.2278481013,1
2859,57.0,500.0,3.9861111111,6.0975609756,0
2860,48.0,411.0,4.6048387097,5.6301369863,1
2861,45.0,481.0,3.9431578947,5.6588235294,1
2862,62.0,361.0,3.901734104,9.2564102564,1
2863,74.0,622.0,3.84,6.6170212766,1
2864,55.0,314.0,4.4046052632,6.8260869565,1
2865,54.0,508.0,4.2200854701,6.1204819277,1
2866,43.0,322.0,4.2555910543,6.5714285714,1
2867,51.0,592.0,4.0037950664,6.1030927835,1
2868,61.0,528.0,4.2343434343,7.7647058824,1
2869,66.0,602.0,4.1446654611,5.1452991453,1
2870,32.0,275.0,4.1148148148,7.0512820513,1
2871,57.0,420.0,3.972972973,6.3636363636,0
2872,49.0,451.0,3.9908675799,5.9342105263,0
2873,57.0,442.0,3.8161764706,6.2253521127,0
2874,49.0,412.0,4.0362116992,7.4909090909,0
2875,109.0,708.0,3.6426229508,9.0769230769,1
2876,48.0,367.0,4.2585227273,5.0972222222,0
2877,45.0,353.0,5.0725075529,10.0857142857,0
2878,43.0,350.0,4.1156069364,6.7307692308,0
2879,48.0,449.0,3.8720930233,6.1506849315,0
2880,36.0,364.0,3.9615384615,6.7407407407,1
2881,52.0,414.0,4.3676880223,8.8085106383,0
2882,58.0,413.0,4.2146596859,6.8833333333,1
2883,77.0,650.0,4.0048387097,5.652173913,1
2884,61.0,472.0,4.1338199513,12.7567567568,0
2885,84.0,682.0,4.1098726115,6.5576923077,1
2886,47.0,331.0,4.0036900369,12.7307692308,1
2887,39.0,451.0,3.5625,16.7037037037,1
2888,53.0,419.0,4.3526570048,4.7613636364,0
2889,52.0,489.0,4.2158119658,5.6860465116,1
2890,23.0,228.0,4.1909090909,6.0,0
2891,26.0,257.0,4.4462809917,6.119047619,0
2892,61.0,462.0,3.8274231678,6.3287671233,0
2893,48.0,414.0,4.0498753117,6.5714285714,0
2894,31.0,303.0,4.1107142857,5.9411764706,0
2895,43.0,365.0,4.3475609756,6.8867924528,0
2896,45.0,380.0,4.0057636888,6.9090909091,1
2897,51.0,389.0,4.1370262391,8.2765957447,0
2898,52.0,412.0,3.9416445623,5.9710144928,1
2899,57.0,368.0,4.0560471976,4.972972973,1
2900,48.0,442.0,4.0107238606,6.4057971014,0
2901,50.0,596.0,3.6108490566,11.037037037,1
2902,60.0,518.0,4.2189054726,9.7735849057,1
2903,75.0,478.0,4.0915841584,8.1016949153,1
2904,63.0,442.0,3.927613941,7.3666666667,1
2905,45.0,413.0,3.7802816901,5.9855072464,0
2906,52.0,388.0,3.955801105,5.4647887324,0
2907,43.0,344.0,4.0668789809,6.2545454545,0
2908,57.0,351.0,4.2453416149,5.7540983607,1
2909,61.0,431.0,3.975,6.6307692308,1
2910,51.0,414.0,3.739010989,6.2727272727,0
