TextCodePK,n_sentences,n_tokens,Is_Explicit,N_Swear_Words_IT,N_Swear_Words_EN,Lyrics
2738,53.0,423.0,,,,
2739,66.0,667.0,,,,
2740,77.0,529.0,,,,
2741,74.0,772.0,,,,
2742,38.0,347.0,,,,
2743,60.0,595.0,,,,
2744,63.0,450.0,,,,
2745,84.0,753.0,,,,
2746,67.0,355.0,,,,
2747,78.0,666.0,,,,
2748,73.0,463.0,,,,
2749,55.0,453.0,,,,
2750,64.0,491.0,,,,
2751,61.0,523.0,,,,
2752,83.0,719.0,,,,
2753,44.0,310.0,,,,
2754,70.0,773.0,,,,
2755,76.0,646.0,,,,
2756,72.0,646.0,,,,
2757,44.0,491.0,,,,
2758,46.0,402.0,,,,
2759,70.0,768.0,,,,
2760,47.0,464.0,,,,
2761,187.0,1253.0,,,,
2762,43.0,489.0,,,,
2763,43.0,392.0,,,,
2764,52.0,519.0,,,,
2765,59.0,412.0,,,,
2766,95.0,581.0,,,,
2767,49.0,311.0,,,,
2768,50.0,393.0,,,,
2769,62.0,404.0,,,,
2770,40.0,300.0,,,,
2771,41.0,285.0,,,,
2772,54.0,251.0,,,,
2773,49.0,243.0,,,,
2774,65.0,656.0,,,,
2775,42.0,310.0,,,,
2776,74.0,382.0,,,,
2777,38.0,360.0,,,,
2778,39.0,220.0,,,,
2779,67.0,336.0,,,,
2780,37.0,216.0,,,,
2781,68.0,402.0,,,,
2782,45.0,390.0,,,,
2783,38.0,285.0,,,,
2784,56.0,370.0,,,,
2785,41.0,281.0,,,,
2786,62.0,687.0,,,,
2787,42.0,430.0,,,,
2788,70.0,364.0,,,,
2789,51.0,444.0,,,,
2790,43.0,274.0,,,,
2791,39.0,381.0,,,,
2792,78.0,456.0,,,,
2793,96.0,408.0,,,,
2794,44.0,435.0,,,,
2795,63.0,572.0,,,,
2796,47.0,368.0,,,,
2797,47.0,356.0,,,,
2798,64.0,562.0,,,,
2799,63.0,488.0,,,,
2800,34.0,360.0,,,,
2801,58.0,625.0,,,,
2802,36.0,224.0,,,,
2803,51.0,293.0,,,,
2804,49.0,280.0,,,,
2805,45.0,299.0,,,,
2806,53.0,315.0,,,,
2807,66.0,587.0,,,,
2808,115.0,846.0,,,,
2809,76.0,585.0,,,,
2810,69.0,542.0,,,,
2811,125.0,931.0,,,,
2812,76.0,561.0,,,,
2813,94.0,578.0,,,,
2814,46.0,431.0,,,,
2815,116.0,801.0,,,,
2816,67.0,770.0,,,,
2817,65.0,466.0,,,,
2818,45.0,392.0,,,,
2819,93.0,808.0,,,,
2820,48.0,507.0,,,,
2821,40.0,403.0,,,,
2822,58.0,213.0,,,,
2823,71.0,578.0,,,,
2824,70.0,598.0,,,,
2825,84.0,491.0,,,,
2826,71.0,664.0,,,,
2827,106.0,791.0,,,,
2828,60.0,426.0,,,,
2829,50.0,370.0,,,,
2830,64.0,543.0,,,,
2831,80.0,763.0,,,,
2832,48.0,297.0,,,,
2833,52.0,472.0,,,,
2834,46.0,406.0,,,,
2835,74.0,315.0,,,,
2836,54.0,502.0,,,,
2837,41.0,371.0,,,,
2838,83.0,598.0,,,,
2839,51.0,525.0,,,,
2840,65.0,599.0,,,,
2841,51.0,496.0,,,,
2842,110.0,691.0,,,,
2843,38.0,358.0,,,,
2844,89.0,458.0,,,,
2845,106.0,776.0,,,,
2846,103.0,780.0,,,,
2847,83.0,629.0,,,,
2848,71.0,603.0,,,,
2849,61.0,539.0,,,,
2850,38.0,264.0,,,,
2851,61.0,588.0,,,,
2852,49.0,505.0,,,,
2853,41.0,428.0,,,,
2854,51.0,437.0,,,,
2855,62.0,549.0,,,,
2856,40.0,394.0,,,,
2857,45.0,425.0,,,,
2858,71.0,571.0,,,,
2859,57.0,500.0,,,,
2860,48.0,411.0,,,,
2861,45.0,481.0,,,,
2862,62.0,361.0,,,,
2863,74.0,622.0,,,,
2864,55.0,314.0,,,,
2865,54.0,508.0,,,,
2866,43.0,322.0,,,,
2867,51.0,592.0,,,,
2868,61.0,528.0,,,,
2869,66.0,602.0,,,,
2870,32.0,275.0,,,,
2871,57.0,420.0,,,,
2872,49.0,451.0,,,,
2873,57.0,442.0,,,,
2874,49.0,412.0,,,,
2875,109.0,708.0,,,,
2876,48.0,367.0,,,,
2877,45.0,353.0,,,,
2878,43.0,350.0,,,,
2879,48.0,449.0,,,,
2880,36.0,364.0,,,,
2881,52.0,414.0,,,,
2882,58.0,413.0,,,,
2883,77.0,650.0,,,,
2884,61.0,472.0,,,,
2885,84.0,682.0,,,,
2886,47.0,331.0,,,,
2887,39.0,451.0,,,,
2888,53.0,419.0,,,,
2889,52.0,489.0,,,,
2890,23.0,228.0,,,,
2891,26.0,257.0,,,,
2892,61.0,462.0,,,,
2893,48.0,414.0,,,,
2894,31.0,303.0,,,,
2895,43.0,365.0,,,,
2896,45.0,380.0,,,,
2897,51.0,389.0,,,,
2898,52.0,412.0,,,,
2899,57.0,368.0,,,,
2900,48.0,442.0,,,,
2901,50.0,596.0,,,,
2902,60.0,518.0,,,,
2903,75.0,478.0,,,,
2904,63.0,442.0,,,,
2905,45.0,413.0,,,,
2906,52.0,388.0,,,,
2907,43.0,344.0,,,,
2908,57.0,351.0,,,,
2909,61.0,431.0,,,,
2910,51.0,414.0,,,,
2911,67.0,525.0,,,,
2912,61.0,485.0,,,,
2913,47.0,283.0,,,,
2914,31.0,298.0,,,,
2915,43.0,398.0,,,,
2916,43.0,413.0,,,,
2917,44.0,340.0,,,,
2918,51.0,348.0,,,,
2919,39.0,256.0,,,,
2920,41.0,440.0,,,,
2921,33.0,243.0,,,,
2922,38.0,393.0,,,,
2923,59.0,406.0,,,,
2924,21.0,209.0,,,,
2925,60.0,401.0,,,,
2926,75.0,550.0,,,,
2927,44.0,215.0,,,,
2928,65.0,350.0,,,,
2929,40.0,247.0,,,,
2930,56.0,547.0,,,,
2931,50.0,338.0,,,,
2932,41.0,307.0,,,,
2933,48.0,306.0,,,,
2934,38.0,269.0,,,,
2935,56.0,511.0,,,,
2936,45.0,462.0,,,,
2937,54.0,284.0,,,,
2938,45.0,332.0,,,,
2939,54.0,365.0,,,,
2940,52.0,423.0,,,,
2941,36.0,267.0,,,,
2942,49.0,400.0,,,,
2943,66.0,485.0,,,,
2944,46.0,310.0,,,,
2945,41.0,345.0,,,,
2946,49.0,440.0,,,,
2947,43.0,297.0,,,,
2948,60.0,453.0,,,,
2949,49.0,428.0,,,,
2950,32.0,257.0,,,,
2951,75.0,450.0,,,,
2952,77.0,575.0,,,,
2953,24.0,193.0,,,,
2954,51.0,318.0,,,,
2955,45.0,406.0,,,,
2956,92.0,749.0,,,,
2957,59.0,530.0,,,,
2958,70.0,665.0,,,,
2959,61.0,677.0,,,,
2960,45.0,420.0,,,,
2961,66.0,498.0,,,,
2962,61.0,480.0,,,,
2963,75.0,796.0,,,,
2964,45.0,422.0,,,,
2965,54.0,453.0,,,,
2966,43.0,419.0,,,,
2967,53.0,558.0,,,,
2968,46.0,402.0,,,,
2969,64.0,677.0,,,,
2970,54.0,451.0,,,,
2971,47.0,380.0,,,,
2972,54.0,519.0,,,,
2973,95.0,756.0,,,,
2974,64.0,556.0,,,,
2975,65.0,485.0,,,,
2976,48.0,401.0,,,,
2977,65.0,625.0,,,,
2978,62.0,689.0,,,,
2979,56.0,466.0,,,,
2980,68.0,541.0,,,,
2981,59.0,732.0,,,,
2982,53.0,493.0,,,,
2983,49.0,466.0,,,,
2984,53.0,571.0,,,,
2985,45.0,352.0,,,,
2986,38.0,346.0,,,,
2987,91.0,992.0,,,,
2988,55.0,450.0,,,,
2989,58.0,422.0,,,,
2990,69.0,788.0,,,,
2991,58.0,616.0,,,,
2992,58.0,701.0,,,,
2993,53.0,583.0,,,,
2994,55.0,663.0,,,,
2995,78.0,879.0,,,,
2996,39.0,430.0,,,,
2997,73.0,568.0,,,,
2998,52.0,505.0,,,,
2999,54.0,508.0,,,,
3000,67.0,737.0,,,,
3001,54.0,445.0,,,,
3002,45.0,395.0,,,,
3003,42.0,458.0,,,,
3004,51.0,563.0,,,,
3005,61.0,627.0,,,,
3006,134.0,1165.0,,,,
3007,55.0,675.0,,,,
3008,52.0,386.0,,,,
3009,52.0,492.0,,,,
3010,63.0,516.0,,,,
3011,52.0,575.0,,,,
3012,59.0,596.0,,,,
3013,43.0,338.0,,,,
3014,61.0,626.0,,,,
3015,13.0,63.0,,,,
3016,48.0,347.0,,,,
3017,37.0,279.0,,,,
3018,152.0,1647.0,,,,
3019,54.0,621.0,,,,
3020,57.0,649.0,,,,
3021,36.0,366.0,,,,
3022,52.0,508.0,,,,
3023,63.0,630.0,,,,
3024,44.0,327.0,,,,
3025,48.0,422.0,,,,
3026,28.0,152.0,,,,
3027,61.0,636.0,,,,
3028,53.0,546.0,,,,
3029,42.0,405.0,,,,
3030,43.0,432.0,,,,
3031,22.0,242.0,,,,
3032,50.0,403.0,,,,
3033,36.0,323.0,,,,
3034,50.0,517.0,,,,
3035,38.0,272.0,,,,
3036,36.0,281.0,,,,
3037,23.0,170.0,,,,
3038,51.0,682.0,,,,
3039,11.0,104.0,,,,
3040,8.0,90.0,,,,
3041,70.0,572.0,,,,
3042,80.0,656.0,,,,
3043,64.0,558.0,,,,
3044,59.0,449.0,,,,
3045,56.0,414.0,,,,
3046,82.0,659.0,,,,
3047,76.0,532.0,,,,
3048,48.0,402.0,,,,
3049,62.0,521.0,,,,
3050,63.0,511.0,,,,
3051,53.0,545.0,,,,
3052,84.0,845.0,,,,
3053,75.0,716.0,,,,
3054,48.0,422.0,,,,
3055,55.0,572.0,,,,
3056,65.0,670.0,,,,
3057,54.0,459.0,,,,
3058,53.0,686.0,,,,
3059,87.0,731.0,,,,
3060,59.0,677.0,,,,
3061,31.0,327.0,,,,
3062,36.0,391.0,,,,
3063,80.0,816.0,,,,
3064,50.0,601.0,,,,
3065,98.0,919.0,,,,
3066,61.0,671.0,,,,
3067,65.0,611.0,,,,
3068,70.0,660.0,,,,
3069,55.0,476.0,,,,
3070,47.0,596.0,,,,
3071,43.0,308.0,,,,
3072,46.0,394.0,,,,
3073,63.0,554.0,,,,
3074,59.0,662.0,,,,
3075,56.0,532.0,,,,
3076,59.0,693.0,,,,
3077,76.0,632.0,,,,
3078,62.0,700.0,,,,
3079,72.0,742.0,,,,
3080,57.0,396.0,,,,
3081,82.0,828.0,,,,
3082,51.0,448.0,,,,
3083,48.0,347.0,,,,
3084,52.0,384.0,,,,
3085,52.0,433.0,,,,
3086,77.0,471.0,,,,
3087,38.0,277.0,,,,
3088,121.0,1190.0,,,,
3089,83.0,562.0,,,,
3090,75.0,712.0,,,,
3091,51.0,593.0,,,,
3092,62.0,800.0,,,,
3093,60.0,621.0,,,,
3094,56.0,466.0,,,,
3095,54.0,465.0,,,,
3096,53.0,562.0,,,,
3097,55.0,509.0,,,,
3098,67.0,769.0,,,,
3099,65.0,918.0,,,,
3100,63.0,926.0,,,,
3101,59.0,368.0,,,,
3102,48.0,443.0,,,,
3103,50.0,474.0,,,,
3104,23.0,183.0,,,,
3105,52.0,390.0,,,,
3106,45.0,599.0,,,,
3107,52.0,589.0,,,,
3108,53.0,565.0,,,,
3109,54.0,556.0,,,,
3110,76.0,611.0,,,,
3111,51.0,471.0,,,,
3112,29.0,368.0,,,,
3113,90.0,965.0,,,,
3114,92.0,856.0,,,,
3115,53.0,419.0,,,,
3116,54.0,606.0,,,,
3117,56.0,539.0,,,,
3118,61.0,561.0,,,,
3119,42.0,362.0,,,,
3120,49.0,516.0,,,,
3121,55.0,591.0,,,,
3122,47.0,446.0,,,,
3123,25.0,368.0,,,,
3124,84.0,776.0,,,,
3125,79.0,586.0,,,,
3126,55.0,557.0,,,,
3127,65.0,583.0,,,,
3128,63.0,458.0,,,,
3129,70.0,686.0,,,,
3130,70.0,425.0,,,,
3131,60.0,367.0,,,,
3132,40.0,370.0,,,,
3133,45.0,636.0,,,,
3134,35.0,262.0,,,,
3135,55.0,495.0,,,,
3136,41.0,485.0,,,,
3137,62.0,530.0,,,,
3138,109.0,678.0,,,,
3139,91.0,760.0,,,,
3140,55.0,544.0,,,,
3141,22.0,139.0,,,,
3142,34.0,334.0,,,,
3143,27.0,187.0,,,,
3144,56.0,465.0,,,,
3145,49.0,321.0,,,,
3146,64.0,575.0,,,,
3147,50.0,436.0,,,,
3148,47.0,433.0,,,,
3149,27.0,276.0,,,,
3150,67.0,518.0,,,,
3151,46.0,419.0,,,,
3152,18.0,81.0,,,,
3153,58.0,574.0,,,,
3154,6.0,22.0,,,,
3155,47.0,392.0,,,,
3156,91.0,551.0,,,,
3157,53.0,461.0,,,,
3158,55.0,483.0,,,,
3159,4.0,28.0,,,,
3160,69.0,506.0,,,,
3161,35.0,367.0,,,,
3162,63.0,655.0,,,,
3163,77.0,689.0,,,,
3164,8.0,81.0,,,,
3165,53.0,611.0,,,,
3166,110.0,771.0,,,,
3167,2.0,8.0,,,,
3168,63.0,401.0,,,,
3169,53.0,450.0,,,,
3170,66.0,568.0,,,,
3171,65.0,613.0,,,,
3172,2.0,13.0,,,,
3173,2.0,21.0,,,,
3174,2.0,41.0,,,,
3175,4.0,26.0,,,,
3176,48.0,435.0,,,,
3177,45.0,306.0,,,,
3178,54.0,436.0,,,,
3179,37.0,255.0,,,,
3180,58.0,388.0,,,,
3181,53.0,365.0,,,,
3182,49.0,241.0,,,,
3183,51.0,465.0,,,,
3184,54.0,416.0,,,,
3185,49.0,451.0,,,,
3186,53.0,313.0,,,,
3187,57.0,499.0,,,,
3188,52.0,267.0,,,,
3189,59.0,490.0,,,,
3190,76.0,662.0,,,,
3191,73.0,648.0,,,,
3192,42.0,357.0,,,,
3193,64.0,681.0,,,,
3194,72.0,466.0,,,,
3195,48.0,302.0,,,,
3196,87.0,695.0,,,,
3197,43.0,205.0,,,,
3198,56.0,363.0,,,,
3199,63.0,411.0,,,,
3200,30.0,171.0,,,,
3201,63.0,458.0,,,,
3202,43.0,374.0,,,,
3203,49.0,560.0,,,,
3204,62.0,448.0,,,,
3205,58.0,569.0,,,,
3206,59.0,411.0,,,,
3207,73.0,552.0,,,,
3208,40.0,327.0,,,,
3209,54.0,488.0,,,,
3210,51.0,423.0,,,,
3211,65.0,513.0,,,,
3212,30.0,210.0,,,,
3213,66.0,537.0,,,,
3214,62.0,425.0,,,,
3215,53.0,384.0,,,,
3216,73.0,503.0,,,,
3217,69.0,616.0,,,,
3218,56.0,309.0,,,,
3219,73.0,513.0,,,,
3220,56.0,533.0,,,,
3221,57.0,411.0,,,,
3222,45.0,397.0,,,,
3223,58.0,413.0,,,,
3224,59.0,539.0,,,,
3225,45.0,433.0,,,,
3226,62.0,515.0,,,,
3227,68.0,521.0,,,,
3228,50.0,410.0,,,,
3229,62.0,395.0,,,,
3230,25.0,183.0,,,,
3231,60.0,497.0,,,,
3232,69.0,539.0,,,,
3233,56.0,359.0,,,,
3234,54.0,472.0,,,,
3235,47.0,435.0,,,,
3236,35.0,265.0,,,,
3237,49.0,441.0,,,,
3238,68.0,652.0,,,,
3239,38.0,439.0,,,,
3240,54.0,317.0,,,,
3241,36.0,346.0,,,,
3242,58.0,556.0,,,,
3243,44.0,274.0,,,,
3244,77.0,656.0,,,,
3245,33.0,202.0,,,,
3246,42.0,279.0,,,,
3247,67.0,551.0,,,,
3248,49.0,393.0,,,,
3249,22.0,195.0,,,,
3250,59.0,466.0,,,,
3251,90.0,671.0,,,,
3252,48.0,455.0,,,,
3253,43.0,399.0,,,,
3254,50.0,501.0,,,,
3255,61.0,614.0,,,,
3256,82.0,619.0,,,,
3257,75.0,555.0,,,,
3258,41.0,603.0,,,,
3259,61.0,345.0,,,,
3260,50.0,353.0,,,,
3261,71.0,595.0,,,,
3262,43.0,276.0,,,,
3263,43.0,391.0,,,,
3264,40.0,324.0,,,,
3265,39.0,336.0,,,,
3266,45.0,424.0,,,,
3267,60.0,557.0,,,,
3268,78.0,809.0,,,,
3269,13.0,125.0,,,,
3270,108.0,1039.0,,,,
3271,55.0,379.0,,,,
3272,66.0,499.0,,,,
3273,56.0,451.0,,,,
3274,44.0,428.0,,,,
3275,57.0,419.0,,,,
3276,47.0,409.0,,,,
3277,65.0,528.0,,,,
3278,93.0,695.0,,,,
3279,33.0,231.0,,,,
3280,68.0,564.0,,,,
3281,64.0,586.0,,,,
3282,62.0,485.0,,,,
3283,12.0,92.0,,,,
3284,58.0,531.0,,,,
3285,63.0,539.0,,,,
3286,57.0,386.0,,,,
3287,44.0,386.0,,,,
3288,52.0,472.0,,,,
3289,20.0,108.0,,,,
3290,64.0,734.0,,,,
3291,72.0,557.0,,,,
3292,53.0,410.0,,,,
3293,49.0,479.0,,,,
3294,39.0,348.0,,,,
3295,58.0,448.0,,,,
3296,91.0,663.0,,,,
3297,52.0,421.0,,,,
3298,51.0,490.0,,,,
3299,9.0,60.0,,,,
3300,60.0,536.0,,,,
3301,74.0,511.0,,,,
3302,25.0,161.0,,,,
3303,45.0,414.0,,,,
3304,75.0,604.0,,,,
3305,110.0,803.0,,,,
3306,55.0,377.0,,,,
3307,60.0,415.0,,,,
3308,60.0,555.0,,,,
3309,80.0,655.0,,,,
3310,31.0,216.0,,,,
3311,46.0,385.0,,,,
3312,50.0,458.0,,,,
3313,53.0,433.0,,,,
3314,78.0,632.0,,,,
3315,67.0,666.0,,,,
3316,50.0,410.0,,,,
3317,48.0,390.0,,,,
3318,36.0,328.0,,,,
3319,24.0,169.0,,,,
3320,93.0,841.0,,,,
3321,56.0,644.0,,,,
3322,53.0,357.0,,,,
3323,95.0,544.0,,,,
3324,68.0,518.0,,,,
3325,85.0,715.0,,,,
3326,44.0,264.0,,,,
3327,6.0,26.0,,,,
3328,50.0,276.0,,,,
3329,62.0,296.0,,,,
3330,67.0,533.0,,,,
3331,77.0,627.0,,,,
3332,79.0,590.0,,,,
3333,71.0,212.0,,,,
3334,19.0,415.0,,,,
3335,40.0,1079.0,,,,
3336,28.0,414.0,,,,
3337,12.0,372.0,,,,
3338,39.0,1084.0,,,,
3339,19.0,397.0,,,,
3340,37.0,993.0,,,,
3341,55.0,986.0,,,,
3342,44.0,1083.0,,,,
3343,36.0,834.0,,,,
3344,38.0,633.0,,,,
3345,17.0,324.0,,,,
3346,20.0,316.0,,,,
3347,31.0,965.0,,,,
3348,28.0,652.0,,,,
3349,21.0,743.0,,,,
3350,45.0,867.0,,,,
3351,48.0,919.0,,,,
3352,19.0,477.0,,,,
3353,31.0,726.0,,,,
3354,35.0,892.0,,,,
3355,82.0,809.0,,,,
3356,48.0,420.0,,,,
3357,78.0,643.0,,,,
3358,130.0,870.0,,,,
3359,60.0,391.0,,,,
3360,80.0,521.0,,,,
3361,94.0,830.0,,,,
3362,80.0,606.0,,,,
3363,87.0,761.0,,,,
3364,69.0,375.0,,,,
3365,88.0,560.0,,,,
3366,79.0,743.0,,,,
3367,59.0,446.0,,,,
3368,50.0,308.0,,,,
3369,96.0,743.0,,,,
3370,63.0,549.0,,,,
3371,82.0,748.0,,,,
3372,92.0,790.0,,,,
3373,67.0,450.0,,,,
3374,50.0,404.0,,,,
3375,50.0,458.0,,,,
3376,58.0,486.0,,,,
3377,80.0,383.0,,,,
3378,100.0,910.0,,,,
3379,101.0,767.0,,,,
3380,71.0,506.0,,,,
3381,83.0,710.0,,,,
3382,94.0,789.0,,,,
3383,54.0,519.0,,,,
3384,92.0,670.0,,,,
3385,64.0,527.0,,,,
3386,93.0,663.0,,,,
3387,76.0,606.0,,,,
3388,49.0,481.0,,,,
3389,92.0,817.0,,,,
3390,58.0,391.0,,,,
3391,59.0,493.0,,,,
3392,94.0,715.0,,,,
3393,53.0,543.0,,,,
3394,72.0,666.0,,,,
3395,54.0,371.0,,,,
3396,72.0,624.0,,,,
3397,93.0,745.0,,,,
3398,71.0,649.0,,,,
3399,65.0,606.0,,,,
3400,61.0,512.0,,,,
3401,60.0,541.0,,,,
3402,108.0,849.0,,,,
3403,97.0,970.0,,,,
3404,88.0,703.0,,,,
3405,79.0,594.0,,,,
3406,57.0,719.0,,,,
3407,83.0,655.0,,,,
3408,63.0,412.0,,,,
3409,91.0,865.0,,,,
3410,141.0,1255.0,,,,
3411,96.0,576.0,,,,
3412,37.0,396.0,,,,
3413,66.0,548.0,,,,
3414,114.0,856.0,,,,
3415,73.0,746.0,,,,
3416,91.0,652.0,,,,
3417,152.0,1354.0,,,,
3418,48.0,347.0,,,,
3419,109.0,924.0,,,,
3420,63.0,577.0,,,,
3421,95.0,1092.0,,,,
3422,96.0,690.0,,,,
3423,89.0,731.0,,,,
3424,64.0,593.0,,,,
3425,98.0,737.0,,,,
3426,69.0,587.0,,,,
3427,95.0,836.0,,,,
3428,96.0,878.0,,,,
3429,78.0,505.0,,,,
3430,101.0,870.0,,,,
3431,64.0,389.0,,,,
3432,82.0,539.0,,,,
3433,98.0,908.0,,,,
3434,77.0,748.0,,,,
3435,80.0,626.0,,,,
3436,40.0,665.0,,,,
3437,69.0,609.0,,,,
3438,66.0,454.0,,,,
3439,161.0,1126.0,,,,
3440,93.0,692.0,,,,
3441,44.0,260.0,,,,
3442,56.0,418.0,,,,
3443,89.0,726.0,,,,
3444,58.0,384.0,,,,
3445,57.0,611.0,,,,
3446,127.0,929.0,,,,
3447,56.0,390.0,,,,
3448,60.0,455.0,,,,
3449,63.0,733.0,,,,
3450,36.0,399.0,,,,
3451,60.0,607.0,,,,
3452,65.0,588.0,,,,
3453,64.0,855.0,,,,
3454,97.0,863.0,,,,
3455,60.0,672.0,,,,
3456,63.0,551.0,,,,
3457,47.0,214.0,,,,
3458,21.0,182.0,,,,
3459,74.0,676.0,,,,
3460,72.0,584.0,,,,
3461,50.0,844.0,,,,
3462,128.0,1019.0,,,,
3463,37.0,270.0,,,,
3464,34.0,190.0,,,,
3465,119.0,956.0,,,,
3466,56.0,586.0,,,,
3467,65.0,531.0,,,,
3468,1.0,13.0,,,,
3469,77.0,694.0,,,,
3470,23.0,151.0,,,,
3471,42.0,328.0,,,,
3472,118.0,1014.0,,,,
3473,140.0,933.0,,,,
3474,30.0,144.0,,,,
3475,84.0,629.0,,,,
3476,54.0,494.0,,,,
3477,8.0,47.0,,,,
3478,77.0,486.0,,,,
3479,7.0,14.0,,,,
3480,26.0,211.0,,,,
3481,72.0,680.0,,,,
3482,20.0,88.0,,,,
3483,51.0,575.0,,,,
3484,25.0,97.0,,,,
3485,11.0,63.0,,,,
3486,64.0,624.0,,,,
3487,104.0,882.0,,,,
3488,18.0,132.0,,,,
3489,17.0,178.0,,,,
3490,89.0,798.0,,,,
3491,6.0,155.0,,,,
3492,12.0,76.0,,,,
3493,39.0,368.0,,,,
3494,12.0,144.0,,,,
3495,17.0,174.0,,,,
3496,20.0,183.0,,,,
3497,7.0,77.0,,,,
3498,7.0,71.0,,,,
3499,24.0,265.0,,,,
3500,27.0,123.0,,,,
3501,10.0,44.0,,,,
3502,18.0,206.0,,,,
3503,1.0,5.0,,,,
3504,96.0,743.0,,,,
3505,1.0,9.0,,,,
3506,1.0,7.0,,,,
3507,53.0,297.0,,,,
3508,12.0,168.0,,,,
3509,1.0,12.0,,,,
3510,1.0,8.0,,,,
3511,1.0,11.0,,,,
3512,1.0,13.0,,,,
3513,14.0,42.0,,,,
3514,71.0,716.0,,,,
3515,83.0,893.0,,,,
3516,126.0,1123.0,,,,
3517,95.0,549.0,,,,
3518,171.0,1493.0,,,,
3519,96.0,806.0,,,,
3520,79.0,902.0,,,,
3521,51.0,331.0,,,,
3522,68.0,420.0,,,,
3523,30.0,287.0,,,,
3524,31.0,248.0,,,,
3525,62.0,548.0,,,,
3526,110.0,1084.0,,,,
3527,61.0,485.0,,,,
3528,50.0,445.0,,,,
3529,42.0,449.0,,,,
3530,53.0,283.0,,,,
3531,44.0,405.0,,,,
3532,45.0,384.0,,,,
3533,52.0,525.0,,,,
3534,98.0,813.0,,,,
3535,46.0,463.0,,,,
3536,83.0,721.0,,,,
3537,100.0,779.0,,,,
3538,52.0,228.0,,,,
3539,25.0,215.0,,,,
3540,55.0,411.0,,,,
3541,56.0,366.0,,,,
3542,79.0,586.0,,,,
3543,55.0,538.0,,,,
3544,37.0,344.0,,,,
3545,109.0,920.0,,,,
3546,40.0,367.0,,,,
3547,101.0,682.0,,,,
3548,69.0,617.0,,,,
3549,40.0,366.0,,,,
3550,54.0,509.0,,,,
3551,75.0,461.0,,,,
3552,92.0,582.0,,,,
3553,63.0,626.0,,,,
3554,42.0,250.0,,,,
3555,76.0,486.0,,,,
3556,88.0,740.0,,,,
3557,53.0,514.0,,,,
3558,14.0,100.0,,,,
3559,89.0,783.0,,,,
3560,106.0,625.0,,,,
3561,60.0,329.0,,,,
3562,90.0,838.0,,,,
3563,24.0,184.0,,,,
3564,56.0,471.0,,,,
3565,37.0,199.0,,,,
3566,50.0,432.0,,,,
3567,55.0,311.0,,,,
3568,38.0,285.0,,,,
3569,1.0,4.0,,,,
3570,35.0,277.0,,,,
3571,41.0,293.0,,,,
3572,44.0,234.0,,,,
3573,23.0,177.0,,,,
3574,20.0,252.0,,,,
3575,59.0,444.0,,,,
3576,28.0,164.0,,,,
3577,36.0,190.0,,,,
3578,18.0,216.0,,,,
3579,28.0,231.0,,,,
3580,1.0,7.0,,,,
3581,5.0,9.0,,,,
3582,34.0,363.0,,,,
3583,24.0,180.0,,,,
3584,77.0,681.0,,,,
3585,16.0,135.0,,,,
3586,33.0,151.0,,,,
3587,54.0,232.0,,,,
3588,62.0,390.0,,,,
3589,33.0,110.0,,,,
3590,21.0,120.0,,,,
3591,30.0,266.0,,,,
3592,25.0,203.0,,,,
3593,46.0,192.0,,,,
3594,24.0,209.0,,,,
3595,25.0,176.0,,,,
3596,30.0,155.0,,,,
3597,46.0,321.0,,,,
3598,1.0,5.0,,,,
3599,35.0,196.0,,,,
3600,18.0,101.0,,,,
3601,22.0,122.0,,,,
3602,43.0,246.0,,,,
3603,20.0,187.0,,,,
3604,39.0,250.0,,,,
3605,32.0,264.0,,,,
3606,53.0,335.0,,,,
3607,32.0,174.0,,,,
3608,35.0,213.0,,,,
3609,33.0,184.0,,,,
3610,42.0,259.0,,,,
3611,29.0,156.0,,,,
3612,36.0,272.0,,,,
3613,54.0,308.0,,,,
3614,32.0,252.0,,,,
3615,24.0,134.0,,,,
3616,34.0,206.0,,,,
3617,26.0,140.0,,,,
3618,49.0,189.0,,,,
3619,15.0,80.0,,,,
3620,24.0,146.0,,,,
3621,39.0,223.0,,,,
3622,22.0,131.0,,,,
3623,20.0,192.0,,,,
3624,47.0,302.0,,,,
3625,1.0,3.0,,,,
3626,27.0,160.0,,,,
3627,31.0,158.0,,,,
3628,24.0,150.0,,,,
3629,28.0,142.0,,,,
3630,24.0,149.0,,,,
3631,8.0,60.0,,,,
3632,42.0,158.0,,,,
3633,1.0,108.0,,,,
3634,20.0,134.0,,,,
3635,1.0,10.0,,,,
3636,18.0,167.0,,,,
3637,27.0,166.0,,,,
3638,23.0,183.0,,,,
3639,22.0,125.0,,,,
3640,30.0,277.0,,,,
3641,41.0,207.0,,,,
3642,33.0,205.0,,,,
3643,22.0,130.0,,,,
3644,24.0,186.0,,,,
3645,13.0,72.0,,,,
3646,28.0,217.0,,,,
3647,99.0,706.0,,,,
3648,31.0,344.0,,,,
3649,26.0,141.0,,,,
3650,23.0,141.0,,,,
3651,24.0,149.0,,,,
3652,31.0,220.0,,,,
3653,29.0,238.0,,,,
3654,19.0,107.0,,,,
3655,32.0,191.0,,,,
3656,1.0,3.0,,,,
3657,1.0,4.0,,,,
3658,1.0,6.0,,,,
3659,23.0,107.0,,,,
3660,1.0,3.0,,,,
3661,58.0,491.0,,,,
3662,58.0,491.0,,,,
3663,58.0,491.0,,,,
3664,58.0,491.0,,,,
3665,58.0,491.0,,,,
