TextCodePK,n_sentences,n_tokens,Is_Explicit,N_Swear_Words_IT,N_Swear_Words_EN,Lyrics
5837,26.0,250.0,,,,
5838,63.0,679.0,,,,
5839,81.0,520.0,,,,
5840,68.0,518.0,,,,
5841,42.0,334.0,,,,
5842,48.0,456.0,,,,
5843,59.0,509.0,,,,
5844,51.0,431.0,,,,
5845,72.0,648.0,,,,
5846,118.0,664.0,,,,
5847,46.0,452.0,,,,
5848,54.0,601.0,,,,
5849,70.0,639.0,,,,
5850,65.0,757.0,,,,
5851,78.0,605.0,,,,
5852,61.0,692.0,,,,
5853,49.0,470.0,,,,
5854,80.0,686.0,,,,
5855,64.0,658.0,,,,
5856,82.0,701.0,,,,
5857,75.0,545.0,,,,
5858,50.0,508.0,,,,
5859,68.0,533.0,,,,
5860,74.0,770.0,,,,
5861,73.0,635.0,,,,
5862,61.0,555.0,,,,
5863,75.0,597.0,,,,
5864,58.0,521.0,,,,
5865,53.0,441.0,,,,
5866,87.0,657.0,,,,
5867,56.0,637.0,,,,
5868,30.0,266.0,,,,
5869,87.0,802.0,,,,
5870,55.0,566.0,,,,
5871,58.0,633.0,,,,
5872,67.0,660.0,,,,
5873,58.0,583.0,,,,
5874,49.0,543.0,,,,
5875,85.0,798.0,,,,
5876,30.0,356.0,,,,
5877,61.0,669.0,,,,
5878,48.0,534.0,,,,
5879,62.0,583.0,,,,
5880,73.0,734.0,,,,
5881,65.0,677.0,,,,
5882,81.0,707.0,,,,
5883,61.0,556.0,,,,
5884,67.0,521.0,,,,
5885,74.0,603.0,,,,
5886,82.0,849.0,,,,
5887,85.0,719.0,,,,
5888,68.0,701.0,,,,
5889,83.0,776.0,,,,
5890,73.0,532.0,,,,
5891,87.0,762.0,,,,
5892,74.0,662.0,,,,
5893,63.0,600.0,,,,
5894,71.0,746.0,,,,
5895,56.0,529.0,,,,
5896,79.0,601.0,,,,
5897,53.0,499.0,,,,
5898,80.0,511.0,,,,
5899,79.0,601.0,,,,
5900,53.0,534.0,,,,
5901,40.0,296.0,,,,
5902,57.0,458.0,,,,
5903,56.0,567.0,,,,
5904,77.0,682.0,,,,
5905,69.0,501.0,,,,
5906,24.0,266.0,,,,
5907,58.0,626.0,,,,
5908,40.0,465.0,,,,
5909,50.0,525.0,,,,
5910,75.0,620.0,,,,
5911,49.0,519.0,,,,
5912,56.0,545.0,,,,
5913,86.0,589.0,,,,
5914,61.0,424.0,,,,
5915,96.0,916.0,,,,
5916,78.0,801.0,,,,
5917,53.0,476.0,,,,
5918,51.0,518.0,,,,
5919,55.0,480.0,,,,
5920,72.0,667.0,,,,
5921,59.0,350.0,,,,
5922,65.0,631.0,,,,
5923,71.0,471.0,,,,
5924,53.0,471.0,,,,
5925,81.0,598.0,,,,
5926,37.0,561.0,,,,
5927,75.0,664.0,,,,
5928,54.0,484.0,,,,
5929,60.0,495.0,,,,
5930,65.0,476.0,,,,
5931,68.0,462.0,,,,
5932,59.0,580.0,,,,
5933,48.0,432.0,,,,
5934,53.0,493.0,,,,
5935,41.0,396.0,,,,
5936,83.0,780.0,,,,
5937,67.0,617.0,,,,
5938,68.0,625.0,,,,
5939,57.0,544.0,,,,
5940,39.0,380.0,,,,
5941,54.0,516.0,,,,
5942,55.0,506.0,,,,
5943,57.0,474.0,,,,
5944,65.0,577.0,,,,
5945,54.0,455.0,,,,
5946,43.0,318.0,,,,
5947,78.0,608.0,,,,
5948,58.0,569.0,,,,
5949,56.0,565.0,,,,
5950,51.0,505.0,,,,
5951,47.0,481.0,,,,
5952,70.0,665.0,,,,
5953,29.0,260.0,,,,
5954,43.0,405.0,,,,
5955,20.0,210.0,,,,
5956,22.0,210.0,,,,
5957,17.0,172.0,,,,
5958,62.0,574.0,,,,
5959,24.0,207.0,,,,
5960,60.0,628.0,,,,
5961,32.0,316.0,,,,
5962,69.0,492.0,,,,
5963,68.0,639.0,,,,
5964,43.0,413.0,,,,
5965,51.0,471.0,,,,
5966,27.0,221.0,,,,
5967,42.0,411.0,,,,
5968,37.0,235.0,,,,
5969,48.0,391.0,,,,
5970,31.0,307.0,,,,
5971,65.0,411.0,,,,
5972,43.0,322.0,,,,
5973,60.0,535.0,,,,
5974,76.0,544.0,,,,
5975,31.0,316.0,,,,
5976,36.0,233.0,,,,
5977,19.0,202.0,,,,
5978,53.0,488.0,,,,
5979,83.0,509.0,,,,
5980,57.0,400.0,,,,
5981,51.0,435.0,,,,
5982,59.0,384.0,,,,
5983,53.0,373.0,,,,
5984,88.0,469.0,,,,
5985,59.0,397.0,,,,
5986,56.0,407.0,,,,
5987,59.0,396.0,,,,
5988,39.0,219.0,,,,
5989,69.0,394.0,,,,
5990,50.0,304.0,,,,
5991,68.0,503.0,,,,
5992,68.0,456.0,,,,
5993,62.0,580.0,,,,
5994,52.0,452.0,,,,
5995,39.0,288.0,,,,
5996,59.0,413.0,,,,
5997,64.0,579.0,,,,
5998,86.0,590.0,,,,
5999,51.0,409.0,,,,
6000,92.0,761.0,,,,
6001,52.0,356.0,,,,
6002,63.0,469.0,,,,
6003,65.0,434.0,,,,
6004,69.0,530.0,,,,
6005,65.0,426.0,,,,
6006,57.0,514.0,,,,
6007,50.0,456.0,,,,
6008,80.0,802.0,,,,
6009,54.0,494.0,,,,
6010,70.0,531.0,,,,
6011,62.0,513.0,,,,
6012,67.0,576.0,,,,
6013,86.0,600.0,,,,
6014,58.0,494.0,,,,
6015,90.0,541.0,,,,
6016,58.0,396.0,,,,
6017,67.0,551.0,,,,
6018,60.0,584.0,,,,
6019,85.0,829.0,,,,
6020,61.0,418.0,,,,
6021,69.0,493.0,,,,
6022,74.0,613.0,,,,
6023,83.0,642.0,,,,
6024,60.0,440.0,,,,
6025,54.0,588.0,,,,
6026,53.0,302.0,,,,
6027,85.0,754.0,,,,
6028,114.0,1060.0,,,,
6029,65.0,423.0,,,,
6030,96.0,695.0,,,,
6031,64.0,506.0,,,,
6032,61.0,558.0,,,,
6033,70.0,534.0,,,,
6034,72.0,696.0,,,,
6035,90.0,629.0,,,,
6036,54.0,421.0,,,,
6037,91.0,708.0,,,,
6038,100.0,566.0,,,,
6039,75.0,695.0,,,,
6040,63.0,498.0,,,,
6041,93.0,802.0,,,,
6042,68.0,528.0,,,,
6043,76.0,627.0,,,,
6044,69.0,587.0,,,,
6045,80.0,669.0,,,,
6046,51.0,363.0,,,,
6047,67.0,452.0,,,,
6048,72.0,444.0,,,,
6049,72.0,563.0,,,,
6050,63.0,437.0,,,,
6051,47.0,412.0,,,,
6052,83.0,742.0,,,,
6053,62.0,574.0,,,,
6054,65.0,516.0,,,,
6055,64.0,429.0,,,,
6056,30.0,272.0,,,,
6057,45.0,467.0,,,,
6058,63.0,445.0,,,,
6059,72.0,481.0,,,,
6060,81.0,612.0,,,,
6061,58.0,449.0,,,,
6062,84.0,590.0,,,,
6063,63.0,489.0,,,,
6064,64.0,691.0,,,,
6065,77.0,626.0,,,,
6066,82.0,724.0,,,,
6067,53.0,403.0,,,,
6068,61.0,509.0,,,,
6069,58.0,570.0,,,,
6070,74.0,607.0,,,,
6071,68.0,358.0,,,,
6072,82.0,622.0,,,,
6073,71.0,625.0,,,,
6074,67.0,413.0,,,,
6075,88.0,576.0,,,,
6076,90.0,651.0,,,,
6077,60.0,543.0,,,,
6078,88.0,672.0,,,,
6079,75.0,498.0,,,,
6080,79.0,744.0,,,,
6081,59.0,314.0,,,,
6082,76.0,547.0,,,,
6083,70.0,573.0,,,,
6084,66.0,541.0,,,,
6085,49.0,447.0,,,,
6086,51.0,451.0,,,,
6087,83.0,710.0,,,,
6088,55.0,467.0,,,,
6089,28.0,189.0,,,,
6090,69.0,636.0,,,,
6091,52.0,475.0,,,,
6092,47.0,384.0,,,,
6093,60.0,594.0,,,,
6094,66.0,537.0,,,,
6095,65.0,460.0,,,,
6096,76.0,423.0,,,,
6097,75.0,550.0,,,,
6098,84.0,573.0,,,,
6099,43.0,256.0,,,,
6100,62.0,471.0,,,,
6101,93.0,678.0,,,,
6102,75.0,505.0,,,,
6103,64.0,545.0,,,,
6104,81.0,396.0,,,,
6105,74.0,516.0,,,,
6106,48.0,389.0,,,,
6107,75.0,576.0,,,,
6108,82.0,653.0,,,,
6109,76.0,661.0,,,,
6110,56.0,492.0,,,,
6111,62.0,462.0,,,,
6112,68.0,519.0,,,,
6113,94.0,450.0,,,,
6114,64.0,543.0,,,,
6115,70.0,637.0,,,,
6116,81.0,582.0,,,,
6117,83.0,591.0,,,,
6118,92.0,517.0,,,,
6119,76.0,350.0,,,,
6120,47.0,394.0,,,,
6121,55.0,348.0,,,,
6122,50.0,455.0,,,,
6123,36.0,241.0,,,,
6124,58.0,396.0,,,,
6125,68.0,337.0,,,,
6126,50.0,320.0,,,,
6127,86.0,608.0,,,,
6128,48.0,256.0,,,,
6129,56.0,397.0,,,,
6130,71.0,644.0,,,,
6131,59.0,435.0,,,,
6132,47.0,214.0,,,,
6133,16.0,183.0,,,,
6134,53.0,356.0,,,,
6135,49.0,414.0,,,,
6136,73.0,723.0,,,,
6137,39.0,340.0,,,,
6138,49.0,402.0,,,,
6139,57.0,537.0,,,,
6140,76.0,644.0,,,,
6141,72.0,519.0,,,,
6142,45.0,447.0,,,,
6143,68.0,553.0,,,,
6144,70.0,602.0,,,,
6145,71.0,644.0,,,,
6146,54.0,504.0,,,,
6147,71.0,654.0,,,,
6148,63.0,581.0,,,,
6149,91.0,656.0,,,,
6150,64.0,573.0,,,,
6151,61.0,550.0,,,,
6152,93.0,660.0,,,,
6153,69.0,548.0,,,,
6154,62.0,529.0,,,,
6155,61.0,430.0,,,,
6156,47.0,397.0,,,,
6157,41.0,417.0,,,,
6158,48.0,415.0,,,,
6159,63.0,632.0,,,,
6160,76.0,642.0,,,,
6161,95.0,734.0,,,,
6162,105.0,1024.0,,,,
6163,54.0,434.0,,,,
6164,86.0,587.0,,,,
6165,61.0,418.0,,,,
6166,57.0,393.0,,,,
6167,65.0,505.0,,,,
6168,66.0,569.0,,,,
6169,52.0,501.0,,,,
6170,37.0,329.0,,,,
6171,54.0,434.0,,,,
6172,50.0,450.0,,,,
6173,88.0,816.0,,,,
6174,38.0,400.0,,,,
6175,102.0,740.0,,,,
6176,53.0,430.0,,,,
6177,42.0,406.0,,,,
6178,87.0,588.0,,,,
6179,64.0,488.0,,,,
6180,83.0,591.0,,,,
6181,85.0,589.0,,,,
6182,17.0,153.0,,,,
6183,67.0,561.0,,,,
6184,35.0,335.0,,,,
6185,57.0,509.0,,,,
6186,74.0,569.0,,,,
6187,72.0,589.0,,,,
6188,54.0,514.0,,,,
6189,58.0,444.0,,,,
6190,68.0,455.0,,,,
6191,75.0,499.0,,,,
6192,57.0,366.0,,,,
6193,57.0,500.0,,,,
6194,105.0,805.0,,,,
6195,78.0,664.0,,,,
6196,54.0,429.0,,,,
6197,76.0,617.0,,,,
6198,70.0,500.0,,,,
6199,43.0,393.0,,,,
6200,34.0,273.0,,,,
6201,60.0,371.0,,,,
6202,72.0,636.0,,,,
6203,89.0,561.0,,,,
6204,62.0,617.0,,,,
6205,37.0,325.0,,,,
6206,63.0,627.0,,,,
6207,66.0,586.0,,,,
6208,60.0,436.0,,,,
6209,76.0,635.0,,,,
6210,34.0,309.0,,,,
6211,70.0,453.0,,,,
6212,62.0,374.0,,,,
6213,67.0,579.0,,,,
6214,38.0,309.0,,,,
6215,50.0,360.0,,,,
6216,57.0,565.0,,,,
6217,74.0,625.0,,,,
6218,80.0,540.0,,,,
6219,63.0,672.0,,,,
6220,5.0,95.0,,,,
6221,46.0,393.0,,,,
6222,86.0,790.0,,,,
6223,64.0,532.0,,,,
6224,99.0,699.0,,,,
6225,66.0,580.0,,,,
6226,56.0,249.0,,,,
6227,72.0,445.0,,,,
6228,40.0,300.0,,,,
6229,54.0,468.0,,,,
6230,44.0,364.0,,,,
6231,54.0,457.0,,,,
6232,67.0,578.0,,,,
6233,55.0,375.0,,,,
6234,27.0,213.0,,,,
6235,76.0,458.0,,,,
6236,35.0,244.0,,,,
6237,77.0,599.0,,,,
6238,57.0,503.0,,,,
6239,69.0,374.0,,,,
6240,49.0,442.0,,,,
6241,89.0,720.0,,,,
6242,61.0,714.0,,,,
6243,56.0,528.0,,,,
6244,46.0,378.0,,,,
6245,38.0,328.0,,,,
6246,37.0,255.0,,,,
6247,84.0,767.0,,,,
6248,80.0,754.0,,,,
6249,45.0,334.0,,,,
6250,48.0,412.0,,,,
6251,107.0,842.0,,,,
6252,107.0,816.0,,,,
6253,105.0,851.0,,,,
6254,76.0,506.0,,,,
6255,80.0,733.0,,,,
6256,99.0,745.0,,,,
6257,128.0,941.0,,,,
6258,136.0,1021.0,,,,
6259,137.0,881.0,,,,
6260,59.0,339.0,,,,
6261,60.0,498.0,,,,
6262,61.0,529.0,,,,
6263,79.0,533.0,,,,
6264,88.0,599.0,,,,
6265,116.0,730.0,,,,
6266,80.0,495.0,,,,
6267,108.0,802.0,,,,
6268,115.0,1031.0,,,,
6269,109.0,860.0,,,,
6270,69.0,438.0,,,,
6271,74.0,610.0,,,,
6272,70.0,490.0,,,,
6273,66.0,585.0,,,,
6274,101.0,645.0,,,,
6275,89.0,745.0,,,,
6276,18.0,313.0,,,,
6277,105.0,737.0,,,,
6278,20.0,271.0,,,,
6279,69.0,400.0,,,,
6280,90.0,693.0,,,,
6281,73.0,508.0,,,,
6282,242.0,1668.0,,,,
6283,19.0,193.0,,,,
6284,99.0,685.0,,,,
6285,82.0,646.0,,,,
6286,139.0,775.0,,,,
6287,57.0,450.0,,,,
6288,90.0,641.0,,,,
6289,57.0,476.0,,,,
6290,51.0,491.0,,,,
6291,64.0,432.0,,,,
6292,71.0,381.0,,,,
6293,6.0,32.0,,,,
6294,118.0,770.0,,,,
6295,89.0,710.0,,,,
6296,38.0,308.0,,,,
6297,9.0,62.0,,,,
6298,75.0,436.0,,,,
6299,79.0,688.0,,,,
6300,97.0,882.0,,,,
6301,45.0,274.0,,,,
6302,135.0,1036.0,,,,
6303,103.0,618.0,,,,
6304,56.0,401.0,,,,
6305,90.0,557.0,,,,
6306,74.0,561.0,,,,
6307,88.0,888.0,,,,
6308,98.0,528.0,,,,
6309,58.0,501.0,,,,
6310,120.0,971.0,,,,
6311,69.0,485.0,,,,
6312,76.0,719.0,,,,
6313,83.0,642.0,,,,
6314,75.0,507.0,,,,
6315,4.0,39.0,,,,
6316,57.0,358.0,,,,
6317,67.0,383.0,,,,
6318,98.0,568.0,,,,
6319,42.0,441.0,,,,
6320,17.0,140.0,,,,
6321,79.0,577.0,,,,
6322,60.0,403.0,,,,
6323,67.0,363.0,,,,
6324,34.0,433.0,,,,
6325,41.0,316.0,,,,
6326,58.0,517.0,,,,
6327,98.0,652.0,,,,
6328,37.0,330.0,,,,
6329,13.0,256.0,,,,
6330,83.0,677.0,,,,
6331,47.0,379.0,,,,
6332,64.0,391.0,,,,
6333,47.0,369.0,,,,
6334,68.0,546.0,,,,
6335,57.0,527.0,,,,
6336,29.0,404.0,,,,
6337,56.0,368.0,,,,
6338,40.0,373.0,,,,
6339,64.0,524.0,,,,
6340,58.0,446.0,,,,
6341,78.0,604.0,,,,
6342,44.0,326.0,,,,
6343,55.0,480.0,,,,
6344,61.0,526.0,,,,
6345,33.0,247.0,,,,
6346,53.0,387.0,,,,
6347,49.0,292.0,,,,
6348,54.0,345.0,,,,
6349,26.0,152.0,,,,
6350,85.0,766.0,,,,
6351,63.0,478.0,,,,
6352,57.0,455.0,,,,
6353,51.0,436.0,,,,
6354,62.0,546.0,,,,
6355,108.0,568.0,,,,
6356,41.0,256.0,,,,
6357,38.0,245.0,,,,
6358,39.0,268.0,,,,
6359,66.0,793.0,,,,
6360,25.0,417.0,,,,
6361,55.0,291.0,,,,
6362,74.0,381.0,,,,
6363,58.0,550.0,,,,
6364,55.0,431.0,,,,
6365,60.0,483.0,,,,
6366,67.0,454.0,,,,
6367,85.0,634.0,,,,
6368,49.0,297.0,,,,
6369,74.0,622.0,,,,
6370,51.0,400.0,,,,
6371,84.0,615.0,,,,
6372,58.0,395.0,,,,
6373,50.0,273.0,,,,
6374,50.0,463.0,,,,
6375,52.0,366.0,,,,
6376,75.0,572.0,,,,
6377,56.0,418.0,,,,
6378,8.0,251.0,,,,
6379,56.0,454.0,,,,
6380,102.0,567.0,,,,
6381,46.0,344.0,,,,
6382,47.0,423.0,,,,
6383,28.0,214.0,,,,
6384,78.0,717.0,,,,
6385,79.0,398.0,,,,
6386,37.0,273.0,,,,
6387,71.0,673.0,,,,
6388,49.0,384.0,,,,
6389,101.0,564.0,,,,
6390,53.0,470.0,,,,
6391,66.0,500.0,,,,
6392,61.0,578.0,,,,
6393,67.0,615.0,,,,
6394,57.0,611.0,,,,
6395,50.0,397.0,,,,
6396,64.0,350.0,,,,
6397,63.0,458.0,,,,
6398,44.0,451.0,,,,
6399,49.0,453.0,,,,
6400,89.0,466.0,,,,
6401,80.0,442.0,,,,
6402,39.0,338.0,,,,
6403,68.0,446.0,,,,
6404,69.0,538.0,,,,
6405,56.0,402.0,,,,
6406,79.0,494.0,,,,
6407,74.0,447.0,,,,
6408,34.0,278.0,,,,
6409,59.0,392.0,,,,
6410,59.0,421.0,,,,
6411,55.0,239.0,,,,
6412,49.0,477.0,,,,
6413,66.0,419.0,,,,
6414,55.0,401.0,,,,
6415,47.0,305.0,,,,
6416,52.0,473.0,,,,
6417,37.0,217.0,,,,
6418,34.0,217.0,,,,
6419,50.0,310.0,,,,
6420,35.0,193.0,,,,
6421,41.0,379.0,,,,
6422,25.0,189.0,,,,
6423,58.0,505.0,,,,
6424,54.0,352.0,,,,
6425,48.0,411.0,,,,
6426,39.0,312.0,,,,
6427,30.0,217.0,,,,
6428,68.0,360.0,,,,
6429,91.0,381.0,,,,
6430,74.0,443.0,,,,
6431,96.0,310.0,,,,
6432,65.0,434.0,,,,
6433,25.0,383.0,,,,
6434,71.0,289.0,,,,
6435,55.0,393.0,,,,
6436,72.0,604.0,,,,
6437,64.0,664.0,,,,
6438,68.0,581.0,,,,
6439,50.0,446.0,,,,
6440,55.0,353.0,,,,
6441,66.0,453.0,,,,
6442,49.0,387.0,,,,
6443,99.0,744.0,,,,
6444,52.0,517.0,,,,
6445,59.0,452.0,,,,
6446,60.0,457.0,,,,
6447,56.0,423.0,,,,
6448,61.0,662.0,,,,
6449,63.0,536.0,,,,
6450,39.0,488.0,,,,
6451,63.0,445.0,,,,
6452,54.0,431.0,,,,
6453,65.0,397.0,,,,
6454,55.0,466.0,,,,
6455,51.0,324.0,,,,
6456,52.0,398.0,,,,
6457,53.0,522.0,,,,
6458,52.0,319.0,,,,
6459,70.0,479.0,,,,
6460,57.0,489.0,,,,
6461,51.0,385.0,,,,
6462,13.0,148.0,,,,
6463,47.0,381.0,,,,
6464,58.0,422.0,,,,
6465,78.0,815.0,,,,
6466,55.0,501.0,,,,
6467,58.0,587.0,,,,
6468,51.0,416.0,,,,
6469,72.0,746.0,,,,
6470,60.0,600.0,,,,
6471,62.0,574.0,,,,
6472,77.0,767.0,,,,
6473,75.0,475.0,,,,
6474,81.0,878.0,,,,
6475,86.0,683.0,,,,
6476,63.0,559.0,,,,
6477,84.0,700.0,,,,
6478,46.0,386.0,,,,
6479,78.0,791.0,,,,
6480,86.0,667.0,,,,
6481,58.0,476.0,,,,
6482,94.0,772.0,,,,
6483,72.0,616.0,,,,
6484,100.0,736.0,,,,
6485,75.0,561.0,,,,
6486,47.0,410.0,,,,
6487,50.0,452.0,,,,
6488,68.0,568.0,,,,
6489,95.0,654.0,,,,
6490,53.0,421.0,,,,
6491,68.0,470.0,,,,
6492,69.0,634.0,,,,
6493,62.0,592.0,,,,
6494,49.0,516.0,,,,
6495,84.0,556.0,,,,
6496,94.0,862.0,,,,
6497,58.0,406.0,,,,
6498,63.0,629.0,,,,
6499,58.0,360.0,,,,
6500,74.0,673.0,,,,
6501,52.0,458.0,,,,
6502,84.0,749.0,,,,
6503,63.0,481.0,,,,
6504,71.0,592.0,,,,
6505,77.0,639.0,,,,
6506,67.0,500.0,,,,
6507,74.0,522.0,,,,
6508,77.0,568.0,,,,
6509,59.0,501.0,,,,
6510,93.0,748.0,,,,
6511,60.0,524.0,,,,
6512,77.0,521.0,,,,
6513,64.0,589.0,,,,
6514,69.0,556.0,,,,
6515,61.0,507.0,,,,
6516,66.0,559.0,,,,
6517,62.0,652.0,,,,
6518,82.0,541.0,,,,
6519,59.0,302.0,,,,
6520,65.0,560.0,,,,
6521,51.0,513.0,,,,
6522,62.0,490.0,,,,
6523,60.0,419.0,,,,
6524,88.0,745.0,,,,
6525,65.0,633.0,,,,
6526,64.0,574.0,,,,
6527,62.0,575.0,,,,
6528,78.0,734.0,,,,
6529,57.0,558.0,,,,
6530,61.0,518.0,,,,
6531,48.0,411.0,,,,
6532,9.0,105.0,,,,
6533,48.0,495.0,,,,
6534,59.0,488.0,,,,
6535,55.0,491.0,,,,
6536,57.0,635.0,,,,
6537,48.0,442.0,,,,
6538,47.0,311.0,,,,
6539,58.0,564.0,,,,
6540,63.0,676.0,,,,
6541,19.0,200.0,,,,
6542,39.0,302.0,,,,
6543,67.0,502.0,,,,
6544,57.0,726.0,,,,
6545,38.0,247.0,,,,
6546,45.0,428.0,,,,
6547,30.0,312.0,,,,
6548,47.0,376.0,,,,
6549,20.0,169.0,,,,
6550,59.0,535.0,,,,
6551,39.0,436.0,,,,
6552,54.0,412.0,,,,
6553,80.0,508.0,,,,
6554,21.0,167.0,,,,
6555,50.0,408.0,,,,
6556,34.0,309.0,,,,
6557,74.0,329.0,,,,
6558,55.0,477.0,,,,
6559,14.0,96.0,,,,
6560,59.0,514.0,,,,
6561,92.0,888.0,,,,
6562,63.0,580.0,,,,
6563,43.0,381.0,,,,
6564,53.0,454.0,,,,
6565,79.0,608.0,,,,
6566,77.0,635.0,,,,
6567,53.0,505.0,,,,
6568,77.0,814.0,,,,
6569,64.0,454.0,,,,
6570,83.0,751.0,,,,
6571,58.0,514.0,,,,
6572,64.0,604.0,,,,
6573,51.0,518.0,,,,
6574,57.0,497.0,,,,
6575,52.0,466.0,,,,
6576,51.0,524.0,,,,
6577,56.0,592.0,,,,
6578,72.0,576.0,,,,
6579,60.0,512.0,,,,
6580,44.0,448.0,,,,
6581,51.0,454.0,,,,
6582,74.0,679.0,,,,
6583,62.0,539.0,,,,
6584,70.0,630.0,,,,
6585,76.0,797.0,,,,
6586,60.0,551.0,,,,
6587,65.0,633.0,,,,
6588,53.0,447.0,,,,
6589,45.0,348.0,,,,
6590,89.0,680.0,,,,
6591,55.0,654.0,,,,
6592,69.0,716.0,,,,
6593,72.0,694.0,,,,
6594,43.0,557.0,,,,
6595,54.0,573.0,,,,
6596,63.0,645.0,,,,
6597,36.0,385.0,,,,
6598,43.0,346.0,,,,
6599,76.0,719.0,,,,
6600,46.0,488.0,,,,
6601,90.0,784.0,,,,
6602,82.0,586.0,,,,
6603,12.0,60.0,,,,
6604,39.0,433.0,,,,
6605,97.0,892.0,,,,
6606,61.0,251.0,,,,
6607,53.0,608.0,,,,
6608,74.0,445.0,,,,
6609,88.0,590.0,,,,
6610,55.0,453.0,,,,
6611,48.0,347.0,,,,
6612,46.0,213.0,,,,
6613,30.0,196.0,,,,
6614,28.0,194.0,,,,
6615,36.0,171.0,,,,
6616,37.0,353.0,,,,
6617,39.0,299.0,,,,
6618,99.0,968.0,,,,
6619,1.0,11.0,,,,
6620,58.0,449.0,,,,
6621,49.0,459.0,,,,
6622,70.0,455.0,,,,
6623,96.0,830.0,,,,
6624,54.0,494.0,,,,
6625,52.0,506.0,,,,
6626,65.0,444.0,,,,
6627,43.0,299.0,,,,
6628,85.0,410.0,,,,
6629,150.0,907.0,,,,
6630,72.0,621.0,,,,
6631,104.0,842.0,,,,
6632,50.0,427.0,,,,
6633,58.0,492.0,,,,
6634,58.0,409.0,,,,
6635,59.0,256.0,,,,
6636,37.0,546.0,,,,
6637,48.0,343.0,,,,
6638,51.0,474.0,,,,
6639,48.0,390.0,,,,
6640,57.0,453.0,,,,
6641,41.0,268.0,,,,
6642,38.0,352.0,,,,
6643,60.0,482.0,,,,
6644,75.0,731.0,,,,
6645,54.0,447.0,,,,
6646,42.0,354.0,,,,
6647,45.0,398.0,,,,
6648,65.0,416.0,,,,
6649,36.0,287.0,,,,
6650,63.0,438.0,,,,
6651,52.0,414.0,,,,
6652,47.0,411.0,,,,
6653,62.0,557.0,,,,
6654,58.0,563.0,,,,
6655,53.0,422.0,,,,
6656,18.0,70.0,,,,
6657,44.0,342.0,,,,
6658,54.0,505.0,,,,
6659,84.0,642.0,,,,
6660,63.0,538.0,,,,
6661,60.0,477.0,,,,
6662,97.0,506.0,,,,
6663,52.0,505.0,,,,
6664,63.0,431.0,,,,
6665,68.0,466.0,,,,
6666,67.0,519.0,,,,
6667,26.0,270.0,,,,
6668,32.0,253.0,,,,
6669,47.0,268.0,,,,
6670,42.0,387.0,,,,
6671,34.0,271.0,,,,
6672,46.0,466.0,,,,
6673,79.0,666.0,,,,
6674,56.0,468.0,,,,
6675,52.0,500.0,,,,
6676,64.0,587.0,,,,
6677,47.0,374.0,,,,
6678,59.0,451.0,,,,
6679,25.0,299.0,,,,
6680,97.0,795.0,,,,
6681,66.0,564.0,,,,
6682,76.0,409.0,,,,
6683,54.0,425.0,,,,
6684,48.0,388.0,,,,
6685,20.0,393.0,,,,
6686,47.0,394.0,,,,
6687,48.0,275.0,,,,
6688,88.0,559.0,,,,
6689,46.0,289.0,,,,
6690,50.0,393.0,,,,
6691,59.0,516.0,,,,
6692,57.0,324.0,,,,
6693,80.0,672.0,,,,
6694,32.0,352.0,,,,
6695,57.0,507.0,,,,
6696,45.0,507.0,,,,
6697,65.0,281.0,,,,
6698,51.0,514.0,,,,
6699,54.0,422.0,,,,
6700,52.0,244.0,,,,
6701,114.0,568.0,,,,
6702,57.0,527.0,,,,
6703,68.0,318.0,,,,
6704,44.0,382.0,,,,
6705,56.0,529.0,,,,
6706,70.0,588.0,,,,
6707,82.0,346.0,,,,
6708,46.0,271.0,,,,
6709,58.0,310.0,,,,
6710,54.0,359.0,,,,
6711,83.0,407.0,,,,
6712,32.0,227.0,,,,
6713,87.0,422.0,,,,
6714,81.0,536.0,,,,
6715,45.0,324.0,,,,
6716,48.0,384.0,,,,
6717,46.0,497.0,,,,
6718,71.0,633.0,,,,
6719,71.0,539.0,,,,
6720,55.0,470.0,,,,
6721,50.0,408.0,,,,
6722,50.0,426.0,,,,
6723,9.0,464.0,,,,
6724,27.0,287.0,,,,
6725,16.0,126.0,,,,
6726,40.0,218.0,,,,
6727,48.0,306.0,,,,
6728,65.0,364.0,,,,
6729,30.0,315.0,,,,
6730,83.0,470.0,,,,
6731,54.0,310.0,,,,
6732,41.0,376.0,,,,
6733,59.0,238.0,,,,
6734,57.0,439.0,,,,
6735,56.0,416.0,,,,
6736,21.0,90.0,,,,
6737,45.0,255.0,,,,
6738,30.0,573.0,,,,
6739,44.0,380.0,,,,
6740,89.0,425.0,,,,
6741,52.0,214.0,,,,
6742,73.0,570.0,,,,
6743,111.0,665.0,,,,
6744,34.0,329.0,,,,
6745,74.0,430.0,,,,
6746,47.0,442.0,,,,
6747,64.0,303.0,,,,
6748,25.0,197.0,,,,
6749,49.0,383.0,,,,
6750,53.0,321.0,,,,
6751,55.0,440.0,,,,
6752,63.0,319.0,,,,
6753,70.0,568.0,,,,
6754,34.0,437.0,,,,
6755,63.0,246.0,,,,
6756,21.0,182.0,,,,
6757,35.0,229.0,,,,
6758,32.0,301.0,,,,
6759,103.0,615.0,,,,
6760,11.0,47.0,,,,
6761,65.0,422.0,,,,
6762,27.0,373.0,,,,
6763,36.0,310.0,,,,
6764,37.0,235.0,,,,
6765,39.0,333.0,,,,
